"order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Chiroptera","Pteropodidae","Dobsonia","moluccensis","Dobsonia moluccensis","Dobsonia moluccensis",404.3,4.43,242,138.69,4492.542,714.83,714.83,NA,871.26,156.43,NA,0.995,1,NA,64.45,173.1,162,2011.279,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2700,0,2700,1,NA,1,0,"Australasian",4
"Chiroptera","Pteropodidae","Dobsonia","pannietensis","Dobsonia pannietensis","Dobsonia pannietensis",358.35,NA,214.115,110.83,4492.542,714.83,714.83,NA,871.26,156.43,NA,0.99,1,NA,64.45,173.1,162,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1800,0,1800,1,NA,0,0,"Australasian",2
"Chiroptera","Pteropodidae","Dobsonia","peronii","Dobsonia peronii","Dobsonia peronii",226.51,NA,NA,115.1,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,52.4,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2200,0,2200,1,NA,0,0,"Australasian",3
"Chiroptera","Pteropodidae","Dobsonia","praedatrix","Dobsonia praedatrix","Dobsonia praedatrix",179.12,2.975,161.13,116.5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,32,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,300,0,300,1,NA,0,0,"Australasian",1
"Chiroptera","Pteropodidae","Dobsonia","viridis","Dobsonia viridis","Dobsonia viridis",240.66,NA,NA,115.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,1,NA,0,0,"Australasian",3
"Chiroptera","Phyllostomidae","Dryadonycteris","capixaba","Dryadonycteris capixaba","Not recognised",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",1
"Chiroptera","Pteropodidae","Dyacopterus","brooksi","Dyacopterus brooksi","Dyacopterus brooksi",83.05,NA,140.65,81.45,10950,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,1825,NA,NA,0,NA,NA,NA,0,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan",1
"Chiroptera","Pteropodidae","Dyacopterus","rickarti","Dyacopterus rickarti","Not recognised",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiroptera","Pteropodidae","Dyacopterus","spadiceus","Dyacopterus spadiceus","Dyacopterus spadiceus",85,NA,140.65,79.66,10950,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan",2
"Chiroptera","Phyllostomidae","Ectophylla","alba","Ectophylla alba","Ectophylla alba",5.55,NA,47,28.65,NA,NA,NA,NA,NA,NA,NA,0.995,2,NA,NA,24.98,NA,2190,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,700,NA,NA,0,NA,0,0,"Neotropical",1
"Chiroptera","Pteropodidae","Eidolon","dupreanum","Eidolon dupreanum","Eidolon dupreanum",297.58,NA,202.5,127.72,7968.863,NA,NA,NA,NA,164.36,NA,1.08,1,364.75,49.99,62.915,112.53,2190,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",2,0,0,0,1,1200,10,1190,1,NA,1,0,"Afrotropical",2
"Chiroptera","Pteropodidae","Eidolon","helvum","Eidolon helvum","Eidolon helvum",280.43,4.433,198.79,120.5,7968.863,NA,NA,NA,NA,219.68,NA,1.04,1,364.75,49.14,62.915,112.53,1825,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",2,0,0,0,1,2000,0,2000,NA,NA,NA,NA,"Afrotropical",3
"Chiroptera","Emballonuridae","Emballonura","alecto","Emballonura alecto","Emballonura alecto",5.25,NA,NA,45.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,450,0,450,1,NA,1,0,"Australasian, Indomalayan",3
"Chiroptera","Emballonuridae","Emballonura","beccarii","Emballonura beccarii","Emballonura beccarii",4.31,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1500,0,1500,1,NA,0,0,"Australasian",2
"Chiroptera","Emballonuridae","Emballonura","dianae","Emballonura dianae","Emballonura dianae",13.21,NA,NA,44.49,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1400,0,1400,1,NA,0,0,"Australasian",2
"Chiroptera","Emballonuridae","Emballonura","furax","Emballonura furax","Emballonura furax",15.94,NA,NA,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1500,0,1500,1,NA,1,0,"Australasian",2
"Chiroptera","Emballonuridae","Emballonura","monticola","Emballonura monticola","Emballonura monticola",5,0.163,NA,44,NA,365.25,365.25,365.25,NA,NA,NA,1,NA,NA,1.125,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,1,NA,1,0,"Australasian, Indomalayan",3
"Chiroptera","Emballonuridae","Emballonura","raffrayana","Emballonura raffrayana","Emballonura raffrayana",5.61,0.174,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1600,0,1600,1,NA,0,0,"Australasian",2
"Chiroptera","Emballonuridae","Emballonura","semicaudata","Emballonura semicaudata","Emballonura semicaudata",6.29,0.184,47,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Oceanian",2
"Chiroptera","Emballonuridae","Emballonura","serii","Emballonura serii","Emballonura serii",5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",2,0,0,0,1,300,0,300,NA,NA,NA,NA,"Australasian",2
"Chiroptera","Phyllostomidae","Enchisthenes","hartii","Enchisthenes hartii","Enchisthenes hartii",16.99,0.51,68.5,39.82,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,1,"Ar",1,0,0,0,1,3540,0,3540,0,NA,1,0,"Nearctic, Neotropical",1
"Chiroptera","Pteropodidae","Eonycteris","major","Eonycteris major","Eonycteris major",80.85,NA,NA,79.76,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.99,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,100,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,1,NA,1,0,"Indomalayan",1
"Chiroptera","Pteropodidae","Eonycteris","robusta","Eonycteris robusta","Eonycteris robusta",78.36,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.99,NA,NA,2190,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1100,0,1100,1,NA,0,0,"Indomalayan",2
"Chiroptera","Pteropodidae","Eonycteris","spelaea","Eonycteris spelaea","Eonycteris spelaea",55.15,1.18,123.83,69,1825,357.41,357.41,NA,509.59,152.18,NA,1,2,NA,14.6,59.95,NA,979.323,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,100,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Indomalayan",3
"Chiroptera","Pteropodidae","Epomophorus","angolensis","Epomophorus angolensis","Epomophorus angolensis",88.75,NA,NA,86.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Afrotropical",1
"Chiroptera","Pteropodidae","Epomophorus","anselli","Epomophorus anselli","Epomophorus anselli",65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Chiroptera","Pteropodidae","Epomophorus","crypturus","Epomophorus crypturus","Epomophorus crypturus",87.52,NA,159.41,80.49,10220,NA,NA,NA,NA,150,NA,1,1.5,NA,10,60.41,NA,NA,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2185,500,1685,0,NA,1,0,"Afrotropical",1
"Chiroptera","Pteropodidae","Epomophorus","gambianus","Epomophorus gambianus","Epomophorus gambianus",80,4.328,159.41,85.27,10220,NA,NA,NA,NA,150,NA,1,1.5,NA,9.98,59.99,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Chiroptera","Pteropodidae","Epomophorus","grandis","Epomophorus grandis","Epomophorus grandis",49.42,NA,192.98,63.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Chiroptera","Pteropodidae","Epomophorus","labiatus","Epomophorus labiatus","Epomophorus labiatus",69.65,1.589,94.33,73.23,NA,NA,NA,NA,NA,156.43,NA,0.99,2,NA,11,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Afrotropical",1
"Chiroptera","Pteropodidae","Epomophorus","minimus","Epomophorus minimus","Epomophorus minimus",68.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Chiroptera","Pteropodidae","Epomophorus","minor","Epomophorus minor","Epomophorus minor",57.205,1.589,94.33,65.21,NA,NA,NA,NA,NA,156.43,NA,0.99,2,NA,11,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1950,0,1950,NA,NA,NA,NA,"Afrotropical",1
"Chiroptera","Pteropodidae","Epomophorus","wahlbergi","Epomophorus wahlbergi","Epomophorus wahlbergi",86.795,1.961,131.69,80.66,3686.5,243.52,243.52,NA,399.95,156.43,NA,1,2,NA,NA,668.8,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Afrotropical",2
"Chiroptera","Pteropodidae","Epomops","buettikoferi","Epomops buettikoferi","Epomops buettikoferi",135.67,NA,180,90.16,790.833,275.89,275.89,NA,365,139.92,NA,0.98,2,NA,23.23,55.65,47.26,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,0,1200,0,NA,0,0,"Afrotropical",2
"Chiroptera","Pteropodidae","Epomops","dobsonii","Epomops dobsonii","Epomops dobsonii",122.08,NA,NA,84.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1890,NA,NA,0,NA,0,0,"Afrotropical",1
"Chiroptera","Pteropodidae","Epomops","franqueti","Epomops franqueti","Epomops franqueti",118.99,2.213,135.03,89.44,1152.792,NA,NA,NA,NA,161.77,NA,1,2,NA,20,NA,70,NA,NA,NA,0,2,NA,1.5,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Afrotropical",1
"Chiroptera","Vespertilionidae","Eptesicus","anatolicus","Eptesicus anatolicus","Eptesicus bottae",15.66,NA,NA,42.95,4380,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3
"Chiroptera","Vespertilionidae","Eptesicus","andinus","Eptesicus andinus","Eptesicus andinus",9.2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,3300,100,3200,NA,NA,NA,NA,"Neotropical",NA
"Chiroptera","Vespertilionidae","Eptesicus","bobrinskoi","Eptesicus bobrinskoi","Eptesicus bobrinskoi",7.725,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Palearctic",1
"Chiroptera","Vespertilionidae","Eptesicus","bottae","Eptesicus bottae","Eptesicus bottae",15.66,NA,NA,42.95,4380,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,NA,3
"Chiroptera","Vespertilionidae","Eptesicus","brasiliensis","Eptesicus brasiliensis","Eptesicus brasiliensis",9.2,0.198,72,43,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Chiroptera","Vespertilionidae","Eptesicus","chiriquinus","Eptesicus chiriquinus","Eptesicus chiriquinus",9.2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,1900,50,1850,NA,NA,NA,NA,"Neotropical",1
"Chiroptera","Vespertilionidae","Eptesicus","diminutus","Eptesicus diminutus","Eptesicus diminutus",5.99,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Chiroptera","Vespertilionidae","Eptesicus","dimissus","Eptesicus dimissus","Eptesicus dimissus",13.03,0.231,NA,41.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Indomalayan, Palearctic",NA
"Chiroptera","Vespertilionidae","Eptesicus","floweri","Eptesicus floweri","Eptesicus floweri",7.2,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical",2
"Chiroptera","Vespertilionidae","Eptesicus","furinalis","Eptesicus furinalis","Eptesicus furinalis",7.7,0.19,64,39.15,NA,338.33,338.33,NA,430.87,92.54,NA,1.86,2,NA,1.34,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Chiroptera","Vespertilionidae","Eptesicus","fuscus","Eptesicus fuscus","Eptesicus fuscus",17.195,0.214,75,46.69,7300,395.29,471.145,730,438.86,43.57,NA,1.925,1,364.75,3.555,34.18,15.2,2400.936,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3100,300,2800,0,NA,1,0,"Nearctic, Neotropical",4
"Chiroptera","Vespertilionidae","Eptesicus","gobiensis","Eptesicus gobiensis","Eptesicus gobiensis",13,NA,NA,NA,5657.5,NA,NA,NA,NA,NA,NA,1.25,NA,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",3
"Chiroptera","Vespertilionidae","Eptesicus","guadeloupensis","Eptesicus guadeloupensis","Eptesicus guadeloupensis",18.99,NA,NA,50.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,0,300,1,NA,0,0,"Neotropical",1
"Chiroptera","Vespertilionidae","Eptesicus","hottentotus","Eptesicus hottentotus","Eptesicus hottentotus",30.33,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",6
"Chiroptera","Vespertilionidae","Eptesicus","innoxius","Eptesicus innoxius","Eptesicus innoxius",7.49,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,430,0,430,0,NA,1,0,"Neotropical",1
"Chiroptera","Vespertilionidae","Eptesicus","isabellinus","Eptesicus isabellinus","Eptesicus isabellinus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1800,0,1800,NA,NA,NA,NA,"Palearctic",4
"Chiroptera","Vespertilionidae","Eptesicus","japonensis","Eptesicus japonensis","Eptesicus japonensis",13,NA,NA,NA,7300,NA,NA,NA,NA,NA,NA,1.5,1,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,700,NA,NA,NA,NA,NA,"Palearctic",1
"Chiroptera","Vespertilionidae","Eptesicus","kobayashii","Eptesicus kobayashii","Not recognised",14.53,NA,NA,45.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",NA
"Chiroptera","Vespertilionidae","Eptesicus","lobatus","Eptesicus lobatus","Eptesicus serotinus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"Chiroptera","Vespertilionidae","Eptesicus","nilssonii","Eptesicus nilssonii","Eptesicus nilssonii",13,NA,54,40.24,7300,NA,NA,NA,NA,NA,NA,1.5,1,364.75,4.52,26,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2300,0,2300,0,NA,1,1,"Palearctic",5
"Chiroptera","Vespertilionidae","Eptesicus","ognevi","Eptesicus ognevi","Eptesicus bottae",15.66,NA,NA,42.95,4380,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3
"Chiroptera","Vespertilionidae","Eptesicus","pachyomus","Eptesicus pachyomus","Eptesicus serotinus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4
"Chiroptera","Vespertilionidae","Eptesicus","pachyotis","Eptesicus pachyotis","Eptesicus pachyotis",8.1,0.158,NA,38.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Indomalayan",1
"Chiroptera","Vespertilionidae","Eptesicus","platyops","Eptesicus platyops","Eptesicus platyops",18.2,NA,73.995,NA,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",NA
"Chiroptera","Vespertilionidae","Eptesicus","serotinus","Eptesicus serotinus","Eptesicus serotinus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,1,NA,4
"Chiroptera","Vespertilionidae","Eptesicus","taddeii","Eptesicus taddeii","Not recognised",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",1
"Chiroptera","Vespertilionidae","Eptesicus","tatei","Eptesicus tatei","Eptesicus tatei",13.65,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Indomalayan",1
"Chiroptera","Phyllostomidae","Erophylla","bombifrons","Erophylla bombifrons","Erophylla bombifrons",16.1,NA,NA,47.11,NA,NA,NA,NA,NA,136.98,NA,1,1,NA,4.5,60.88,NA,NA,NA,NA,NA,NA,NA,NA,40,0,60,40,0,0,0,0,0,30,30,0,0,3,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Neotropical",1
"Chiroptera","Phyllostomidae","Erophylla","sezekorni","Erophylla sezekorni","Erophylla sezekorni",16.1,NA,NA,47.5,NA,NA,NA,NA,NA,136.98,NA,1,1,NA,4.5,60.88,NA,NA,NA,NA,NA,2,NA,NA,30,0,70,30,0,0,0,0,0,40,30,0,0,3,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Neotropical",1
"Chiroptera","Vespertilionidae","Euderma","maculatum","Euderma maculatum","Euderma maculatum",16.17,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.7,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3000,NA,NA,0,NA,1,0,"Nearctic, Neotropical",3
"Chiroptera","Megadermatidae","Eudiscoderma","thongareeae","Eudiscoderma thongareeae","Not recognised",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Indomalayan",1
"Chiroptera","Vespertilionidae","Eudiscopus","denticulus","Eudiscopus denticulus","Eudiscopus denticulus",7.2,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1
