iucn2020_binomial,phylacine_binomial,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Acomys spinosissimus,Acomys spinosissimus,Rodentia,27.01,14.0444628833333,9.28710494267441,175,70,30,0,3,2,G,2,2,1,0,2537.87055000146,2.71,2.739755,78.2321815344504,36.5258594399998,33.1354682000002,165.8093685847,184.816024177533,999.977950285779,331.041666666667,1312.03450238096,1.10754250609798
Acomys subspinosus,Acomys subspinosus,Rodentia,32.25,41.99417,1.1195691230499,175,70,30,0,2,2,G,2,2,1,0,1602.02758332652,3.51622833333334,3.50542,43.0574461407251,30.1529181675,22.8310816600001,78.2345073400001,107.133399725,631.538919466831,4433.33333333333,1239.54859999996,0.160323509371453
Acomys wilsoni,Acomys wilsoni,Rodentia,20.96,3.49,0.58,127.38,70,30,0,3,2,G,3,2,1,0,2044,2.29,3.5,44.7151057678501,38.82686,20.82982834,81.2201854400001,115.69375326,655.822566575086,1857.08730447383,1261.32421666668,0.978126630130648
Aconaemys fuscus,Aconaemys fuscus,Rodentia,120.975,13.5524466666667,5.47329536703718,187,100,0,0,1,2,G,2,1,1,0,1663.05558336886,3.23,1.947355,126.505260024581,96.1529917100001,41.9520613400002,245.801277337998,333.666378480001,1205.77452011307,1802.51670663087,935.183285714286,0.331732836504253
Aconaemys porteri,Aconaemys porteri,Rodentia,120.975,13.57584,5.81990155047872,187,100,0,0,1,3,G,2,3,1,0,1943.70104171728,3.23,1.83865,133.373718103171,92.2326427199999,44.7931338600002,278.641739071999,354.829859600001,1246.69050112997,1834.63910320709,1004.98928571429,0.331732836504253
Aconaemys sagei,Aconaemys sagei,Rodentia,96.49,9.7840866666667,2.46835324353269,187,100,0,0,1,2,G,2,3,1,0,1320.5152500522,2.94370500000001,2.213015,100.351675928776,88.0848311200003,29.3249165,233.458983451997,320.94115844,862.949557977986,1815.89675949011,1139.15255000001,0.29293491185026
Not recognised,Acratocnus odontrigonus,Pilosa,22990,837.688785835001,79.6141815363173,982.823509999997,100,0,0,1,2,Ar,1,1,2,0,11569.0384791085,1.13862,1.005859417335,470.683808803898,229.157502429166,116.54092098,1049.61716344,1294.5369668127,3815.54570279546,97.8524959188532,2352.6775,14.8444721402943
Not recognised,Acratocnus ye,Pilosa,21310,835.772484335001,79.1513498411744,967.904569999997,100,0,0,1,2,Ar,1,1,2,0,11554.797395774,1.136865,1.005929417335,470.727378961208,229.017122044166,115.7370976,1048.18397944,1295.1851263127,3816.30629812874,97.931160876164,2360.0125,14.4085624556432
Acrobates pygmaeus,Acrobates pygmaeus,Diprotodontia,13,0.0178,1.76731122376721,76.5,20,0,80,2,1,Ar,1,1,2,0,3212,3,2,148.39835733,31.55894488,99,240,212.91,997.9661,899.99,1200,0.097269057787856
Addax nasomaculatus,Addax nasomaculatus,Cetartiodactyla,94288.68,5600,201.5,1700,100,0,0,1,1,G,1,1,1,0,10293,1,1,357.25530444,276,198,947.49486,1066.86,2555,0.0002585315,1914.719,12.9198841956944
Aegialomys galapagoensis,Aegialomys galapagoensis,Rodentia,63.51,4.12663,1.11889095673062,157.855,80,0,20,2,4,G,1,2,1,0,608.333333455,3.98460750000001,3.81088,41.1215545211025,25.8114062649999,25.0984612800001,91.7827214,120.218127836111,550.367300608994,2290,1045.08066666667,0.23273892674156
Aegialomys xanthaeolus,Aegialomys xanthaeolus,Rodentia,79.79,5.59622500000004,1.33595433847549,168,80,0,20,2,4,G,4,2,1,0,1061.62379167677,2.88108250000001,3.66085999999999,46.29274262817,30.0111189074999,24.7846057200001,94.9325726600001,130.550379115714,614.448240708851,1269.35278117748,1300,0.263862407743093
Aepeomys lugens,Aepeomys lugens,Rodentia,37,2.918055,0.741258211228886,120,95,0,5,2,2,G,3,2,1,0,1091.04887502409,4.23782937500001,3.413645,26.004103998925,21.9810903224999,22.24325468,62.9127618200001,92.9013308095573,398.003166745026,1787.120474515,1600,0.172908687221007
Aepeomys reigi,Aepeomys reigi,Rodentia,40.6,5.52783000000002,0.893699697779638,142.369051666667,100,0,0,2,2,G,3,2,1,0,1011.05608335207,3.80218916666667,3.27673,29.6025442868999,23.9562147749999,24.2951782,80.83849446,106.605164205714,466.017408976016,1086.86150387003,1630,0.181968067848251
Aepyceros melampus,Aepyceros melampus,Cetartiodactyla,52500,5304.2,173.566666666667,1460,100,0,0,1,1,G,2,2,1,0,9344,1,1,364.750171005,196.74,167,477.485,730,2674.111666657,9.93698418301488,1700,9.36253560152919
Aepyprymnus rufescens,Aepyprymnus rufescens,Diprotodontia,2820,19.8445045649999,12.3,520,100,0,0,1,1,G,2,1,1,0,4675.04166545,1.015,3,115.920602215,22.9,162.535,339.205,319.37,1327.5927,40,1313.971,1.87474789587013
Aeretes melanopterus,Aeretes melanopterus,Rodentia,246.434425682226,12.46121,4.3948737332252,305,100,0,0,1,3,Ar,1,1,2,0,2352.48279168261,2.52746,1.70858,143.532720995422,45.7588756400001,63.3696490800001,329.774291759333,368.746207022501,1226.36211283024,183.695173993595,1876.553,0.490615904002328
Aeromys tephromelas,Aeromys tephromelas,Rodentia,1187,45.2394608333335,10.34,384.93,90,0,10,2,3,Ar,1,1,2,0,4362.36441665085,1.035,1.720645,228.768843647996,59.8483757700002,74.8258472199998,617.957134733333,672.880302640001,1963.39933363995,105.22846755449,2027.317,1.16480643350966
Aeromys thomasi,Aeromys thomasi,Rodentia,1430.19,45.7537140000002,10.1849469716276,383.25,90,0,10,1,3,Ar,2,1,2,0,4676.46638331575,1.1806425,1.743755,238.645303179866,61.0271190800002,75.5144689799998,641.02897216,713.374234180002,2001.0403678639,126.8178888766,1727.741,1.29054282513448
Aethalops aequalis,Aethalops aequalis,Chiroptera,13.9,12.0268543166666,0.946507286741766,73,100,0,0,1,1,Ar,2,1,2,0,6274.49782497006,0.995,1.115572535934,365,152.2,91.6602604600002,681.082724080001,800.874121059999,2430.16446751116,1700.25433663888,1164.123,NA
Aethalops alecto,Aethalops alecto,Chiroptera,15,4.91978499999998,0.652113715400246,73,100,0,0,1,2,Ar,1,1,2,0,3814.03799583145,0.99,1.608415,268.454085123039,131.363342015,71.3693901799999,507.504165726666,633.16688008,1846.18053635624,1544.00443173153,1700,NA
Aethomys bocagei,Aethomys bocagei,Rodentia,63.8538880368405,6.26874500000001,1.35212868793855,184,100,0,0,1,3,G,2,1,1,0,1165.15299998576,2.85808,2.42351,70.8243426691603,32.5392962399999,26.83092584,160.584796660001,177.074422130001,706.720197116904,711.03382056802,1418.07466666667,0.233431201706427
Aethomys chrysophilus,Aethomys chrysophilus,Rodentia,79.7,4.44,1.25,162.76,100,0,0,1,3,G,3,1,1,0,273.75,3.345,3.12659500000001,41.6443864567325,25.71594,27.35364,105.39686,138,551.676729876074,476.744186046512,1806.50704999995,0.263698671613169
Micaelamys granti,Aethomys granti,Rodentia,40,4.25687999999996,1.05973075152561,138.64779,100,0,0,1,3,G,2,1,1,0,1307.94404167312,3.02451249999999,2.99427500000001,51.2196505478003,29.3419950999999,28.0272695400001,112.9850005067,145.269088630001,640.283497616904,700.564000158323,1482.578,0.180484063574406
Aethomys hindei,Aethomys hindei,Rodentia,98.495,5.27,1.42,162.76,100,0,0,2,3,G,3,1,1,0,1000.708333455,2.9,3.51664000000001,49.2921532518327,25.71594,26.23966,96.05,121.76594,577.941600743008,2191.47,1358.836,0.296267263945669
Aethomys ineptus,Aethomys ineptus,Rodentia,80.85,4.44,1.23510611957657,142,80,0,20,2,3,G,3,1,1,0,273.75,3.345,3.01473000000001,44.0405052557851,25.71594,27.35364,105.39686,131.1128,565.893665484229,1143.34878694548,1453.81604999995,0.265784639781969
Aethomys kaiseri,Aethomys kaiseri,Rodentia,98.495,5.27,1.38003359242735,162.76,100,0,0,1,3,G,2,1,1,0,1000.708333455,2.9,3.39527000000001,49.5119477150303,25.71594,26.23966,96.05,121.76594,584.065595034258,1446.00976229503,1163.87604999995,0.296267263945669
Micaelamys namaquensis,Aethomys namaquensis,Rodentia,57.3,2.5,0.89,131.741889999999,80,0,20,2,3,G,6,1,1,0,1715.5,3.75,2,45.0191049713001,21.99,24.3488,110.24471932,131.923282072667,575.722610750348,2831.66666666667,1399.52066666667,0.219933257805149
Aethomys nyikae,Aethomys nyikae,Rodentia,77.015,7.49660999999997,1.33958951012188,184,100,0,0,1,3,G,1,1,1,0,1114.43929167129,3.56,3.032685,61.7483890705728,31.3304567399998,26.15884128,126.1002602867,153.571001375033,653.969780367223,637.075933335245,1227.67,0.258774984431619
Aethomys silindensis,Aethomys silindensis,Rodentia,82.76,6.83601650000003,1.45509812942676,184,100,0,0,1,3,G,2,1,1,0,978.659291650117,2.83597,2.413555,70.8450010201903,34.05959588,27.1452082400001,160.246396760001,174.798615080001,703.505892266948,724.578936461593,1429.39866666667,0.269219882494253
Aethomys stannarius,Aethomys stannarius,Rodentia,82.9,6.85175650000003,1.45464359030503,178.24968,100,0,0,1,3,G,3,1,1,0,1007.50341665705,2.83802,2.467585,71.2389237107103,34.23628513,27.1702869000001,149.463177380001,169.568118335,688.218969892136,860.546567824548,1507.804,0.269470269724777
Aethomys thomasi,Aethomys thomasi,Rodentia,98.495,5.27,1.38222135017191,162.76,100,0,0,1,3,G,1,1,1,0,1000.708333455,2.9,3.43177000000001,49.4661640730728,25.71594,26.23966,96.05,121.76594,584.252880017674,1410.50670525184,1102.95604999995,0.296267263945669
Not recognised,Agalmaceros blicki,Cetartiodactyla,60000,4481.8929975,183.422126745112,1721.0132825,100,0,0,1,1,G,3,2,1,0,6981.74656388508,1.05317666666667,1.03430166666667,349.381997233994,228.102139391667,175.814876146666,497.449736038095,694.261380966668,2432.54718976646,4.93761505114481,2483.01,11.5999643302044
Ailuropoda melanoleuca,Ailuropoda melanoleuca,Carnivora,117500,109.29,242.727238095238,1422.99,90,10,0,1,1,G,1,2,1,0,13432,1.54,0.7,592.968857015,131.17916,182,2351.48536,2504.515,5246.699416657,0.18,2900,14.5823222688387
Ailurops melanotis,Ailurops melanotis,Diprotodontia,7000,53.9224133899998,16.9035215501827,564,100,0,0,1,1,Ar,1,1,2,0,2156.541666545,1.5,1.5,245.65416368562,19.9539852200001,243.52,540.787280572666,564.138202901666,1764.37656662103,252.089791606635,960.113,3.09107674106873
Ailurops ursinus,Ailurops ursinus,Diprotodontia,7000,58.03022729,17.747477130461,564,100,0,0,1,1,Ar,2,3,2,0,2156.541666545,1.5,1.5,253.820260465835,21.26197766,243.52,572.711036226,610.242281581667,1830.73431536504,247.946563930164,600,3.09107674106873
Ailurus fulgens,Ailurus fulgens,Carnivora,4747.54,102.02,42.4914545454546,608.66,80,10,10,1,1,G,1,2,1,0,6935,2,1,364.750171005,123.4374,136.935,571.90318,760.41,3650,18.6548501588164,2300,2.49668420156401
Akodon aerosus,Akodon aerosus,Rodentia,54.995,3.16487000000004,0.879495565726601,140,20,0,80,2,2,G,3,2,1,0,836.580000008761,5,3.6,29.6557928265498,24.2377042274999,22.42909778,82.1772,104.061682915333,467.384553267555,2142.79758778288,1200,0.215022362268678
Akodon affinis,Akodon affinis,Rodentia,24.89,2.66924500000001,0.734690718344518,140,20,0,80,2,2,G,1,2,1,0,887.184208330535,3.53263000000001,3.682735,29.1538616264049,24.45876362,22.51103018,70.4111085799998,97.4168305213332,424.552328308878,1481.57183490949,1700,0.139033532865757
Akodon albiventer,Akodon albiventer,Rodentia,28.475,4.41190500000002,0.937770526723717,140,20,0,80,3,2,G,2,2,1,0,1017.09075000219,3.51017666666667,3.51691499999999,34.7909455758799,26.6090535200001,23.77740308,76.73701222,109.809564593333,510.19030779238,1262.89270708109,2150,1.13658150754654
Akodon caenosus,Akodon aliquantulus,Rodentia,26.725,5.2191788,1.08656545564862,140,0,0,100,3,1,G,1,2,1,0,993.383999983208,4.18,3.34133499999999,41.39605528942,26.592197,24.1540817,96.5685682400003,128.09798081,555.450104542468,1136.53419440511,1198.366,1.101800680946
Akodon azarae,Akodon azarae,Rodentia,24,2.2,0.787063875216423,140,20,0,80,2,2,G,2,2,1,0,304.166666545,4.32,1.125,137.72730121649,23.52222,14.67682,63.80588,87.3281,488.54088994212,7679.65,2167.79323333324,0.136276838008779
Akodon boliviensis,Akodon boliviensis,Rodentia,26.725,2.603995,0.755446740490079,140,20,0,80,2,2,G,2,2,1,0,862.324666656323,4.18,3.643995,29.75928195983,24.0600160199999,22.0038802,54.8417496199999,91.371572032,416.257853267105,2076.23482007138,2500,0.144580794815539
Akodon budini,Akodon budini,Rodentia,26.9,2.70468000000001,0.759641214402254,140,20,0,80,2,2,G,1,2,1,0,870.099166670926,3.45359000000001,3.68195,29.0658219284249,24.4639216,22.57409758,70.0406655999998,97.5062672453332,426.203340508849,1457.35661882138,1700,0.145100737314476
Akodon cursor,Akodon cursor,Rodentia,39.77,3.22986114999997,0.987413058665863,140,20,0,80,2,2,G,1,2,1,0,959.49679166545,3,3.43926499999998,35.76397911695,27.3996800325,24.07650113,91.2267713400004,122.592951429048,561.796170050768,442.88,800,0.1799125422161
Akodon dayi,Akodon dayi,Rodentia,37.3,2.98288000000003,0.810888195795853,140,20,0,80,2,2,G,1,2,1,0,917.667791674576,3,3.653315,29.0892358900249,24.7275693325,22.3238791,71.1505138999999,99.7395067819998,446.99940364225,1438.1434647485,2450,0.173678365288682
Akodon dolores,Akodon dolores,Rodentia,42.5,2.97,0.817602417242063,140,20,0,80,2,2,G,1,2,1,0,889.389416671655,3.445,3.653395,29.0953567104399,24.11747328,21.496937,62.6283450199999,95.8005569564443,435.441085233863,1547.41706298985,2214.24539999962,0.186603496359642
Akodon fumeus,Akodon fumeus,Rodentia,26.54,2.62219,0.743476480567421,140,20,0,80,2,2,G,3,2,1,0,882.183708323599,4.05100499999998,3.626875,29.87802063762,24.36003414,21.96805274,60.1739535599999,94.4651650786666,413.825345425535,1918.52315254469,2500,0.144029472613835
Akodon iniscatus,Akodon iniscatus,Rodentia,28.7,2.72299500000001,0.782872748006617,140,20,0,80,2,2,G,4,2,1,0,887.29370833309,3.79862500000001,3.70122500000001,29.370648151795,24.1464518600001,21.70673432,59.6997033599999,95.5388681446666,416.105876958834,1814.80455057459,2322.335,0.150362974524772
Akodon juninensis,Akodon juninensis,Rodentia,38.99,2.99508499999998,0.896414797272078,138.265735,20,0,80,2,2,G,2,2,1,0,957.833000007666,3.22817666666667,3.49047499999999,34.32533949146,26.1691444325,24.50446716,78.00081534,112.875081476667,509.842110892337,1301.63014578411,1515.411,0.177963174723506
Akodon kofordi,Akodon kofordi,Rodentia,29.49,2.74023500000002,0.778776762016847,140,20,0,80,2,2,G,3,2,1,0,887.990250000365,3.90566499999999,3.737435,29.5776913449199,24.29903006,22.1832688,59.5407520999998,94.7943789786665,425.725307283878,1729.61204396341,1900,0.15262546150665
Akodon spegazzinii,Akodon leucolimnaeus,Rodentia,33.075,2.62393999999999,0.765160256312101,129.7475,20,0,80,2,2,G,2,2,1,0,902.903541660704,3.59,3.51549500000001,29.89424452846,24.34886506,22.17145187,60.1863760399998,95.8947077786666,421.562743667061,2321.46273581881,3200,0.162566398451168
Akodon lindberghi,Akodon lindberghi,Rodentia,26.4,322.326115,0.623408631836318,95.9761450000003,20,0,80,2,2,G,1,2,1,0,766.960812503907,3.2432,3.88373499999999,29.44107489851,43.0743225025,31.24189012,102.777380086,129.835237755238,410.495872908791,1468.84476847211,1371.24938333329,0.143611105395866
