iucn2020_binomial,phylacine_binomial,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Abrothrix olivaceus,Abrothrix olivaceus,Rodentia,27,2.449955,0.897986851,125.5633333,11,0,89,2,2,G,3,2,2,0,365,5.42,2.25,45.74169427,24.90593357,24.25920964,191.716,144.6156668,504.1642604,1815,1985.708,0.145397164
Abrothrix sanborni,Abrothrix sanborni,Rodentia,24.7,2.95764,0.996729534,155,44,0,56,2,2,G,1,2,1,0,1032.031417,4.10165,3.31559,36.45521062,25.72733626,25.90518046,95.9105366,125.5632175,540.7467455,1323.789968,800,0.138448798
Acerodon celebensis,Acerodon celebensis,Chiroptera,384.84,52.5999475,4.746870179,201.25,100,0,0,1,1,Ar,2,1,2,0,4353.843187,0.98,1.51529,283.4715782,153.2065629,138.3280878,667.9232636,793.9936125,2243.118606,545.972546,1500,NA
Acerodon humilis,Acerodon humilis,Chiroptera,352.43,40.501665,4.28627113,202.5672,100,0,0,1,1,Ar,1,1,2,0,4391.788587,1.04014,1.925185,250.5278349,137.7593714,111.7890245,289.7207743,398.491252,1736.995785,538.0707389,1052.709,NA
Acerodon jubatus,Acerodon jubatus,Chiroptera,1087.04,87.50999565,9.411361391,283.8295436,100,0,0,1,1,Ar,1,1,2,0,7774.99275,1,1,366.5655327,164.43525,138.9377508,691.5741185,859.7716843,3650,519.3351637,1100,NA
Acerodon leucotis,Acerodon leucotis,Chiroptera,352.07,38.702852,3.98648542,204.853515,100,0,0,1,1,Ar,1,1,2,0,3317.315579,1.07336,1.940275,244.3672466,133.5897998,90.72493942,281.2050407,379.4506385,1460,623.3203303,1053.293,NA
Acerodon mackloti,Acerodon mackloti,Chiroptera,467.93,44.969436,4.460603407,208.144835,100,0,0,1,1,Ar,2,1,2,0,4667.987129,0.98,1.84244,254.0082415,138.8430604,122.1517179,338.3176419,420.4757332,1825,626.463133,450,NA
Acinonyx jubatus,Acinonyx jubatus,Carnivora,50577.92,465.33,115.0121905,1490.215,0,100,0,3,1,G,4,3,1,0,7482.5,3.04,0.7,541.87885,90.12,107,598.985,1217.27,2190,0.021456972,4000,44.44820526
Acomys airensis,Acomys airensis,Rodentia,45.2,5.49,1.081449231,175,0,0,100,3,1,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,686.7771974,3071.583709,979.0443333,1.425381736
Acomys cahirinus,Acomys cahirinus,Rodentia,45.2,5.49,0.76,175,70,30,0,2,2,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,103,650.0125,1900,1279.038,0.193033197
Acomys cilicicus,Acomys cilicicus,Rodentia,48,5.3288693,1.046456799,175,70,30,0,2,2,G,2,2,1,0,1460,2.605815,3.26337,38.65050208,32.62160986,22.12346118,74.50488284,108.4835412,606.085773,1349.20221,1242.999767,0.199520969
Acomys cineraceus,Acomys cineraceus,Rodentia,43.6,5.49,1.014209048,129.87,0,0,100,3,1,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,688.8276725,3057.08434,932.8003333,1.400431067
Acomys dimidiatus,Acomys dimidiatus,Rodentia,45.2,5.49,1.128193313,175,80,0,20,2,3,G,5,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,693.6972277,3589.450654,900,0.193033197
Acomys ignitus,Acomys ignitus,Rodentia,45.2,5.49,1.111582265,175,70,30,0,3,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,691.330866,2998.875267,1113.33116,1.425381736
Acomys johannis,Acomys johannis,Rodentia,43.6,5.49,1.024759048,129.87,0,0,100,3,1,G,3,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,689.5131168,3048.72247,800,1.400431067
Acomys kempi,Acomys kempi,Rodentia,43.6,5.49,1.109163638,175,70,30,0,3,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,691.3765445,2978.08177,1111.00116,1.400431067
Acomys louisae,Acomys louisae,Rodentia,27.085,63.9898323,1.207924561,175,70,30,0,3,2,G,3,2,1,0,1259.858333,2.820598333,3.262,41.02602251,34.36146391,30.19743098,108.616366,143.1859506,600.2855202,621.2852209,1535.734,1.109048371
Acomys minous,Acomys minous,Rodentia,45.2,5.49,0.991034621,175,70,30,0,1,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,681.673418,2841.767215,1225.040367,0.193033197
Acomys mullah,Acomys mullah,Rodentia,45.2,5.49,1.111582265,175,70,30,0,3,2,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,691.330866,2989.88887,1113.48116,1.425381736
Acomys nesiotes,Acomys nesiotes,Rodentia,45.2,5.49,0.981878441,175,70,30,0,2,2,G,1,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,694.3956566,2723.595498,1113.498181,0.193033197
Acomys percivali,Acomys percivali,Rodentia,21.99,7.338471933,1.129289752,155.1446488,70,30,0,3,2,G,3,2,1,0,1368.873187,2.680133333,2.961725,44.06200807,38.65372,24.70739512,95.16169248,126.0693796,596.1866193,758.0847375,1504.34655,1.001391081
Acomys russatus,Acomys russatus,Rodentia,54.915,7,1.092138422,111.08,40,40,20,3,3,G,1,2,1,0,1825,2.5,3.893346667,39.58937151,34.39268,22.02357922,91.308,125.70068,651.0005319,2800,988.60445,1.568057344
Acomys seurati,Acomys seurati,Rodentia,45.2,5.49,1.092294748,175,0,0,100,3,1,G,2,2,1,0,2731.416667,2.47,3.5,33.97672836,38,14,58,96,693.3230236,2757.210842,1000,1.425381736
Acomys ngurui,Acomys spinosissimus,Rodentia,27.01,8.1322143,1.315098852,175,70,30,0,3,2,G,1,2,1,0,1381.865667,2.71,3.008085,42.624725,35.2379644,23.88316301,95.38739234,125.1067173,614.2868537,331.0416667,750,1.107542506
Acomys selousi,Acomys spinosissimus,Rodentia,27.01,7.9580193,1.194738801,175,70,30,0,3,2,G,3,2,1,0,1351.765333,2.71,3.171705,40.24827522,34.89061397,25.77609944,94.68377904,127.7736077,595.1572,331.0416667,1692.762,1.107542506
Acomys muzei,Acomys spinosissimus,Rodentia,27.01,8.0270993,1.236341364,175,70,30,0,3,2,G,2,2,1,0,1377.266667,2.71,3.13148,40.91229541,35.07619833,23.87191442,95.01219836,127.6772981,607.5566146,331.0416667,1231.697,1.107542506
Acomys spinosissimus,Acomys spinosissimus,Rodentia,27.01,8.0270993,1.236341364,175,70,30,0,3,2,G,2,2,1,0,1377.266667,2.71,3.13148,40.91229541,35.07619833,23.87191442,95.01219836,127.6772981,607.5566146,331.0416667,1231.697,1.107542506
Acomys subspinosus,Acomys subspinosus,Rodentia,32.25,3.629315,1.040896763,175,70,30,0,2,2,G,2,2,1,0,1558.388792,4.346191667,4.090551667,37.08089962,25.99219351,29.18333018,81.23808752,117.0083955,581.8453726,4433.333333,1259.131817,0.160323509
Acomys wilsoni,Acomys wilsoni,Rodentia,20.96,3.49,0.58,127.38,70,30,0,3,2,G,3,2,1,0,2044,2.29,3.5,37.30188579,38.82686,22.3586391,78.6669938,113.0043009,618.8433505,1743.110666,1334.050883,0.97812663
Aconaemys fuscus,Aconaemys fuscus,Rodentia,120.975,13.43169,2.83321887,187,100,0,0,1,2,G,2,1,1,0,1387.491229,3.23,2.236725,100.6853041,91.55730293,30.70502886,213.3289078,298.4088659,793.7934465,1659.522763,937.812,0.331732837
Aconaemys porteri,Aconaemys porteri,Rodentia,120.975,13.308875,2.809119453,187,100,0,0,1,2,G,2,1,1,0,1387.193146,3.23,2.23126,100.6338694,91.20938847,30.81587102,217.3548799,298.8989506,794.5030542,1659.386783,959.458,0.331732837
Aconaemys sagei,Aconaemys sagei,Rodentia,96.49,8.96138,2.116535653,187,100,0,0,1,2,G,2,3,1,0,1708.811375,2.992055,1.867935,109.6498523,92.40378809,35.40928712,247.9613033,323.1111677,864.614644,1712.87829,1132.658,0.292934912
Not recognised,Acratocnus odontrigonus,Pilosa,22990,793.5280698,81.23523556,968.29265,100,0,0,1,2,Ar,1,1,2,0,11616.02949,1.087655,1.017334325,434.6194654,231.1023771,101.9452339,994.6644462,1217.076514,3770.366042,98.44699315,2389.891,14.53459706
Not recognised,Acratocnus ye,Pilosa,21310,739.1756205,80.56757197,943.83366,100,0,0,1,2,Ar,1,1,2,0,11625.69287,1.089025,1.010865527,434.6298733,231.0602346,101.7664273,1000.047586,1219.64114,3768.228935,101.3883372,2395.652,14.25394747
Acrobates pygmaeus,Acrobates pygmaeus,Diprotodontia,13,0.0178,0.729138803,76.5,20,0,80,2,1,Ar,1,1,2,0,3212,3,2,148.3983573,31.68653118,99,240,212.91,997.9661,899.99,1200,0.097269058
Addax nasomaculatus,Addax nasomaculatus,Cetartiodactyla,94288.68,5600,201.5,1700,100,0,0,1,1,G,1,1,1,0,10293,1,1,357.2553044,276,198,947.49486,1066.86,2555,0.000258532,2105.239,12.9198842
Aegialomys galapagoensis,Aegialomys galapagoensis,Rodentia,63.51,4.5369415,1.246095809,157.855,80,0,20,2,4,G,1,2,1,0,608.3333335,3.755799375,4.034605,45.12873238,28.34938807,22.7979842,91.78434186,123.6152343,561.9213243,2290,950.048,0.232738927
Aegialomys xanthaeolus,Aegialomys xanthaeolus,Rodentia,79.79,4.6913465,1.289161949,168,80,0,20,2,4,G,4,2,1,0,1050.78025,3.603135,3.9676,52.29364242,28.28639598,23.49013386,98.73026726,133.0875529,585.7778699,1329.955242,1300,0.263862408
Aepeomys lugens,Aepeomys lugens,Rodentia,37,2.55155,0.816609072,120,95,0,5,2,2,G,3,1,1,0,1233.328917,4.01211,3.400725,31.87312909,22.8320977,25.2306197,83.01127162,108.9690509,486.0721031,1220.205114,1600,0.172908687
Aepeomys reigi,Aepeomys reigi,Rodentia,40.6,3.253525,1.039086466,134.1700883,100,0,0,2,2,G,3,1,1,0,1162.3425,3.831815,3.383885,36.25441072,24.39214258,25.37577449,86.40771496,117.3758397,540.1330975,1105.269284,1630,0.181968068
Aepyceros melampus,Aepyceros melampus,Cetartiodactyla,52500,5304.2,173.5666667,1460,100,0,0,1,1,G,2,2,1,0,9344,1,1,364.750171,196.74,167,477.485,730,2674.111667,9.936984183,1700,9.362535602
Aepyprymnus rufescens,Aepyprymnus rufescens,Diprotodontia,2820,23.97824523,12.3,520,100,0,0,1,1,G,2,1,1,0,4675.041665,1.015,3,115.9206022,22.9,162.535,339.205,319.37,1327.5927,40,1277.807,1.874747896
Aeretes melanopterus,Aeretes melanopterus,Rodentia,246.4344257,12.37664667,4.092538818,305,100,0,0,1,3,Ar,1,1,2,0,2355.36325,2.27562,1.66879,187.9902523,45.88569297,66.09109598,341.7973865,385.6244002,1310.335533,281.6149637,1714.663,0.490615904
Aeromys tephromelas,Aeromys tephromelas,Rodentia,1187,54.58943683,10.34,384.93,90,0,10,2,3,Ar,1,1,2,0,4481.653717,1.035,1.612,295.0454819,58.45142411,77.38560871,701.5601638,746.1097832,2055.438166,123.388919,2275.49,1.164806434
Aeromys thomasi,Aeromys thomasi,Rodentia,1430.19,54.75953083,10.20342124,383.25,90,0,10,1,3,Ar,2,1,2,0,4632.666383,1.18252,1.67022,288.0210685,59.08289057,77.94670676,712.5436942,752.6465643,2094.207051,146.9025515,2202.293,1.290542825
Aethalops aequalis,Aethalops aequalis,Chiroptera,13.9,11.8797701,1.0368673,73,100,0,0,1,1,Ar,2,1,2,0,6873.20289,0.995,1.116115,365,152.2,91.15516398,663.4940429,798.9638036,2443.536643,1769.37301,1176.539,NA
Aethalops alecto,Aethalops alecto,Chiroptera,15,36.8956041,6.297733665,73,100,0,0,1,2,Ar,1,1,2,0,4227.874387,0.99,1.541025,283.9901883,148.5604794,108.353645,617.6813203,744.0842594,2138.454493,1489.034999,1700,NA
Aethomys bocagei,Aethomys bocagei,Rodentia,63.85388804,5.525105,1.273171401,184,100,0,0,1,3,G,2,1,1,0,802.5376667,3.3812675,3.22903,42.7761263,26.33746786,27.16412973,98.97845176,129.7402737,559.5967727,926.2142577,1517.337,0.233431202
Aethomys chrysophilus,Aethomys chrysophilus,Rodentia,79.7,4.44,1.25,162.76,100,0,0,1,3,G,3,1,1,0,273.75,3.345,3.18632,42.65136175,25.71594,27.35364,105.39686,138,556.1545324,476.744186,1984.125,0.263698672
Micaelamys granti,Aethomys granti,Rodentia,40,22.203025,1.037689531,146.816675,100,0,0,1,3,G,2,1,1,0,951.764875,3.1138025,3.51651,36.96914368,30.73020849,28.84157695,92.44837002,123.5813392,562.9355438,787.2937899,1481.822,0.180484064
Aethomys hindei,Aethomys hindei,Rodentia,98.495,5.27,1.42,162.76,100,0,0,2,3,G,3,1,1,0,1000.708333,2.9,3.498155,41.33507332,25.71594,26.23966,96.05,121.76594,543.0391999,2191.47,1822.79205,0.296267264
Aethomys ineptus,Aethomys ineptus,Rodentia,80.85,4.44,1.237035177,142,80,0,20,2,3,G,3,1,1,0,273.75,3.345,2.945405,46.85777562,25.71594,27.35364,105.39686,131.1128,548.3332586,960.3796297,1860.041667,0.26578464
Aethomys kaiseri,Aethomys kaiseri,Rodentia,98.495,5.27,1.377206871,162.76,100,0,0,1,3,G,2,1,1,0,1000.708333,2.9,3.286655,41.53883376,25.71594,26.23966,96.05,121.76594,564.4619027,1149.839063,1459.958,0.296267264
Micaelamys namaquensis,Aethomys namaquensis,Rodentia,57.3,2.5,0.89,133.9522358,80,0,20,2,3,G,6,1,1,0,1715.5,3.75,2,44.6091158,21.99,24.3488,108.6492149,125.6946632,544.5811366,2831.666667,1666.06,0.219933258
Aethomys nyikae,Aethomys nyikae,Rodentia,77.015,5.617485,1.290573318,184,100,0,0,1,3,G,1,1,1,0,729.370375,3.56,3.24978,43.11010754,26.46642949,27.22464757,101.131215,131.088275,569.8530524,937.9177687,1435.705,0.258774984
Aethomys silindensis,Aethomys silindensis,Rodentia,82.76,5.744695,1.347839217,184,100,0,0,1,3,G,2,1,1,0,726.2830833,3.3365025,3.14589,44.14700734,26.54648449,27.25709947,100.6907676,129.9861886,565.6224826,916.6488887,1468.153,0.269219882
Aethomys stannarius,Aethomys stannarius,Rodentia,82.9,5.59466,1.336377741,174.368395,100,0,0,1,3,G,3,1,1,0,759.8083333,3.467085,3.11267,44.08232165,26.41373194,27.02125646,100.9558321,131.3956426,538.6064596,859.253247,1988.98,0.26947027
Aethomys thomasi,Aethomys thomasi,Rodentia,98.495,5.27,1.361573203,162.76,100,0,0,1,3,G,1,1,1,0,1000.708333,2.9,3.391895,40.94727893,25.71594,26.23966,96.05,121.76594,566.6746596,975.2232797,1516.845,0.296267264
Not recognised,Agalmaceros blicki,Cetartiodactyla,60000,3551.159338,152.9733468,1610.3769,100,0,0,1,1,G,3,2,1,0,6621.028622,1.0309475,1.021045,346.8630326,221.4750747,154.8543059,454.3841372,605.2545027,2411.488988,4.348672435,2292.477,10.56546243
Ailuropoda melanoleuca,Ailuropoda melanoleuca,Carnivora,117500,109.29,242.7272381,1422.99,90,10,0,1,1,G,1,2,1,0,13432,1.54,0.7,592.968857,131.17916,182,2351.48536,2504.515,5246.699417,0.18,2900,14.58232227
Ailurops melanotis,Ailurops melanotis,Diprotodontia,7000,12.41957713,16.94722556,564,100,0,0,1,1,Ar,1,1,2,0,2156.541667,1.5,1.5,244.3431006,19.98098228,243.52,507.6217248,551.7290665,1757.069062,309.5654843,1075.122,3.091076741
Ailurops ursinus,Ailurops ursinus,Diprotodontia,7000,20.74356648,17.68406375,564,100,0,0,1,1,Ar,2,3,2,0,2156.541667,1.5,1.5,249.286,21.68346348,243.52,552.1377845,590.2658544,1826.13381,340.6602106,600,3.091076741
Ailurus fulgens,Ailurus fulgens,Carnivora,4747.54,102.02,42.49145455,608.66,80,10,10,1,1,G,1,2,1,0,6935,2,1,364.750171,123.4374,136.935,571.90318,760.41,3650,17.49871229,2300,2.496684202
Akodon aerosus,Akodon aerosus,Rodentia,54.995,3.517355,0.977024901,140,20,0,80,2,2,G,3,2,1,0,1113.097917,5,3.6,34.80187307,24.44392094,23.34872998,82.1772,110.1043433,527.0928144,2372.844503,1200,0.215022362
Akodon affinis,Akodon affinis,Rodentia,24.89,6.374745,0.796169836,140,20,0,80,2,2,G,1,2,1,0,1113.484208,3.77555,3.378835,30.85270301,26.12525834,23.37012464,81.68178342,112.3752493,483.7446815,1804.560131,1700,0.139033533
Akodon albiventer,Akodon albiventer,Rodentia,28.475,3.961086,1.091894218,140,20,0,80,3,2,G,2,2,1,0,1234.937958,3.688205,3.365165,38.25004133,25.54551155,23.54298555,79.95086642,115.6266302,548.8375532,1307.918349,2150,1.136581508
Akodon caenosus,Akodon aliquantulus,Rodentia,26.725,8.705758,1.039032894,140,0,0,100,3,1,G,1,2,1,0,1279.534875,4.18,3.21884,39.06114827,31.34645619,23.79890667,95.0986946,122.8212633,568.8348938,1370.054386,1153.841,1.101800681
Akodon azarae,Akodon azarae,Rodentia,24,2.2,0.817990338,140,20,0,80,2,2,G,2,2,1,0,304.1666665,4.32,1.125,142.7696026,23.52222,14.67682,63.80588,87.3281,524.5020367,7679.65,2337.33615,0.136276838
Akodon boliviensis,Akodon boliviensis,Rodentia,26.725,2.500405,0.787229035,140,20,0,80,2,2,G,2,2,1,0,1096.937542,4.18,3.32241,30.21888715,22.94632667,23.2708783,71.69052318,102.6654016,466.9190574,1827.144956,2500,0.144580795
Akodon budini,Akodon budini,Rodentia,26.9,6.45201,0.83053504,140,20,0,80,2,2,G,1,2,1,0,1107.483,3.706916667,3.36301,30.80947762,26.2573711,23.38087046,81.5633091,111.6271588,484.4712042,1572.302512,1700,0.145100737
Akodon cursor,Akodon cursor,Rodentia,39.77,4.7099978,1.19423963,140,20,0,80,2,2,G,1,2,1,0,1324.9135,3,3.308915,39.90319903,28.01603792,22.7822077,81.43779186,117.5330616,632.510674,442.88,800,0.179912542
Akodon dayi,Akodon dayi,Rodentia,37.3,4.3468428,1.072178193,140,20,0,80,2,2,G,1,2,1,0,1260.576167,3,3.393395,36.97733805,27.28677932,22.78385177,74.5937013,109.2329864,573.8173816,1168.078435,2450,0.173678365
Akodon dolores,Akodon dolores,Rodentia,42.5,2.97,0.864342086,140,20,0,80,2,2,G,1,2,1,0,1135.515,3.445,3.42056,32.21415051,23.64043462,23.61220797,74.68240324,103.6384442,510.6286665,1495.646489,2023.847533,0.186603496
Akodon fumeus,Akodon fumeus,Rodentia,26.54,3.99238,1.153411004,140,20,0,80,2,2,G,3,2,1,0,1242.84325,3.49395,3.282105,38.22733688,25.6472782,23.13205826,77.04766438,114.144832,578.7747826,1305.52247,2500,0.144029473
Akodon iniscatus,Akodon iniscatus,Rodentia,28.7,3.973895,1.178720365,140,20,0,80,2,2,G,4,2,1,0,1274.135917,3.475595,3.33115,37.11474393,25.72963464,22.95907599,75.28087706,113.8399577,576.3916439,1224.775416,2158.609,0.150362975
Akodon juninensis,Akodon juninensis,Rodentia,38.99,4.253315,1.108635639,137.260915,20,0,80,2,2,G,2,2,1,0,1306.581375,3.1505825,3.317535,38.41241512,27.00599611,23.03312767,78.2784152,115.2812974,595.4071585,1020.461978,1839.818238,0.177963175
Akodon kofordi,Akodon kofordi,Rodentia,29.49,3.62595,1.112572569,140,20,0,80,2,2,G,3,2,1,0,1128.114625,3.88182,3.341265,36.67024338,25.01046765,23.5571044,76.94453094,109.2633986,536.6699929,1434.934945,1900,0.152625462
Akodon spegazzinii,Akodon leucolimnaeus,Rodentia,33.075,4.430895,0.803352786,129.7475,20,0,80,2,2,G,2,2,1,0,1130.128208,3.59,3.64033,31.01428236,24.03032477,22.47783323,66.12652996,101.2374365,470.3882133,2716.989376,3200,0.162566398
Akodon lindberghi,Akodon lindberghi,Rodentia,26.4,2.298835,0.691212567,102.2260917,20,0,80,2,2,G,1,2,1,0,1177.170625,3.880508333,3.19068,30.94179698,23.35014409,24.21524336,85.31523728,111.9245429,491.8451362,1516.826634,1444.923571,0.143611105
Akodon lutescens,Akodon lutescens,Rodentia,20.69,3.77738,0.58739859,118.5,20,0,80,2,2,G,4,2,1,0,1174.636917,3.869789375,3.810925,29.72653937,23.20354872,21.95995376,65.41503206,98.02213623,455.1942941,2860.309118,3230,0.125595516
Akodon mimus,Akodon mimus,Rodentia,23.99,2.12012,0.605812336,92,20,0,80,2,2,G,2,2,1,0,1135.3325,4.033721667,3.23879,29.08361472,22.95791796,24.17664766,85.2710754,110.6210904,464.76769,1635.21576,1700,0.136245605
Akodon molinae,Akodon molinae,Rodentia,35.15,2.97,0.827985718,140,20,0,80,2,2,G,3,2,1,0,1010.024958,3.77,3.9,29.97946626,23.21786,26.23966,28.07,91.25,419.5205933,3296.86486,2086.33305,0.168098871
Akodon mollis,Akodon mollis,Rodentia,30.39,6.076175,1.224681761,140,20,0,80,2,2,G,3,2,1,0,992.2099167,4.0129375,2.83481,41.54407014,25.78109706,23.88336273,126.529689,151.2096675,544.2333255,1597.273008,4900,0.155169996
Akodon montensis,Akodon montensis,Rodentia,39.7,3.9210478,1.035956549,107.5,21,0,79,2,2,G,2,2,1,0,1279.273292,3,3.31789,38.00283566,26.78664575,23.05798632,79.3827583,115.4605958,578.4419587,996.5721009,1830.537571,0.179738306
Akodon mystax,Akodon mystax,Rodentia,28.3,3.6452,1.173830001,117.985,20,0,80,2,2,G,2,2,1,0,1197.428125,3.647681667,3.135725,38.7972765,25.400024,23.73502163,86.23580271,121.7051245,569.5116425,1331.602276,1100,0.149206727
Akodon dolores,Akodon neocenus,Rodentia,42.5,2.97,0.864287884,140,20,0,80,2,2,G,1,2,1,0,1135.502833,3.445,3.423995,32.24264599,23.62926005,23.60793766,75.10348898,104.0658614,511.0999489,1494.565641,1990.362533,0.186603496
Akodon spegazzinii,Akodon oenos,Rodentia,33.075,4.430565,0.803616486,129.7475,20,0,80,2,2,G,2,2,1,0,1130.143417,3.59,3.63125,31.10162254,24.04052727,22.52561082,66.9985686,101.5105695,472.6029026,2674.068543,3200,0.162566398
Akodon orophilus,Akodon orophilus,Rodentia,34.69,3.88237,1.071733092,140,20,0,80,2,2,G,4,2,1,0,1263.480958,3.5011525,3.406765,36.4589631,25.68630071,23.34158783,77.58006368,114.0445751,571.7794154,1158.954009,1900,0.166885356
Akodon paranaensis,Akodon paranaensis,Rodentia,28.3,3.807285,1.196143045,117.985,21,0,79,2,2,G,1,2,1,0,1268.426708,3.4568975,3.17387,40.49682742,25.62139665,23.6247967,86.62179811,121.8293169,602.8467888,1169.975304,900,0.149206727
Akodon pervalens,Akodon pervalens,Rodentia,38.99,4.5142928,1.132765733,140,20,0,80,2,2,G,2,2,1,0,1343.771833,3,3.256815,39.05826276,27.66755115,23.37204307,82.75703964,118.6115625,630.0871408,1086.104254,1200,0.177963175
