iucn2020_binomial,phylacine_binomial,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Abditomys latidens,Abditomys latidens,Rodentia,268.09,13.4436266666667,2.88101633920228,228,100,0,0,1,1,Ar,1,1,2,0,762.439374973716,2.38457833333334,3.7987,47.2718612696601,33.5108292422221,26.82929112,121.289634339999,165.360947003333,620.447767416889,1909.80618706073,927.851650000513,0.513878210811532
Abeomelomys sevia,Abeomelomys sevia,Rodentia,57.89,8.02306463333328,1.49,158.645,78,3,19,2,3,G,2,1,2,0,1281.2841374958,1,2.092545,101.067229743421,36.91671869,36.66774184,194.29839644,219.8657744067,775.743402553072,1060.80311021575,1700,0.221175907316228
Abrawayaomys ruschii,Abrawayaomys ruschii,Rodentia,62.99,3.91160000000008,1.0806673110776,152.564415,88,1,11,2,2,G,1,1,1,0,1352.75995834842,4.17626062500001,3.00153,31.6092248376274,22.7983688775,25.22042847,79.0011276400003,106.28913947,507.877657875784,611.424917751088,1790.255,0.231688911850838
Abrocoma bennettii,Abrocoma bennettii,Rodentia,265.5,25.0063380000001,4.05879393972148,250,100,0,0,1,1,G,2,1,2,0,851.666666545,3,2,104.487605039091,94.1794666300001,38.8435003400002,224.875546073998,300.5114777492,946.253143749856,102.5,4000,0.511141748489352
Abrocoma boliviensis,Abrocoma boliviensis,Rodentia,158,11.6433266666667,2.99314286689778,196.20333875,100,0,0,1,1,G,2,1,1,0,1132.150916691,2.65612666666665,2.202345,98.4734008875707,93.7468845200005,32.7228241000001,224.271499779997,309.4037096175,834.280648949928,1611.58298059138,470,0.384208760434759
Abrocoma budini,Abrocoma budini,Rodentia,221.82,12.755,3.23042110798456,201,100,0,0,1,1,G,2,1,1,0,395.416666545,1.995,1.8768,120.679701870446,112.26904,38.6000379500001,276.927301779998,344.995083920001,1005.9177684834,1595.6365653484,0,0.463026930148831
Abrocoma cinerea,Abrocoma cinerea,Rodentia,221.82,12.755,3.2209510429626,201,100,0,0,1,1,G,2,1,2,0,395.416666545,1.995,1.95287,114.476030194871,112.26904,38.6788558000001,233.232493541998,319.911809515001,1003.03672095039,815.344420796603,1300,0.463026930148831
Abrocoma famatina,Abrocoma famatina,Rodentia,221.82,12.755,3.27553435745982,201,100,0,0,1,1,G,2,1,2,0,395.416666545,1.995,1.947195,112.612046895106,112.26904,38.8677019400001,236.217575667997,321.769106795001,1001.09224425006,796.742650796603,1435.775,0.463026930148831
Abrocoma shistacea,Abrocoma shistacea,Rodentia,221.82,12.755,3.26051678569708,201,100,0,0,1,1,G,2,1,2,0,395.416666545,1.995,1.9639,112.317183862116,112.26904,38.5314520800001,230.101500621998,316.034673555001,998.425415100073,674.988686930054,1800,0.463026930148831
Abrocoma uspallata,Abrocoma uspallata,Rodentia,164.2793,11.8436733333334,2.92006340387347,196.276625,100,0,0,1,1,G,3,1,1,0,1332.94350002701,2.58772999999999,2.091065,102.735901367991,95.9159334900005,32.5269726900001,242.087115567997,319.578336880001,841.501667149943,1980.57369393878,300,0.392533231193529
