order,family,genus,species,iucn2020_binomial,phylacine_binomial,adult_mass_g,brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,female_maturity_d,male_maturity_d,age_first_reproduction_d,gestation_length_d,teat_number,litter_size_n,litters_per_year,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_size,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_fish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,dissected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n
Rodentia,Muridae,Meriones,shawi,Meriones shawi,Meriones shawi,Amniotes,imputed,imputed,NA,Amniotes,PanTHERIA,Amniotes,AnAge,PanTHERIA,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Muridae,Meriones,tamariscinus,Meriones tamariscinus,Meriones tamariscinus,Pacifici et al. (2013),imputed,imputed,NA,Amniotes,NA,imputed,NA,imputed,imputed,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Muridae,Meriones,tristrami,Meriones tristrami,Meriones tristrami,Amniotes,imputed,imputed,NA,Amniotes,female maturity (Amniotes),Amniotes,NA,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Muridae,Meriones,unguiculatus,Meriones unguiculatus,Meriones unguiculatus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,TetraDENSITY,Buckley et al. (2018),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Muridae,Meriones,vinogradovi,Meriones vinogradovi,Meriones vinogradovi,Amniotes,imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,imputed,imputed,Amniotes,imputed,NA,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Muridae,Meriones,zarudnyi,Meriones zarudnyi,Meriones zarudnyi,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,Amniotes,Amniotes,Amniotes,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Eulipotyphla,Erinaceidae,Mesechinus,dauuricus,Mesechinus dauuricus,Mesechinus dauuricus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Eulipotyphla,Erinaceidae,Mesechinus,hughi,Mesechinus hughi,Mesechinus hughi,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Muridae,Mesembriomys,gouldii,Mesembriomys gouldii,Mesembriomys gouldii,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,NA,Pacifici et al. (2013),Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,NA,Heldstab et al. (2018),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Muridae,Mesembriomys,macrurus,Mesembriomys macrurus,Mesembriomys macrurus,Amniotes,imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,Amniotes,PanTHERIA,Amniotes,imputed,imputed,NA,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Capromyidae,Mesocapromys,angelcabrerai,Mesocapromys angelcabrerai,Mesocapromys angelcabrerai,Pacifici et al. (2013),imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Capromyidae,Mesocapromys,auritus,Mesocapromys auritus,Mesocapromys auritus,Pacifici et al. (2013),imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Capromyidae,Mesocapromys,nanus,Mesocapromys nanus,Mesocapromys nanus,Pacifici et al. (2013),imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,PanTHERIA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,IUCN,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Capromyidae,Mesocapromys,sanfelipensis,Mesocapromys sanfelipensis,Mesocapromys sanfelipensis,Pacifici et al. (2013),imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Cricetidae,Mesocricetus,auratus,Mesocricetus auratus,Mesocricetus auratus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,NA,Turbill et al. (2011),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Cricetidae,Mesocricetus,brandti,Mesocricetus brandti,Mesocricetus brandti,Amniotes,imputed,Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,Pacifici et al. (2013),Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,Pacifici et al. (2013),calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Cricetidae,Mesocricetus,newtoni,Mesocricetus newtoni,Mesocricetus newtoni,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,Botero et al. (2013),imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Cricetidae,Mesocricetus,raddei,Mesocricetus raddei,Mesocricetus raddei,Amniotes,imputed,Amniotes,NA,Amniotes,mean of female and male (Amniotes),Amniotes,Amniotes,calculated,Amniotes,NA,Amniotes,Amniotes,imputed,Amniotes,Amniotes,Amniotes,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Echimyidae,Mesomys,hispidus,Mesomys hispidus,Mesomys hispidus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),PanTHERIA,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Echimyidae,Mesomys,leniceps,Mesomys leniceps,Mesomys leniceps,Amniotes,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,IUCN,calculated,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Echimyidae,Mesomys,occultus,Mesomys occultus,Mesomys occultus,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Rodentia,Echimyidae,Mesomys,stimulax,Mesomys stimulax,Mesomys stimulax,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,Botero et al. (2013),PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Chiroptera,Phyllostomidae,Mesophylla,macconnelli,Mesophylla macconnelli,Mesophylla macconnelli,Amniotes,Tsuboi et al. (2018),Amniotes,PanTHERIA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,PanTHERIA,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,bidens,Mesoplodon bidens,Mesoplodon bidens,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,imputed,imputed,NA,Amniotes,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,bowdoini,Mesoplodon bowdoini,Mesoplodon bowdoini,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,imputed,imputed,Amniotes,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,carlhubbsi,Mesoplodon carlhubbsi,Mesoplodon carlhubbsi,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,densirostris,Mesoplodon densirostris,Mesoplodon densirostris,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,PanTHERIA,Amniotes,Amniotes,imputed,imputed,NA,Amniotes,imputed,imputed,Amniotes,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,europaeus,Mesoplodon europaeus,Mesoplodon europaeus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,ginkgodens,Mesoplodon ginkgodens,Mesoplodon ginkgodens,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,PHYLACINE,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,PHYLACINE,NA,NA,NA,NA
Cetartiodactyla,Ziphiidae,Mesoplodon,grayi,Mesoplodon grayi,Mesoplodon grayi,Amniotes,imputed,undefined sex head body length (Amniotes),NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,PanTHERIA,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,hectori,Mesoplodon hectori,Mesoplodon hectori,Amniotes,imputed,Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,hotaula,Mesoplodon hotaula,Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,imputed,split from Mesoplodon ginkgodens,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,split from Mesoplodon ginkgodens,imputed,split from Mesoplodon ginkgodens,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,NA,NA,NA,IUCN,NA
Cetartiodactyla,Ziphiidae,Mesoplodon,layardii,Mesoplodon layardii,Mesoplodon layardii,Amniotes,imputed,undefined sex head body length (Amniotes),NA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,mirus,Mesoplodon mirus,Mesoplodon mirus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,Amniotes,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,perrini,Mesoplodon perrini,Mesoplodon perrini,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,NA,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,peruvianus,Mesoplodon peruvianus,Mesoplodon peruvianus,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Cetartiodactyla,Ziphiidae,Mesoplodon,stejnegeri,Mesoplodon stejnegeri,Mesoplodon stejnegeri,Amniotes,imputed,Amniotes,NA,imputed,NA,imputed,NA,imputed,Amniotes,NA,Amniotes,imputed,imputed,Amniotes,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,NA
Cetartiodactyla,Ziphiidae,Mesoplodon,traversii,Mesoplodon traversii,Mesoplodon traversii,PHYLACINE,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,imputed,NA,marine,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,imputed,EltonTraits,imputed,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Metachirus nudicaudatus,Metachirus nudicaudatus,Amniotes,Tsuboi et al. (2018),Amniotes,NA,Amniotes,NA,imputed,NA,imputed,imputed,PanTHERIA,Amniotes,Amniotes,Amniotes,NA,imputed,NA,imputed,calculated,TetraDENSITY,Heldstab et al. (2018),PanTHERIA,NA,PanTHERIA,PHYLACINE,PHYLACINE,PHYLACINE,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,EltonTraits,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,IUCN,NA,NA,Botero et al. (2013),PHYLACINE,Botero et al. (2013),Botero et al. (2013),IUCN,calculated
Rodentia,Muridae,Micaelamys,granti,Micaelamys granti,Aethomys granti,Amniotes,imputed,imputed,NA,imputed,NA,imputed,NA,imputed,imputed,NA,imputed,imputed,imputed,NA,imputed,NA,imputed,calculated,NA,imputed,imputed,NA,NA,PHYLACINE,PHYLACINE,PHYLACINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imputed,MammalDIET2,EltonTraits,EltonTraits,IUCN,IUCN,IUCN,IUCN,NA,NA,NA,NA,PHYLACINE,NA,NA,IUCN,calculated
