"","taxonid","scientific_name","kingdom","phylum","class","order","family","genus","main_common_name","authority","published_year","assessment_date","category","criteria","population_trend","marine_system","freshwater_system","terrestrial_system","assessor","reviewer","aoo_km2","eoo_km2","elevation_upper","elevation_lower","depth_upper","depth_lower","errata_flag","errata_reason","amended_flag","amended_reason","iucn2020_binomial"
"63",2983,"Brachyphylla nana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Brachyphylla","Cuban Fruit-eating Bat","Miller, 1902",2019,"2016-07-08","LC",NA,"Stable",FALSE,FALSE,TRUE,"Davalos, L. & Mancina, C.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brachyphylla nana"
"64",3859,"Cardioderma cor","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MEGADERMATIDAE","Cardioderma","Heart-nosed Bat","(Peters, 1872)",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Bergmans, W., Mickleburgh, S. & Hutson, A.M.","Piraccini, R.",NA,"3408317",940,0,NA,NA,NA,NA,NA,NA,"Cardioderma cor"
"65",88110352,"Carollia benkeithi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia",NA,"Solari &amp; Baker, 2006",2019,"2016-07-11","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1000,200,NA,NA,NA,NA,NA,NA,"Carollia benkeithi"
"66",3903,"Carollia brevicauda","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Silky Short-tailed Bat","(Schinz, 1821)",2016,"2016-07-05","LC",NA,"Stable",FALSE,FALSE,TRUE,"Sampaio, E., Lim, B. & Peters, S.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carollia brevicauda"
"67",88110411,"Carollia castanea","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Chestnut Short-tailed Bat","H. Allen, 1890",2016,"2016-03-14","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1100,50,NA,NA,NA,NA,NA,NA,"Carollia castanea"
"68",136782,"Carollia manu","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Manu Short-tailed Bat","Pacheco, Solari &amp; Velazco, 2004",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Velazco, P. & Aguirre, L.","Solari, S.",NA,NA,2250,1300,NA,NA,NA,NA,NA,NA,"Carollia manu"
"69",88110257,"Carollia monohernandezi","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia",NA,"Muñoz, Cuartas-Calle &amp; Gonzalez, 2004",2019,"2019-02-08","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,"Carollia monohernandezi"
"70",3905,"Carollia perspicillata","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Seba's Short-tailed Bat","(Linnaeus, 1758)",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Barquez, R., Perez, S., Miller, B. & Diaz, M.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carollia perspicillata"
"71",136268,"Carollia sowelli","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Sowell’s Short-tailed Bat","Baker, Solari &amp; Hoffmann, 2002",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carollia sowelli"
"72",3906,"Carollia subrufa","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","Gray Short-tailed Bat","(Hahn, 1905)",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,"Carollia subrufa"
"73",3999,"Casinycteris argynnis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Casinycteris","Short-palated Fruit Bat","Thomas, 1910",2016,"2014-02-11","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Webala, P., Kityo, R. & Nalikka, B.","Mildenstein, T.",NA,NA,NA,NA,NA,NA,TRUE,"The name of the 3rd Assessor was incorrectly entered as ""Betty, N."" instead of ""Nalikka, B.""; this is fixed in this corrected version.",NA,NA,"Casinycteris argynnis"
"74",84455300,"Casinycteris campomaanensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Casinycteris","Campo-Ma’an Fruit Bat","Hassanin, 2014",2017,"2016-06-16","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Hassanin, A.","Piraccini, R.",NA,NA,NA,0,NA,NA,TRUE,"This errata version of the 2016 assessment was created to add the Taxonomic Note text and to merge <em>Scotonycteris ophiodon</em> as a synonym.",NA,NA,"Casinycteris campomaanensis"
"75",136350,"Centronycteris centralis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Centronycteris","Thomas's Shaggy Bat","Thomas, 1912",2015,"2015-07-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Arroyo-Cabrales, J., Miller, B., Reid, F., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Centronycteris centralis"
"76",4112,"Centronycteris maximiliani","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Centronycteris","Shaggy Bat","(Fischer, 1829)",2016,"2016-07-01","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Sampaio, E., Lim, B. & Peters, S.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centronycteris maximiliani"
"77",4133,"Centurio senex","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Centurio","Wrinkle-faced Bat","Gray, 1842",2016,"2016-07-02","LC",NA,"Stable",FALSE,FALSE,TRUE,"Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,"Centurio senex"
"78",4305,"Chaerephon aloysiisabaudiae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Duke of Abruzzi's Wrinkle-lipped Bat","(Festa, 1907)",2017,"2016-08-31","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Monadjem, A., Fahr, J., Hutson, A.M., Mickleburgh, S. & Bergmans, W.","Piraccini, R.",NA,"2574212",NA,0,NA,NA,NA,NA,NA,NA,"Chaerephon aloysiisabaudiae"
"79",4306,"Chaerephon ansorgei","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Ansorge's Wrinkle-lipped Bat","(Thomas, 1913)",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Monadjem, A., Cotterill, F.P.D., Hutson, A.M., Mickleburgh, S. & Bergmans, W.","Piraccini, R.",NA,"11588528",2000,400,NA,NA,NA,NA,NA,NA,"Chaerephon ansorgei"
"80",67360705,"Chaerephon atsinanana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Madagascar free-tailed bat","Goodman, Buccas, Naidoo, Ratrimomanarivo, Taylor &amp; Lamb, 2010",2017,"2016-05-02","LC",NA,"Increasing",FALSE,FALSE,TRUE,"Goodman, S.","Monadjem, A.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,"Chaerephon atsinanana"
"81",4307,"Chaerephon bemmeleni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Gland-tailed Wrinkle-lipped Bat","(Jentink, 1879)",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Fahr, J., Bergmans, W., Mickleburgh, S., Hutson, A.M. & Cotterill, F.P.D.","Piraccini, R.",NA,"4360400",1700,NA,NA,NA,NA,NA,NA,NA,"Chaerephon bemmeleni"
"82",4308,"Chaerephon bivittatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Spotted Wrinkle-lipped Bat","(Heuglin, 1861)",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Monadjem, A., Cotterill, F.P.D., Hutson, A.M., Mickleburgh, S. & Bergmans, W.","Piraccini, R.",NA,"3696055",NA,0,NA,NA,NA,NA,NA,NA,"Chaerephon bivittatus"
"83",4309,"Chaerephon bregullae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Fijian Free-tailed Bat","(Felten, 1964)",2019,"2018-08-30","EN","B2ab(iii)","Decreasing",FALSE,FALSE,TRUE,"Waldien, D.L., Scanlon, A., Thompson, B.L., Sherwin, R.E., Naikatini, A. & Tikoca, S.","Armstrong, K.N.","400-500",NA,NA,NA,NA,NA,TRUE,"Correction of reviewer initials.",NA,NA,"Chaerephon bregullae"
"84",4310,"Chaerephon chapini","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Long-crested Free-tailed Bat","J.A. Allen, 1917",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Cotterill, F.P.D., Hutson, A.M., Mickleburgh, S. & Bergmans, W.","Piraccini, R.",NA,"10023592",NA,0,NA,NA,NA,NA,NA,NA,"Chaerephon chapini"
"85",4311,"Chaerephon gallagheri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Gallagher's Wrinkle-lipped Bat","(Harrison, 1975)",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Mickleburgh, S., Hutson, A.M., Bergmans, W. & Cotterill, F.P.D.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaerephon gallagheri"
"86",4312,"Chaerephon jobensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Greater Northern Free-tailed Bat","(Miller, 1902)",2021,"2016-03-16","LC",NA,"Stable",FALSE,FALSE,TRUE,"Armstrong, K.N.","Lumsden, L.F.",NA,NA,1400,0,NA,NA,NA,NA,TRUE,"Correction of assessor initials.","Chaerephon jobensis"
"87",136393,"Chaerephon jobimena","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Black And Red Free-tailed Bat","Goodman &amp; Cardiff, 2004",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Razafimanahaka, J., Ranivo, J., Kofoky, A., Hutson, A.M., Cardiff, S.G., Andriafidison, D., Goodman, S., Jenkins, R.K.B., Racey, P.A. & Ratrimomanarivo, F.H.","Piraccini, R.",NA,"324724",870,50,NA,NA,NA,NA,NA,NA,"Chaerephon jobimena"
"88",4313,"Chaerephon johorensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Northern Free-tailed Bat","(Dobson, 1873)",2020,"2018-09-10","VU","A4c","Decreasing",FALSE,FALSE,TRUE,"Senawi, J., Csorba, G. & Kingston, T.","Khan, F.A.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaerephon johorensis"
"89",4314,"Chaerephon major","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Large Wrinkle-lipped Bat","(Trouessart, 1897)",2017,"2016-08-31","LC",NA,"Stable",FALSE,FALSE,TRUE,"Monadjem, A., Cotterill, F.P.D., Hutson, A.M., Mickleburgh, S. & Bergmans, W.","Piraccini, R.",NA,"9936718",NA,0,NA,NA,NA,NA,NA,NA,"Chaerephon major"
"90",4315,"Chaerephon nigeriae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Nigerian Free-tailed Bat","Thomas, 1913",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Bergmans, W., Hutson, A.M., Cotterill, F.P.D. & Mickleburgh, S.","Piraccini, R.",NA,"14673986",1000,0,NA,NA,NA,NA,NA,NA,"Chaerephon nigeriae"
"91",4316,"Chaerephon plicatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Wrinkle-lipped Free-tailed Bat","(Buchanan, 1800)",2020,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Csorba, G., Bumrungsri, S., Francis, C., Bates, P., Ong, P., Gumal, M., Kingston, T., Heaney, L., Balete, D.S., Molur, S. & Srinivasulu, C.","Waldien, D.L.",NA,NA,950,0,NA,NA,NA,NA,NA,NA,"Chaerephon plicatus"
"92",67362271,"Chaerephon pumilus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Little Free-tailed Bat","(Cretzschmar, 1830-1831)",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Mickleburgh, S., Hutson, A.M., Racey, P.A., Ravino, J., Bergmans, W., Cotterill, F.P.D. & Gerlach, J.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaerephon pumilus"
"93",4319,"Chaerephon russatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Russet Wrinkle-lipped Bat","J.A. Allen, 1917",2019,"2018-08-31","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Mickleburgh, S., Hutson, A.M., Bergmans, W., Fahr, J. & Cotterill, F.P.D.","Monadjem, A., Cooper-Bohannon, R. & African Bat Re-Assessment Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaerephon russatus"
"94",4320,"Chaerephon solomonis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","Solomons Free-tailed Bat","(Troughton, 1931)",2020,"2019-07-28","EN","B2ab(ii,iii,v)","Decreasing",FALSE,FALSE,TRUE,"Pennay, M. & Leary, T.","Waldien, D.L.","10-12","18257",NA,0,NA,NA,NA,NA,NA,NA,"Chaerephon solomonis"
"95",4321,"Chaerephon tomensis","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Chaerephon","São Tomé Free-tailed Bat","(Juste &amp; Ibáñez, 1993)",2019,"2016-08-31","EN","B1ab(iii)","Decreasing",FALSE,FALSE,TRUE,"Monadjem, A., Mickleburgh, S., Hutson, A.M., Bergmans, W. & Juste, J.","Waldien, D.L.","933","933",NA,NA,NA,NA,NA,NA,NA,NA,"Chaerephon tomensis"
"96",4414,"Chalinolobus dwyeri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","Large-eared Pied Bat","Ryan, 1966",2020,"2020-07-14","VU","A2c; B2ab(ii,iii,v)","Decreasing",FALSE,FALSE,TRUE,"Pennay, M.","Waldien, D.L.","1508","609747",1500,0,NA,NA,NA,NA,NA,NA,"Chalinolobus dwyeri"
"97",4417,"Chalinolobus gouldii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","Gould's Wattled Bat","(Gray, 1841)",2021,"2019-06-30","LC",NA,"Stable",FALSE,FALSE,TRUE,"Lumsden, L.F., Reardon, T.B. & Armstrong, K.N.","Pennay, M. & Waldien, D.L.",NA,NA,1500,0,NA,NA,NA,NA,TRUE,"Correction of assessor initials.","Chalinolobus gouldii"
"98",4419,"Chalinolobus morio","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","Chocolate Wattled Bat","(Gray, 1841)",2021,"2019-07-15","LC",NA,"Stable",FALSE,FALSE,TRUE,"Lumsden, L.F., Reardon, T.B. & Armstrong, K.N.","Hanrahan, N.M. & Pennay, M.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Correction of assessor initials.","Chalinolobus morio"
"99",4420,"Chalinolobus neocaledonicus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","New Caledonia Wattled Bat","Revilliod, 1914",2020,"2019-07-04","EN","C2a(ii)","Decreasing",FALSE,FALSE,TRUE,"Brescia, F.","Waldien, D.L.",NA,"20890",NA,0,NA,NA,NA,NA,NA,NA,"Chalinolobus neocaledonicus"
"100",4421,"Chalinolobus nigrogriseus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","Hoary Wattled Bat","(Gould, 1856)",2020,"2019-08-23","LC",NA,"Stable",FALSE,FALSE,TRUE,"Hutson, A.M., Schlitter, D., Csorba, G., Thomson, B. & McKenzie, N.","Ford, G. & Waldien, D.L.",NA,NA,300,0,NA,NA,NA,NA,NA,NA,"Chalinolobus nigrogriseus"
"101",4422,"Chalinolobus picatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","Little Pied Bat","(Gould, 1852)",2020,"2019-07-29","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Pennay, M.","Leary, T. & Waldien, D.L.",NA,"1184898",400,40,NA,NA,NA,NA,NA,NA,"Chalinolobus picatus"
"102",4425,"Chalinolobus tuberculatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Chalinolobus","New Zealand Long-tailed Bat","(Forster, 1844)",2021,"2020-10-15","CR","A2ace","Decreasing",FALSE,FALSE,TRUE,"O'Donnell, C.","Pryde, M., Borkin, K. & Waldien, D.L.",NA,NA,1200,0,NA,NA,NA,NA,NA,NA,"Chalinolobus tuberculatus"
"103",4600,"Cheiromeles parvidens","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Cheiromeles","Lesser Naked Bat","Miller &amp; Hollister, 1921",2019,"2018-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Alviola, P.A., Duya, M.R., Alvarez, J., Fidelino, J., Gatan-Balbas, M., Pedregosa, M., Veluz, M.J., Jakosalem, P.G. & Tanalgo, K.","Sedlock, J.",NA,NA,200,0,NA,NA,NA,NA,NA,NA,"Cheiromeles parvidens"
"104",4601,"Cheiromeles torquatus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Cheiromeles","Greater Naked Bat","Horsfield, 1824",2019,"2018-08-28","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Senawi, J., Csorba, G., Bumrungsri, S., Francis, C., Bates, P.J.J., Gumal, M. & Kingston, T.","Khan, F.A.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheiromeles torquatus"
"105",88088745,"Chilonatalus macer","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","NATALIDAE","Chilonatalus",NA,"Miller, 1914",2019,"2016-07-09","DD",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,230,0,NA,NA,NA,NA,NA,NA,"Chilonatalus macer"
"106",88088852,"Chilonatalus micropus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","NATALIDAE","Chilonatalus","Cuban Lesser Funnel-eared Bat","(Dobson, 1880)",2018,"2018-01-29","VU","A2c","Decreasing",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,400,0,NA,NA,NA,NA,NA,NA,"Chilonatalus micropus"
"107",14361,"Chilonatalus tumidifrons","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","NATALIDAE","Chilonatalus","Bahamian Lesser Funnel-eared Bat","Miller, 1903",2018,"2018-02-01","NT",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chilonatalus tumidifrons"
"108",4664,"Chiroderma doriae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Chiroderma","Brazilian Big-eyed Bat","Thomas, 1891",2015,"2015-07-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Tavares, V. & Aguirre, L.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiroderma doriae"
"109",4665,"Chiroderma improvisum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Chiroderma","Guadeloupean Big-eyed Bat","Baker &amp; Genoways, 1976",2016,"2015-12-18","EN","B1ab(i,ii,iii)","Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.","1000","4906",NA,NA,NA,NA,NA,NA,NA,NA,"Chiroderma improvisum"
"110",4666,"Chiroderma salvini","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Chiroderma","Salvin's Big-eyed Bat","Dobson, 1878",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Aguirre, L., Mantilla, H., Miller, B. & Dávalos, L.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiroderma salvini"
"111",4667,"Chiroderma trinitatum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Chiroderma","Little Big-eyed Bat","Goodwin, 1958",2016,"2016-07-02","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.","Solari, S.",NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,"Chiroderma trinitatum"
"112",4668,"Chiroderma villosum","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Chiroderma","Hairy Big-eyed Bat","Peters, 1860",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,600,NA,NA,NA,NA,NA,NA,NA,"Chiroderma villosum"
"113",4670,"Chironax melanocephalus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Chironax","Black-capped Fruit Bat","(Temminck, 1825)",2020,"2019-08-08","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Tsang, S.M., Hutson, A.M., Kingston, T. & Suyanto, A.","Waldien, D.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chironax melanocephalus"
"114",4772,"Choeroniscus godmani","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Choeroniscus","Godman's Long-tailed Bat","(Thomas, 1903)",2015,"2015-07-20","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Tavares, V. & Molinari, J.","Solari, S.",NA,NA,1600,0,NA,NA,NA,NA,NA,NA,"Choeroniscus godmani"
"115",4774,"Choeroniscus minor","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Choeroniscus","Lesser Long-tailed Bat","(Peters, 1868)",2016,"2016-08-05","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Sampaio, E., Lim, B. & Peters, S.","Solari, S.",NA,NA,1300,50,NA,NA,NA,NA,NA,NA,"Choeroniscus minor"
"116",4775,"Choeroniscus periosus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Choeroniscus","Greater Long-tailed Bat","Handley, 1966",2015,"2014-07-31","VU","A3c","Unknown",FALSE,FALSE,TRUE,"Tirira, D.","Solari, S.",NA,NA,500,0,NA,NA,NA,NA,NA,NA,"Choeroniscus periosus"
"117",4776,"Choeronycteris mexicana","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Choeronycteris","Mexican Long-tongued Bat","Tschudi, 1844",2018,"2018-01-20","NT",NA,"Unknown",FALSE,FALSE,TRUE,"Solari, S.","Battistoni, A.",NA,NA,2400,300,NA,NA,NA,NA,NA,NA,"Choeronycteris mexicana"
"118",4811,"Chrotopterus auritus","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Chrotopterus","Woolly False Vampire Bat","(Peters, 1856)",2015,"2015-07-20","LC",NA,"Stable",FALSE,FALSE,TRUE,"Barquez, R., Perez, S., Miller, B. & Diaz, M.","Solari, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chrotopterus auritus"
"119",44787,"Cistugo lesueuri","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","CISTUGIDAE","Cistugo","Lesueur's Hairy Bat","Roberts, 1919",2017,"2014-02-05","LC",NA,"Decreasing",FALSE,FALSE,TRUE,"Monadjem, A., Taylor, P., Schoeman, C., Monadjem, A., Cohen, L., MacEwan, K., Avenant, N., Balona, J., Jacobs, D., Richards, L & Sethusa, T.","Piraccini, R.",NA,"405009",NA,0,NA,NA,NA,NA,NA,NA,"Cistugo lesueuri"
"120",44788,"Cistugo seabrae","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","CISTUGIDAE","Cistugo","Angolan Hairy Bat","Thomas, 1912",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Jacobs, D. & Griffin, M.","Piraccini, R.",NA,"380050",NA,0,NA,NA,NA,NA,NA,NA,"Cistugo seabrae"
"121",4983,"Cloeotis percivali","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Cloeotis","Percival's Trident Bat","Thomas, 1901",2017,"2016-08-31","LC",NA,"Unknown",FALSE,FALSE,TRUE,"Monadjem, A., Fahr, J., Taylor, P.J., Hutson, A.M., Mickleburgh, S., Bergmans, W. & Aulagnier, S.","Piraccini, R.",NA,"2403684",1000,0,NA,NA,NA,NA,NA,NA,"Cloeotis percivali"
"122",5074,"Coelops frithii","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Coelops","Tail-less Leaf-nosed Bat","Blyth, 1848",2019,"2018-08-27","NT",NA,"Decreasing",FALSE,FALSE,TRUE,"Huang, J.C.-C., Thong, V.D. & Ho, Y.-Y.","Wiantoro, S.",NA,NA,1900,0,NA,NA,NA,NA,NA,NA,"Coelops frithii"
"123",5076,"Coelops robinsoni","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Coelops","Malayan Tailless Leaf-nosed Bat","Bonhote, 1908",2008,"2008-06-30","VU","A4c","Decreasing",FALSE,FALSE,TRUE,"Heaney, L.","Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coelops robinsoni"
