"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_seed","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_MORMOOPIDAE","fam_NATALIDAE","fam_NYCTERIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_RHINOLOPHIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
1,"0",65,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83334.5,19.95,17.6,18.77,-65.59,-74.47,-70.03,10,236.47,38,0.07,104.87,239.16,1406.39,1578.86,1,"A","1","Neotropical",12.33,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,"0",89,NA,NA,1600,2.985,0,"1","1",100,0,0,0,0,0,0,1,55.08,1863284.42,40.89,13.14,27.01,-73.97,-106.92,-90.45,0,66.85,4,0.09,106.12,214.29,1081.07,1413.94,1,"A","1","Nearctic, Neotropical",20,100,0,0,"3",72,1,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,40,211544.64,6.68,0.12,3.4,34.25,10.88,22.56,4,51.42,4,0.11,125.05,236.58,1246.73,1521.13,1,"A","1","Afrotropical",10.81,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,"0",NA,NA,NA,NA,3.12,0,"0","0",100,0,0,0,0,0,0,1,NA,1335371.21,42.93,25.75,34.34,-64.67,-99,-81.83,1,61.61,5,0.06,99.24,175.46,979.31,1109.08,1,"A","1","Nearctic",13,100,0,0,"3",41,2,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
1,"1",NA,NA,NA,NA,0.995,0,"1","0",100,0,0,0,0,0,0,1,43.26,854748.87,41.22,30.3,35.76,-79.67,-93.03,-86.35,3,42.41,7,0.05,94.64,147.3,882.26,956.69,2,"A","1","Nearctic",10.045,100,0,0,"3",3,9,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
1,NA,50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7282.75,40.85,39.94,40.39,45.95,44.75,45.35,23,103.46,23,0.01,36.37,40.04,520.31,796.85,NA,"A","1","Palearctic",5.3,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,76,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503619.95,37.34,31.46,34.4,14.57,-8.85,2.86,3,141.27,5,0.1,34.26,154.18,394.64,1163.17,5,"A","1","Palearctic",24.705,100,0,0,"3",7,2,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,500,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.25,5.9,5.76,5.83,95.37,95.21,95.29,96,96,96,-0.02,-999,-999,-999,-999,1,"A","1","Indomalayan",7.07,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,1450,0,1450,NA,1,"1","0",100,0,0,0,0,0,0,1,38.31,1457245.69,26.68,-8.96,8.85,125.15,72.82,98.99,1,206.87,4,0.13,193.27,245.85,1301.58,1633.73,2,"A","1","Indomalayan",6.125,100,0,0,"3",86,3,3,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,42,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,33.998,78261.37,45.52,41.39,43.45,145.82,139.77,142.79,56,73.37,73,0.01,85.74,36.48,577.09,675.68,4,"A","1","Palearctic",5.989,100,0,0,"3",3,4,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,34,1746.15,-13.43,-13.8,-13.61,-172.16,-172.79,-172.48,58,58,58,0.05,-999,-999,-999,-999,NA,"A","1","Oceanian",6.11,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,240,760,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Neotropical",NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,53,3040,500,3540,0.98,0,"1","0",100,0,0,0,0,0,0,1,36.5,3235410.02,23.81,-28.28,-2.23,-59.78,-100.01,-79.9,0,42.94,1,0.12,131.91,214.67,1226.6,1534.95,1,"A","1","Neotropical",5.22,100,0,0,"3",5,2,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
1,NA,NA,NA,NA,NA,1,0,"0","1",100,0,0,0,0,0,0,1,36.5,398644.38,57.51,46,51.75,-119.46,-131.08,-125.27,0,19.84,0,0.08,78.44,19.62,372.04,485.48,2,"A","1","Nearctic",6.255,100,0,0,"3",23,3,1,3,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,885,15,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Neotropical",NA,NA,NA,NA,NA,0,3,1,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,NA,NA,NA,1125,1,0,"0","1",100,0,0,0,0,0,0,1,32.49,1424872.3,48.09,33.69,40.89,-66.95,-95.02,-80.99,0,88.62,1,0.04,84.65,107.68,736.61,812.13,3,"A","1","Nearctic",5.41,100,0,0,"3",6,2,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,"1",NA,1500,0,1500,1,0,"1","0",100,0,0,0,0,0,0,1,35.09,5721855.45,27.86,-8.96,9.45,128.9,72.74,100.82,1,227.46,8,0.1,160.11,244.5,1136.93,1545.51,2,"A","1","Indomalayan",4.5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,1900,900,2800,0.98,0,"1","0",100,0,0,0,0,0,0,1,33.5,358126.23,7.69,-2.38,2.65,40.61,-10.73,14.94,1,55,3,0.1,166.94,239.29,1309,1572.81,1,"A","1","Afrotropical",5.86,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,72,NA,NA,NA,1,NA,NA,NA,100,0,0,0,0,0,0,1,38.36,517296.29,45.72,30.22,37.97,145.82,127.02,136.42,2,252.09,12,0.01,104.45,63.85,662.46,709.48,4,"A","1","Palearctic",23.41,100,0,0,"3",39,12,3,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,"0",NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,48.21,1462960.55,27.68,-8.84,9.41,128.34,75.35,101.85,4,341.1,17,0.1,189.39,229.46,1336.41,1537.69,1,"A","1",NA,15.26,100,0,0,"3",0,2,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"0",NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,48.21,105934.48,23.22,5.45,14.33,116.87,96.25,106.56,5,47.75,5,0.09,136.13,227.57,1135.24,1601.19,1,"A","1",NA,15.26,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,36.5,1587.98,14.87,13.03,13.95,-59.42,-61.23,-60.32,289,412.82,289,0.04,-999,-999,-999,-999,1,"A","1","Neotropical",7.49,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4297565.61,54.42,20.18,37.3,-97.77,-123.62,-110.7,0,16.88,0,0.09,31.6,98.2,414.2,920.09,2,"A","1","Nearctic, Neotropical",5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,0.98,0,"0","0",100,0,0,0,0,0,0,1,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"A","1","Neotropical",8.1,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
2.75,NA,NA,1200,0,1200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176019.19,4.54,-18.27,-6.86,167.83,118.75,143.29,0,22.37,0,0.11,171.63,250.17,1222.31,1741.88,3,"A","1","Australasian",10.41,50,50,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,50,NA,NA,NA,1,0,"1","0",100,0,0,0,0,0,0,1,43,946712.09,28.56,4.23,16.4,116.48,74.44,95.46,0,107.07,4,0.08,133.67,177.83,1086.03,1340.7,NA,"A","1",NA,5.3,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,45.5,186988.69,10.97,6.73,8.85,37.6,6.06,21.83,6,74.39,21,0.14,115.66,231.3,1030.89,1518.3,2,"A","1","Afrotropical",14.09,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,50,NA,NA,NA,1,1,"1","0",100,0,0,0,0,0,0,1,34.69,6272844.55,36.45,-10.32,13.06,128.34,69.25,98.8,0,186.32,4,0.1,162.57,195.77,1152.57,1414.46,NA,"A","1",NA,5.3,100,0,0,"3",2,1,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
1,"0",76,NA,NA,NA,1.25,0,"1","0",100,0,0,0,0,0,0,1,63.9,3731149.73,58.87,36.01,47.44,34.16,-9.49,12.33,3,135.16,15,0.00512032889099846,58.21,91.02,504.81,658.57,4,"S","1","Palearctic",27.07,100,0,0,"3",107,224,26,3,"0","0","0","0","0","0","0","0","0","1",1,1
1,NA,50,1920,0,1920,1,NA,NA,NA,100,0,0,0,0,0,0,1,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,"A","1","Palearctic",5.3,100,0,0,"3",38,20,1,2,"0","0","0","0","0","0","0","0","0","1",1,1
1,"0",50,NA,NA,NA,1,NA,NA,NA,100,0,0,0,0,0,0,1,39.35,4811054.08,61.85,30.25,46.05,68.43,-10.47,28.97,0,124.35,10,0.01,53.52,83.23,461.22,637.45,NA,"S","1",NA,7.5,100,0,0,"3",106,49,14,3,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,NA,NA,NA,NA,0,"0","0",100,0,0,0,0,0,0,1,31.5,53573.46,12.46,9.71,11.08,-69.64,-72.89,-71.26,6,53.06,7,0.14,47.93,259.02,1181.14,1931.68,2,"A","1","Neotropical",3.56,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,1500,0,1500,2.195,0,"1","0",100,0,0,0,0,0,0,1,31.5,1154973.13,33.25,14.16,23.71,108.96,74.48,91.72,1,133.61,8,0.08,147.51,213.99,1060.28,1399.27,2,"A","1","Indomalayan",4.92,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,"A","1","Indomalayan, Palearctic",5.3,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,52.7,NA,NA,2800,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,"A","1","Nearctic, Neotropical",7.8,100,0,0,"3",0,1,1,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,38,557.11,1.47,1.25,1.36,104,103.63,103.82,185,1533,185,0.08,197,270.5,-999,-999,NA,"A","1","Indomalayan",8.41,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,52,3100,800,3900,0.98,0,"1","0",100,0,0,0,0,0,0,1,40,2445705.56,12.46,-17.52,-2.53,-60.87,-85.3,-73.08,0,45.35,0,0.11,138.49,207.37,1248.86,1554.32,1,"A","1","Neotropical",5.65,100,0,0,"3",7,2,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,2200,0,2200,NA,NA,NA,NA,100,0,0,0,0,0,0,1,38.99,13115.08,24.5,22.86,23.68,-109.39,-111.16,-110.28,10,12.27,10,0.1,17.63,205.82,-999,-999,2,"A","1","Neotropical",9.05,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,0,"0","0",100,0,0,0,0,0,0,1,48.99,273300.51,41.45,30.94,36.2,122.7,114.55,118.62,44,530.05,101,0.04,54.68,114.57,692.59,873.25,2,"A","1","Palearctic",17.41,100,0,0,"3",45,4,2,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,48.64,48.61,48.63,142.81,142.78,142.8,8,8,8,-0.11,52,-9,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8,3,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"0",NA,1250,250,1500,2,0,"1","0",100,0,0,0,0,0,0,1,34.44,2366110.37,28.15,-8.84,9.65,126.6,77.07,101.83,1,159.85,7,0.1,167.16,230.97,1174.1,1528.34,2,"A","1","Indomalayan",9.35,100,0,0,"3",2,1,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,862,0,862,NA,0,"1","0",100,0,0,0,0,0,0,1,37,850548.76,34.83,13.27,24.05,75.38,38.94,57.16,0,119.88,2,0.15,18.56,214.42,256.39,1317.19,4,"A","1","Indomalayan, Palearctic",7.91,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,35.49,821997.84,7.17,-2.34,2.41,20.18,-10.22,4.98,1,93.76,1,0.11,159.58,251.93,1360.21,1555.48,1,"A","1","Afrotropical",6.91,100,0,0,"3",1,0,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,1000,0,1000,NA,1,"1","0",100,0,0,0,0,0,0,1,30,184038.87,7.03,2.34,4.68,119.26,96.28,107.77,3,76.55,4,0.19,219.81,247.19,1665.88,1793.13,3,"A","1","Indomalayan",4.06,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,38.49,412871.13,27.39,18.15,22.77,102.38,91.16,96.77,2,68.44,6,0.08,141.35,200.23,1086.75,1383.43,1,"A","1","Indomalayan",8.1,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,73.995,NA,NA,NA,1.5,NA,NA,NA,100,0,0,0,0,0,0,1,NA,174149.89,15.53,3.2,9.37,8.93,-17.53,-4.29,5,305.18,10,0.14,125.05,265.53,990.29,1588.29,NA,"A","1","Afrotropical",18.2,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,"1",73.995,NA,NA,NA,1.5,0,"1","1",100,0,0,0,0,0,0,1,50.3,8742253.51,57.74,18.14,37.94,122,-9.49,56.25,0,150.61,1,0.04,59.65,99.39,557.37,844.59,4,"A","1",NA,18.2,100,0,0,"3",373,79,56,6,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,NA,NA,NA,NA,0,"0","0",100,0,0,0,0,0,0,1,45,1133.48,27.24,26.88,27.06,88.66,88.29,88.47,123,341.65,123,0.11,187.76,170.9,1006.12,1179.55,1,"A","1","Indomalayan",13.65,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"1",NA,NA,NA,4000,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606874.57,57.74,30.98,44.36,144.75,86.54,115.64,0,149,1,0.00124336398042902,69.27,16.48,530.05,563.52,2,"A","1","Palearctic",7.54,100,0,0,"3",0,4,1,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"0",NA,1050,1450,2500,NA,NA,NA,NA,100,0,0,0,0,0,0,1,33.5,2092289.14,37.55,2.78,20.17,113.85,72.22,93.03,0,124.9,1,0.09,126.31,128.62,947.78,1221.97,1,"A","1","Indomalayan",7.56,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,500,1000,1500,1.37,NA,NA,NA,100,0,0,0,0,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","1","Indomalayan",6.505,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"1",NA,1433,700,2133,NA,0,"1","0",100,0,0,0,0,0,0,1,41.99,644305.67,34.59,14.33,24.46,120.1,84.67,102.38,3,249.08,7,0.06,121.31,122.73,909.96,1043.44,NA,"A","1","Indomalayan",7.54,100,0,0,"3",29,13,2,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,1856,914,2770,0.98,0,"1","0",100,0,0,0,0,0,0,1,32.99,1554491.46,32.93,2.66,17.79,119.26,76.47,97.87,0,233.71,4,0.1,149.61,182.97,1097.96,1350.39,2,"A","1","Indomalayan",2.93,100,0,0,"3",9,2,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
1,"0",NA,NA,NA,NA,1,1,"0","0",100,0,0,0,0,0,0,1,35.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"A","1","Australasian, Indomalayan",7.53,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,400,0,400,NA,NA,NA,NA,100,0,0,0,0,0,0,1,34.33,268035.03,5.03,-8.96,-1.96,122.9,105.2,114.05,2,437.19,4,0.09,235.68,230.94,1592.7,1733.71,1,"A","1","Australasian, Indomalayan",6.29,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,2160,40,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Indomalayan",NA,NA,NA,NA,NA,0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
2.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792461.6,-10.69,-39.13,-24.91,153.63,139.27,146.45,0,18.48,0,0.05,72.45,178.12,746.25,1280.63,2,"A","1","Australasian",10.41,100,0,0,"3",8,2,1,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209.87,26.87,26.07,26.47,128.32,127.63,127.98,365,365,365,0.04,-999,-999,-999,-999,1,"A","1","Indomalayan",4.5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,"0",65,NA,NA,3300,0.995,0,"1","0",100,0,0,0,0,0,0,1,41.99,1714121.75,40.31,13.9,27.11,-87.15,-113.7,-100.43,0,43.73,0,0.09,56.05,180.04,720.39,1255.64,3,"A","1","Nearctic, Neotropical",10.995,100,0,0,"3",44,27,3,2,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,200,0,200,1,0,"0","0",80,0,0,20,0,0,0,2,60.99,36822.86,31.36,24.05,27.7,-110.12,-115.07,-112.6,1,8.68,1,0.1,13.39,198.81,339.23,1035.1,2,"G","1","Nearctic",25,80,20,0,"3",0,9,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,NA,NA,NA,NA,0.995,0,"1","0",100,0,0,0,0,0,0,1,37.5,4717135.24,60.8,19.12,39.96,-97.41,-137.95,-117.68,0,25.7,0,0.1,40.33,81.83,405.07,857,4,"A","1","Nearctic",7.855,100,0,0,"3",18,8,2,1,"0","0","0","0","0","0","0","0","0","1",1,1
NA,NA,NA,NA,0,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,57.83,4449620.33,-5.38,-30.2,-17.79,40.84,12.74,26.79,1,25.56,2,0.18,85.48,217.45,884.38,1449.43,4,"A","1","Afrotropical",15.88,100,0,0,"3",1,0,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209.87,26.87,26.07,26.47,128.32,127.63,127.98,365,365,365,0.04,-999,-999,-999,-999,1,"A","1","Indomalayan",4.3,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
1,NA,NA,NA,NA,3350,1,0,"1","0",100,0,0,0,0,0,0,1,35.05,3753876.77,54.97,19.42,37.19,-99.42,-130.48,-114.95,0,27.34,0,0.1,38.01,112.76,420.45,979.1,2,"A","1","Nearctic",5.9,100,0,0,"3",62,9,0,1,"0","0","0","0","0","0","0","0","0","1",1,1
1,NA,50,2000,1000,3000,1,NA,NA,NA,100,0,0,0,0,0,0,1,34.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","1","Indomalayan",5.3,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,1,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"A","1","Afrotropical",7.79,NA,NA,NA,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,400,0,400,NA,0,"1","0",100,0,0,0,0,0,0,1,32.99,118977.9,8.3,0.54,4.42,117.52,99.44,108.48,3,116.2,8,0.12,201.65,254.14,1684.53,1796.37,1,"A","1","Indomalayan",4.81,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,1,1,"1","0",100,0,0,0,0,0,0,1,37.81,134207.3,12.58,-8.96,1.81,125.76,106,115.88,10,325.17,12,0.09,240.14,246.67,1668.44,1697.19,1,"A","1","Australasian, Indomalayan",4.7,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
2.75,"0",57,NA,NA,NA,1,NA,NA,NA,100,0,0,0,0,0,0,1,NA,14531338.92,24.12,-29.99,-2.93,-34.79,-100.44,-67.62,0,26.44,0,0.11,145.55,234.83,1263.31,1511.65,5,"A","1","Neotropical",4.1,100,0,0,"3",114,30,4,3,"0","0","0","0","0","0","0","0","0","1",1,1
NA,"1",NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,0,1,49.99,436078.01,-26.5,-43.64,-35.07,153.63,141.2,147.42,0,32.38,1,0.04,69.83,136.54,677.9,1040.11,1,"A","1","Australasian",22.54,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"0",110,1310,40,1350,NA,NA,NA,NA,100,0,0,0,0,0,0,1,37.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"A","1","Afrotropical",7.81,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","0","0","0","1",0,0
NA,"0",110,800,800,1600,NA,NA,NA,NA,100,0,0,0,0,0,0,1,37.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"A","1","Afrotropical",7.81,100,0,0,"3",1,1,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
1,"1",NA,NA,NA,1500,0.995,1,"1","0",100,0,0,0,0,0,0,1,40.5,1516450.59,18.65,-32.12,-6.73,169.9,-176.21,-3.15,0,118.73,0,0.12,206.96,228.09,1402.71,1661.07,2,"A","1","Australasian, Indomalayan",7.4,100,0,0,"3",7,3,0,0,"0","0","0","0","0","0","0","0","0","1",1,0
