"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_seed","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_MORMOOPIDAE","fam_NATALIDAE","fam_NYCTERIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_RHINOLOPHIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
NA,NA,60,1050,50,1100,0.99,0,"1","0",0,0,0,0,100,0,0,1,36.2,4881458.89,16.02,-18.71,-1.34,-51.64,-88.14,-69.89,0,24.23,0,0.12,171.15,236.15,1395.44,1587.12,2,"Ar","1","Neotropical",13.1,0,0,100,"2",0,4,1,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"1",NA,950,1300,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Neotropical",18.7,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,70,NA,NA,NA,0.98,NA,NA,NA,0,0,0,0,100,0,0,1,40.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,"Ar","1","Neotropical",16.5,20,0,80,"2",20,8,1,2,"0","0","0","0","0","0","1","0","0","0",1,1
2,"1",60.5,NA,NA,1200,0.985,0,"1","0",0,0,0,0,100,0,0,1,39.41,330694.77,18.12,4.56,11.34,-57.15,-94.01,-75.58,0,70.67,0,0.1,143.06,232.26,1398.75,1697.37,3,"Ar","1","Neotropical",14.47,0,0,100,"1",3,0,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,70,NA,NA,NA,0.98,0,"1","0",0,0,0,0,100,0,0,1,40.26,393.22,6.5,6.3,6.4,-75.15,-75.36,-75.25,35,87.52,35,0.08,117.99,172,1515.98,1514.99,2,"Ar","1","Neotropical",14.85,0,0,100,"2",21,19,1,3,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",NA,1335,1175,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Neotropical",13,10,0,90,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",NA,1300,1100,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24076.62,9.96,7.74,8.85,-69.33,-72.31,-70.82,8,64.11,8,0.09,115.45,221.72,1354.33,1644.07,2,"Ar","1","Neotropical",8.5,20,0,80,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",47,NA,NA,800,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8185856.09,12.46,-15.28,-1.41,-34.79,-80.09,-57.44,0,18.14,0,0.12,163.49,243.19,1305.44,1538.58,1,"Ar","1","Neotropical",12.31,20,0,80,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,1,"0","0",0,0,0,0,100,0,0,1,57.5,1580.07,16.81,15.94,16.38,-61.16,-62.24,-61.7,104,221.77,104,0.06,-999,-999,-999,-999,1,"Ar","1","Neotropical",35.39,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,52.5,NA,NA,800,0.995,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,9.1,9.09,9.09,-81.54,-81.56,-81.55,7,7,7,-0.22,-999,-999,-999,-999,2,"Ar","1","Neotropical",12.31,20,0,80,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,87,NA,NA,NA,0.99,0,"1","0",0,0,0,0,100,0,0,1,47.5,3181262.57,26.71,-18.74,3.98,-61.87,-109.44,-85.66,0,48.18,1,0.11,137.6,208.68,1201.84,1536.73,2,"Ar","1","Neotropical",26.3,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,1583,1180,2763,0.98,0,"1","0",0,0,0,0,100,0,0,1,38,521452.78,5.77,-5.24,0.26,-51.66,-76.44,-64.05,0,1.45,0,0.1,240.44,257.98,1473.03,1521.41,1,"Ar","1","Neotropical",16.58,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"1",78,2550,50,2600,1.22,0,"1","0",30,0,0,0,30,40,0,3,42.8,1873138.72,12.46,-15.86,-1.7,-63.79,-84.98,-74.38,0,41.77,1,0.13,164.27,232.11,1355.35,1560.16,2,"Ar","1","Neotropical",17.39,30,0,70,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,20,70,90,NA,0,"0","0",100,0,0,0,0,0,0,1,42.5,13450.68,4.56,3.28,3.92,-66.36,-67.56,-66.96,0,0.41,0,0,231.75,252.25,1650,1674.57,1,"S","1","Neotropical",11.59,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",NA,1500,0,1500,NA,1,"0","0",40,0,0,0,60,0,0,2,40.5,8821.83,18.52,17.92,18.22,-65.59,-67.26,-66.42,189,333.48,189,0.05,104.75,240,-999,-999,2,"Ar","1","Neotropical",10.09,40,0,60,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,"0",73,3200,400,3600,1,0,"1","0",30,0,0,0,30,40,0,3,42.66,8631465.89,25.97,-25.46,0.25,-34.79,-108.83,-71.81,0,44.96,0,0.1,128.98,221.14,1191.28,1510.91,3,"Ar","1","Neotropical",15.2,30,0,70,"3",41,15,0,8,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,64,NA,NA,NA,0.99,0,"1","0",0,0,0,0,100,0,0,1,36.5,118464.26,12.57,7.07,9.82,-77.23,-84.79,-81.01,2,36.13,3,0.1,230.23,249.61,1460.74,1751.05,1,"Ar","1","Neotropical",69,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",NA,646,0,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Neotropical",NA,84,0,16,NA,0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,52.5,NA,NA,NA,0.98,0,"1","0",0,0,0,0,100,0,0,1,30.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"Ar","1","Neotropical",8.785,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,"0",128.5,NA,NA,NA,1,1,"1","0",40,0,50,0,10,0,0,2,83.27,12690238.32,16.02,-24.14,-4.05,-34.79,-88.57,-61.68,0,24.58,0,0.11,151.77,238.87,1289.95,1538.68,3,"S","1","Neotropical",82.6,40,50,10,"3",53,51,1,12,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,NA,NA,NA,1000,NA,0,"0","0",10,0,0,0,80,10,0,1,47.34,6473389.12,10.01,-13.01,-1.5,-34.79,-75.23,-55.01,0,12.37,0,0.1,168.66,251.8,1374.77,1592.68,1,"Ar","1","Neotropical",19.675,10,0,90,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",68.5,3540,0,3540,0.99,0,"1","0",10,0,0,0,80,10,0,1,39.82,3507398.71,24.03,-17.72,3.15,-60.62,-105.67,-83.15,0,45.36,1,0.12,140.17,219.71,1258.37,1569.93,1,"Ar","1","Nearctic, Neotropical",16.99,10,0,90,"1",0,2,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",57.16,2680,200,2880,0.995,0,"1","0",30,0,0,0,30,40,0,3,36.25,8755498.43,12.46,-28.72,-8.12,-37.43,-79.94,-58.68,0,27.24,0,0.11,150.88,230.85,1319.22,1527.5,1,"Ar","1","Neotropical",11.155,30,0,70,"2",15,6,1,2,"0","0","0","0","0","0","1","0","0","0",1,1
1,"1",62.68,NA,NA,1220,1,0,"0","0",50,0,0,0,50,0,0,2,50.58,632245.58,36.65,22.86,29.76,-107.01,-117.25,-112.13,0,23.55,0,0.14,21.1,179.7,404.57,1207.26,4,"S","1","Nearctic",12,50,0,50,"3",4,16,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",NA,NA,NA,1300,0.98,0,"1","0",10,0,0,0,80,10,0,1,35.49,3362837.2,0.71,-18.71,-9,-58.59,-77.93,-68.26,0,4.26,0,0.15,178.8,240.02,1384.93,1521.56,1,"Ar","1","Neotropical",6.91,10,0,90,"2",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,NA,NA,NA,1,0,"1","0",0,0,0,0,100,0,0,1,52.5,499911.44,-16.83,-26.19,-21.51,-40.87,-49.59,-45.23,4,142.11,9,0.06,125.32,200.37,1171.84,1357.16,1,"Ar","1","Neotropical",19.9,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,68,1700,0,1700,NA,0,"0","0",10,0,0,0,90,0,0,1,35.49,241884.09,6.66,-4.48,1.08,-75.84,-80.97,-78.41,0,65.86,6,0.11,198.14,204.23,1303.26,1536.08,1,"Ar","1","Neotropical",6.91,10,0,90,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,71.495,NA,NA,600,0.99,0,"1","0",0,0,0,0,100,0,0,1,45.51,10366490.11,21.62,-23.84,-1.11,-46.26,-97.26,-71.76,0,16.68,0,0.13,159.13,239.17,1347.71,1560.9,1,"Ar","1","Neotropical",23.81,0,0,100,"1",0,5,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,"0",NA,NA,NA,NA,0.995,1,"0","0",0,0,0,0,100,0,0,1,48.56,4493.21,17.53,13.11,15.32,-60.81,-63,-61.9,0,215.47,0,0.04,-999,-999,-999,-999,2,"Ar","1","Neotropical",19.23,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,"0",NA,NA,NA,NA,1,1,"1","0",40,0,0,0,30,30,0,3,47.11,83334.5,19.95,17.6,18.77,-65.59,-74.47,-70.03,10,236.47,38,0.07,104.87,239.16,1406.39,1578.86,1,"Ar","1","Neotropical",16.1,40,0,60,"2",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,"0",NA,NA,NA,NA,1,1,"0","0",30,0,0,0,40,30,0,3,47.5,123555.55,26.91,17.7,22.31,-74,-84.95,-79.48,1,114.85,5,0.03,108.01,251.47,1271,1782.03,1,"Ar","1","Neotropical",16.1,30,0,70,"2",0,5,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,"0",108.5,NA,NA,NA,0.995,0,"1","0",30,0,20,20,30,0,0,4,82.56,9155053.99,21.62,-31.49,-4.93,-38.87,-96.54,-67.71,0,26.42,0,0.12,145.4,233.69,1299.96,1511.66,2,"S","1","Neotropical",84.38,30,40,30,"2",4,7,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,NA,NA,NA,680,0.98,1,"1","0",0,0,0,0,100,0,0,1,41.49,181669.89,23.19,17.6,20.39,-68.31,-84.95,-76.63,2,150,18,0.04,104.1,246.56,1361.58,1646.11,1,"Ar","1","Neotropical",10.82,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,70,2330,550,2880,0.99,0,"1","0",0,0,0,0,100,0,0,1,43.5,2756672.83,24.62,-4.34,10.13,-57.04,-106.62,-81.83,0,60.71,1,0.12,132.38,230.47,1271.5,1616.46,1,"Ar","1","Neotropical",21,0,0,100,"1",6,2,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",52,NA,NA,1100,0.99,0,"1","0",10,0,0,0,90,0,0,1,31.62,8790472.74,12.59,-19.21,-3.31,-46.06,-84.05,-65.06,0,14.9,0,0.14,169.03,243.05,1386.57,1572.94,1,"Ar","1","Neotropical",6.86,10,0,90,"1",5,0,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,70,NA,NA,1000,0.98,0,"1","0",0,0,0,0,100,0,0,1,36.38,9415792.03,12.46,-22.29,-4.91,-44.81,-82.67,-63.74,0,11.91,0,0.13,164.23,244.15,1370.19,1566.17,2,"Ar","1","Neotropical",13.91,0,0,100,"1",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",NA,2605,25,2630,NA,0,"1","0",10,0,0,0,80,10,0,1,70.5,704691.93,9.23,1.31,5.27,-58.32,-73.61,-65.96,0,6.72,0,0.18,160.88,241.38,1483.43,1664.94,1,"Ar","1","Neotropical",61.04,10,0,90,"2",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,52.5,NA,NA,1000,0.98,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,31.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,"Ar","1","Neotropical",8.77,0,0,100,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,84.5,NA,NA,1000,0.98,0,"1","0",0,0,0,0,100,0,0,1,52.05,8377468.83,18.42,-17.84,0.28,-46.7,-96.92,-71.81,0,15.57,0,0.13,172.08,241.37,1403.61,1586.43,2,"Ar","1","Neotropical",35.89,0,0,100,"1",9,1,0,2,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",60,NA,NA,1400,0.98,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,34.99,7325792,12.59,-15.1,-1.25,-44.36,-81.72,-63.04,0,15.8,0,0.12,173.7,243.13,1417.53,1596.72,4,"Ar","1","Neotropical",8.85,0,0,100,"2",0,2,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,70,NA,NA,NA,0.98,0,"1","0",10,0,0,0,80,10,0,1,55.88,299330.97,28.69,16.65,22.67,-98.39,-110.11,-104.25,1,82.64,4,0.08,68.43,203.79,805.02,1474.59,3,"Ar","1","Neotropical",40.42,10,0,90,"2",0,3,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",55,NA,NA,1000,0.98,0,"1","0",0,0,0,0,50,50,0,2,31.55,7959423.12,17.81,-17.17,0.32,-46.55,-93.27,-69.91,0,16.09,0,0.13,175.17,244.54,1421.61,1593.75,NA,"Ar","1","Neotropical",6.5,0,0,100,"1",5,0,0,0,"0","0","0","0","0","0","1","0","0","0",1,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621701.27,-7.75,-17.17,-12.46,-62.2,-69.28,-65.74,0,3.78,0,0.23,136.69,238.71,1342.91,1567.22,2,"S","1","Neotropical",6.3,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",54,NA,NA,NA,NA,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,35.49,6440621.09,15.94,-25.48,-4.76,-34.79,-89.36,-62.08,0,33.65,0,0.1,161.29,245.72,1359.49,1589.64,1,"S","1","Neotropical",7.73,100,0,0,"3",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228319.27,8.17,-1.85,3.15,-51.85,-67.1,-59.48,0,1.75,0,0.14,161.86,251.02,1521.96,1687.52,2,"S","1","Neotropical",18.6,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",NA,60,180,240,NA,0,"0","0",100,0,0,0,0,0,0,1,59.5,88343.63,3.55,-0.18,1.68,-67.95,-70.66,-69.31,0,0.12,0,-0.16,262.06,245.04,1555.72,1575.18,2,"S","1","Neotropical",17.67,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",49,220,80,300,NA,0,"1","0",100,0,0,0,0,0,0,1,43,716241.64,8.81,-0.97,3.92,-65.95,-73.87,-69.91,0,7.82,0,0.08,200.58,242.72,1429.46,1578.19,3,"S","1","Neotropical",9.04,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,89,679,300,979,0.99,NA,NA,NA,90,0,0,0,10,0,0,1,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"S","1","Neotropical",32.29,88,1,11,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",61,NA,NA,500,0.98,0,"1","0",90,0,0,0,10,0,0,1,36.5,8518317.74,19.31,-19.19,0.05,-34.79,-94.7,-64.74,0,20.88,0,0.12,162.48,242.69,1359.92,1586.93,3,"S","1","Neotropical",9.76,90,0,10,"2",2,0,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
2,"0",NA,NA,NA,NA,NA,0,"0","0",90,0,0,0,10,0,0,1,46.5,4265102.57,10.01,-13.27,-1.63,-51.64,-75.1,-63.37,0,2.37,0,0.13,181,252.76,1475.48,1615.57,2,"S","1","Neotropical",22.35,90,0,10,"2",0,2,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,72,NA,NA,1000,NA,0,"1","0",10,0,0,0,80,10,0,1,50.49,48689.76,14.03,11.26,12.64,-85.42,-90.08,-87.75,27,139.08,44,0.13,134.62,230.02,1066.46,1677.08,3,"Ar","1","Neotropical",18.99,10,0,90,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.5,-5.13,-5.45,-5.29,-72.99,-73.31,-73.15,0,0.5,0,0,215.5,258,1525,1525,NA,"S","1","Neotropical",10.7,100,0,0,"3",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,158,1800,50,1850,1,0,"1","0",10,80,0,0,10,0,0,1,68.79,5565902.37,19.13,-20.64,-0.75,-51.51,-94.78,-73.14,0,27.09,0,0.13,155.53,232.02,1342.14,1562.35,1,"G","1","Neotropical",171.61,10,80,10,"3",0,3,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,NA,NA,NA,NA,1400,0.99,0,"1","0",10,0,0,0,90,0,0,1,33.5,8340002.26,10.22,-19.43,-4.6,-34.79,-79.28,-57.03,0,12.53,0,0.12,163.68,244.76,1344.87,1566.64,1,"Ar","1","Neotropical",9.54,10,0,90,"2",5,4,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"1",55,NA,NA,800,0.985,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,34,881659.34,9.94,-1.9,4.01,-54.49,-62.92,-58.7,0,3.15,0,0.14,133.95,254.08,1479.13,1692.86,2,"S","1","Neotropical",6.65,89,0,11,"2",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,63.99,NA,NA,1700,0.99,1,"1","0",30,0,0,0,40,30,0,3,47.79,183923.55,23.19,17.6,20.39,-68.31,-84.95,-76.63,2,146.14,23,0.04,103.98,246.61,1361.58,1646.11,1,"Ar","1","Neotropical",15.59,30,0,70,"2",0,1,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1,"0",73,3200,400,3600,1,NA,NA,NA,30,0,0,0,30,40,0,3,42.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Ar","1",NA,15.2,30,0,70,"3",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,"0",47,NA,NA,700,0.995,0,"0","0",0,0,0,0,100,0,0,1,28.65,138091.24,15.99,8.94,12.47,-82.12,-86,-84.06,2,26.81,2,0.19,232.56,239.5,1414.05,1685.69,1,"Ar","1","Neotropical",5.55,0,0,100,"1",0,7,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1.5,"0",82.725,NA,NA,NA,1,1,"1","0",10,0,0,0,70,10,0,1,58.26,184267.85,23.19,17.6,20.39,-68.31,-84.95,-76.63,2,145.17,23,0.04,103.98,246.61,1361.58,1646.11,1,"Ar","1","Neotropical",45,10,0,90,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,75,2400,600,3000,0.99,0,"1","0",10,0,0,0,80,10,0,1,44.36,572771.69,24.48,8.35,16.41,-82.71,-106.78,-94.74,4,88.99,9,0.09,99.95,204.17,999.1,1524.63,2,"Ar","1","Neotropical",16.755,10,0,90,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",47,2500,100,2600,0.99,0,"0","0",10,0,0,0,80,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar","1","Neotropical",12.505,10,0,90,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,"0",NA,NA,NA,NA,0.99,0,"0","0",10,0,0,0,80,10,0,1,38.99,1835095.13,12.23,-1.38,5.42,-49.88,-71.58,-60.73,0,19.68,0,0.13,150.84,250.38,1445.86,1710.31,3,"Ar","1","Neotropical",12.7,10,0,90,"2",13,0,0,4,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",47,NA,NA,NA,0.99,0,"0","0",10,0,0,0,80,10,0,1,NA,10710294.79,8.96,-24.02,-7.53,-34.79,-81.35,-58.07,0,21.52,0,0.12,153.88,239.21,1289.11,1536.25,1,"Ar","1","Neotropical",12.505,10,0,90,"2",3,0,0,0,"0","0","0","0","0","0","1","0","0","0",1,0
NA,"1",62.68,NA,NA,1400,1,0,"1","0",50,0,0,0,50,0,0,2,51.64,1814916.35,37.8,13.92,25.86,-65.59,-120.15,-92.87,0,74.5,1,0.11,64.49,193.75,771.43,1385.87,2,"S","1","Neotropical",16.135,50,0,50,"2",0,16,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,"1",66.995,NA,NA,NA,1,0,"1","0",0,0,0,0,100,0,0,1,42.45,14098730.57,21.62,-29.91,-4.14,-34.79,-98.21,-66.5,0,26.25,0,0.11,149.5,236.85,1288.14,1519.79,2,"Ar","1","Neotropical",16.4,0,0,100,"2",167,203,19,19,"0","0","0","0","0","0","1","0","0","0",1,1
2,"0",57.25,NA,NA,1200,0.99,0,"1","0",10,0,0,0,80,10,0,1,38.55,1156701.32,24.53,-2.73,10.89,-75.6,-107.37,-91.49,1,51.66,3,0.13,162.28,228.79,1246.06,1593.77,2,"Ar","1","Neotropical",11.69,10,0,90,"2",32,4,0,6,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,NA,NA,NA,NA,0.98,0,"1","0",10,0,0,0,90,0,0,1,32.02,3691801.39,5.23,-14.62,-4.69,-46.9,-77.67,-62.29,0,8.48,0,0.11,186.8,242.74,1419.31,1545.12,1,"Ar","1","Neotropical",9.55,10,0,90,"1",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,NA,NA,NA,NA,NA,0,"0","0",90,0,0,0,10,0,0,1,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"S","1","Neotropical",22.35,90,0,10,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,NA,65,NA,NA,NA,0.99,0,"1","0",10,0,0,0,80,10,0,1,39.5,1039041.68,26.74,1.03,13.89,-76.09,-109.43,-92.76,2,67.8,5,0.09,138.84,215.72,1112.27,1568.62,3,"Ar","1","Neotropical",14.085,10,0,90,"2",7,0,0,2,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",52.5,NA,NA,800,0.995,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,415964.09,19.12,7.2,13.16,-77.19,-95.55,-86.37,2,36.81,3,0.15,185.4,242.27,1374.71,1643.46,2,"Ar","1","Neotropical",12.31,20,0,80,"2",0,2,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
NA,NA,57,200,100,300,NA,0,"0","0",30,0,0,0,30,40,0,3,34.5,243503.95,4.19,-4.15,0.02,-63.29,-67.35,-65.32,0,0.28,0,0.06,213.31,251.67,1627.91,1635.22,2,"Ar","1","Neotropical",49.54,30,0,70,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
2,"1",65,NA,NA,2400,1,0,"1","0",40,0,0,0,30,30,0,3,34.37,4974223.1,25.76,-15.32,5.21,-59.74,-108.54,-84.14,0,30.43,0,0.11,173.54,234.75,1377.37,1583.32,1,"Ar","1","Neotropical",9.3,40,0,60,"2",6,7,0,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
1.26,"0",85.5,NA,NA,2400,1,0,"1","0",0,100,0,0,0,0,0,1,58.29,17803912.83,28.12,-34.94,-3.4,-34.79,-110.9,-72.84,0,28.84,0,0.1,130.09,216.33,1157.17,1460.68,3,"G","1","Nearctic, Neotropical",33.18,0,100,0,"3",1113,388,141,9,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",115,NA,NA,NA,1,0,"1","0",0,100,0,0,0,0,0,1,50.78,13545719.31,23.86,-30.24,-3.19,-34.79,-99.59,-67.19,0,25.3,0,0.11,150.09,237.93,1291.37,1525.36,3,"G","1","Neotropical",36.6,0,100,0,"3",9,13,1,1,"0","0","0","0","0","0","1","0","0","0",1,1
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474381.36,5.47,-26.89,-10.7,-47.84,-75.2,-61.52,0,19.72,0,0.08,157.23,232.23,1375.49,1464.13,1,"S","1","Neotropical",4.85,89,0,11,"2",0,0,0,0,"0","0","0","0","0","0","1","0","0","0",0,0
