"cnames","species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Eonycteris spelaea","Eonycteris spelaea","Eonycteris_spelaea","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_spelaea",228,30,14,"keep","keep",0,"yes","Eonycteris spelaea",55.15,1.18,123.83,69,1825,357.41,357.41,NA,509.59,152.18,NA,1,2,NA,14.6,59.95,NA,979.323,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,100,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Indomalayan",3
"Epomophorus angolensis","Epomophorus angolensis","Epomophorus_angolensis","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_angolensis",0,0,0,"drop","drop",NA,"yes","Epomophorus angolensis",88.75,NA,NA,86.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Afrotropical",1
"Epomophorus anselli","Epomophorus anselli","Epomophorus_anselli","Epomophorus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Epomophorus anselli",65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Epomophorus crypturus","Epomophorus crypturus","Epomophorus_crypturus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_crypturus",0,1,0,"keep","drop",0,"yes","Epomophorus crypturus",87.52,NA,159.41,80.49,10220,NA,NA,NA,NA,150,NA,1,1.5,NA,10,60.41,NA,NA,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2185,500,1685,0,NA,1,0,"Afrotropical",1
"Epomophorus gambianus","Epomophorus gambianus","Epomophorus_gambianus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_gambianus",63,14,8,"keep","keep",1,"yes","Epomophorus gambianus",80,4.328,159.41,85.27,10220,NA,NA,NA,NA,150,NA,1,1.5,NA,9.98,59.99,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Epomophorus grandis","Epomophorus grandis","Epomophorus_grandis","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_grandis",0,0,0,"drop","drop",NA,"yes","Epomophorus grandis",49.42,NA,192.98,63.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Epomophorus labiatus","Epomophorus labiatus","Epomophorus_labiatus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_labiatus",18,2,2,"keep","keep",0,"yes","Epomophorus labiatus",69.65,1.589,94.33,73.23,NA,NA,NA,NA,NA,156.43,NA,0.99,2,NA,11,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Afrotropical",1
"Epomophorus minimus","Epomophorus minimus","Epomophorus_minimus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_minimus",0,0,0,"drop","drop",NA,"yes","Epomophorus minimus",68.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Epomophorus wahlbergi","Epomophorus wahlbergi","Epomophorus_wahlbergi","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_wahlbergi",22,14,0,"keep","keep",1,"yes","Epomophorus wahlbergi",86.795,1.961,131.69,80.66,3686.5,243.52,243.52,NA,399.95,156.43,NA,1,2,NA,NA,668.8,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Afrotropical",2
"Epomops buettikoferi","Epomops buettikoferi","Epomops_buettikoferi","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_buettikoferi",4,2,2,"keep","keep",0,"yes","Epomops buettikoferi",135.67,NA,180,90.16,790.833,275.89,275.89,NA,365,139.92,NA,0.98,2,NA,23.23,55.65,47.26,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,0,1200,0,NA,0,0,"Afrotropical",2
"Epomops dobsonii","Epomops dobsonii","Epomops_dobsonii","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_dobsonii",3,0,0,"keep","keep",0,"yes","Epomops dobsonii",122.08,NA,NA,84.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1890,NA,NA,0,NA,0,0,"Afrotropical",1
"Epomops franqueti","Epomops franqueti","Epomops_franqueti","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_franqueti",77,12,7,"keep","keep",0,"yes","Epomops franqueti",118.99,2.213,135.03,89.44,1152.792,NA,NA,NA,NA,161.77,NA,1,2,NA,20,NA,70,NA,NA,NA,0,2,NA,1.5,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Afrotropical",1
"Eptesicus andinus","Eptesicus andinus","Eptesicus_andinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_andinus",0,0,0,"drop","drop",NA,"yes","Eptesicus andinus",9.2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,3300,100,3200,NA,NA,NA,NA,"Neotropical",NA
"Eptesicus bobrinskoi","Eptesicus bobrinskoi","Eptesicus_bobrinskoi","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_bobrinskoi",0,0,0,"drop","drop",NA,"yes","Eptesicus bobrinskoi",7.725,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Palearctic",1
"Eptesicus bottae","Eptesicus bottae","Eptesicus_bottae","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_bottae",0,2,0,"keep","drop",1,"yes","Eptesicus bottae",15.66,NA,NA,42.95,4380,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,NA,3
"Eptesicus brasiliensis","Eptesicus brasiliensis","Eptesicus_brasiliensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_brasiliensis",11,2,0,"keep","keep",1,"yes","Eptesicus brasiliensis",9.2,0.198,72,43,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Eptesicus chiriquinus","Eptesicus chiriquinus","Eptesicus_chiriquinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_chiriquinus",0,0,0,"drop","drop",NA,"yes","Eptesicus chiriquinus",9.2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,1900,50,1850,NA,NA,NA,NA,"Neotropical",1
"Eptesicus diminutus","Eptesicus diminutus","Eptesicus_diminutus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_diminutus",17,4,0,"keep","keep",NA,"yes","Eptesicus diminutus",5.99,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Eptesicus dimissus","Eptesicus dimissus","Eptesicus_dimissus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_dimissus",0,0,0,"drop","drop",NA,"yes","Eptesicus dimissus",13.03,0.231,NA,41.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Indomalayan, Palearctic",NA
"Eptesicus floweri","Eptesicus floweri","Eptesicus_floweri","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_floweri",0,0,0,"drop","drop",NA,"yes","Eptesicus floweri",7.2,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,0,0,"Afrotropical",2
"Eptesicus furinalis","Eptesicus furinalis","Eptesicus_furinalis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_furinalis",157,10,4,"keep","keep",1,"yes","Eptesicus furinalis",7.7,0.19,64,39.15,NA,338.33,338.33,NA,430.87,92.54,NA,1.86,2,NA,1.34,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Eptesicus fuscus","Eptesicus fuscus","Eptesicus_fuscus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_fuscus",944,514,72,"keep","keep",1,"yes","Eptesicus fuscus",17.195,0.214,75,46.69,7300,395.29,471.145,730,438.86,43.57,NA,1.925,1,364.75,3.555,34.18,15.2,2400.936,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3100,300,2800,0,NA,1,0,"Nearctic, Neotropical",4
"Eptesicus gobiensis","Eptesicus gobiensis","Eptesicus_gobiensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_gobiensis",0,0,0,"drop","drop",1,"yes","Eptesicus gobiensis",13,NA,NA,NA,5657.5,NA,NA,NA,NA,NA,NA,1.25,NA,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",3
"Eptesicus guadeloupensis","Eptesicus guadeloupensis","Eptesicus_guadeloupensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_guadeloupensis",0,0,0,"drop","drop",0,"yes","Eptesicus guadeloupensis",18.99,NA,NA,50.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,0,300,1,NA,0,0,"Neotropical",1
"Eptesicus hottentotus","Eptesicus hottentotus","Eptesicus_hottentotus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_hottentotus",3,3,0,"keep","keep",1,"yes","Eptesicus hottentotus",30.33,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",6
"Eptesicus innoxius","Eptesicus innoxius","Eptesicus_innoxius","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_innoxius",0,0,0,"drop","drop",0,"yes","Eptesicus innoxius",7.49,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,430,0,430,0,NA,1,0,"Neotropical",1
"Eptesicus isabellinus","Eptesicus isabellinus","Eptesicus_isabellinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera",NA,36,10,8,"keep","keep",1,"yes","Eptesicus isabellinus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1800,0,1800,NA,NA,NA,NA,"Palearctic",4
"Eptesicus japonensis","Eptesicus japonensis","Eptesicus_japonensis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_japonensis",7,0,0,"keep","keep",1,"yes","Eptesicus japonensis",13,NA,NA,NA,7300,NA,NA,NA,NA,NA,NA,1.5,1,364.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,700,NA,NA,NA,NA,NA,"Palearctic",1
"Eptesicus kobayashii","Eptesicus kobayashii","Eptesicus_kobayashii","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_kobayashii",0,0,0,"drop","drop",NA,"yes","Eptesicus kobayashii",14.53,NA,NA,45.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",NA
"Eptesicus lobatus","Eptesicus lobatus","Eptesicus_lobatus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Eptesicus lobatus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"Eptesicus nasutus","Eptesicus nasutus","Eptesicus_nasutus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_nasutus",0,0,0,"drop","drop",1,"yes","Eptesicus nasutus",7.91,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,862,0,862,0,NA,1,0,"Indomalayan, Palearctic",4
"Eptesicus nilssonii","Eptesicus nilssonii","Eptesicus_nilssonii","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_nilssonii",15,19,3,"keep","keep",1,"yes","Eptesicus nilssonii",13,NA,54,40.24,7300,NA,NA,NA,NA,NA,NA,1.5,1,364.75,4.52,26,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2300,0,2300,0,NA,1,1,"Palearctic",5
"Eptesicus pachyomus","Eptesicus pachyomus","Eptesicus_pachyomus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Eptesicus pachyomus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4
"Eptesicus pachyotis","Eptesicus pachyotis","Eptesicus_pachyotis","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_pachyotis",0,0,0,"drop","drop",0,"yes","Eptesicus pachyotis",8.1,0.158,NA,38.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Indomalayan",1
"Eptesicus platyops","Eptesicus platyops","Eptesicus_platyops","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_platyops",0,0,0,"drop","drop",NA,"yes","Eptesicus platyops",18.2,NA,73.995,NA,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",NA
"Eptesicus serotinus","Eptesicus serotinus","Eptesicus_serotinus","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_serotinus",373,79,56,"keep","keep",1,"yes","Eptesicus serotinus",18.2,0.31,73.995,50.3,7665,NA,NA,NA,NA,66.72,NA,1.5,1,NA,5.3,30.8,14.74,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,1,NA,4
"Eptesicus tatei","Eptesicus tatei","Eptesicus_tatei","Eptesicus","VESPERTILIONIDAE","Yangochiroptera","Eptesicus_tatei",0,0,0,"drop","drop",NA,"yes","Eptesicus tatei",13.65,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Indomalayan",1
"Erophylla bombifrons","Erophylla bombifrons","Erophylla_bombifrons","Erophylla","PHYLLOSTOMIDAE","Yangochiroptera","Erophylla_bombifrons",0,1,0,"keep","drop",0,"yes","Erophylla bombifrons",16.1,NA,NA,47.11,NA,NA,NA,NA,NA,136.98,NA,1,1,NA,4.5,60.88,NA,NA,NA,NA,NA,NA,NA,NA,40,0,60,40,0,0,0,0,0,30,30,0,0,3,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Neotropical",1
"Erophylla sezekorni","Erophylla sezekorni","Erophylla_sezekorni","Erophylla","PHYLLOSTOMIDAE","Yangochiroptera","Erophylla_sezekorni",0,5,0,"keep","drop",0,"yes","Erophylla sezekorni",16.1,NA,NA,47.5,NA,NA,NA,NA,NA,136.98,NA,1,1,NA,4.5,60.88,NA,NA,NA,NA,NA,2,NA,NA,30,0,70,30,0,0,0,0,0,40,30,0,0,3,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Neotropical",1
"Euderma maculatum","Euderma maculatum","Euderma_maculatum","Euderma","VESPERTILIONIDAE","Yangochiroptera","Euderma_maculatum",7,5,1,"keep","keep",0,"yes","Euderma maculatum",16.17,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.7,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3000,NA,NA,0,NA,1,0,"Nearctic, Neotropical",3
"Eudiscoderma thongareeae","Eudiscoderma thongareeae","Eudiscoderma_thongareeae","Eudiscoderma","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Eudiscoderma thongareeae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Indomalayan",1
"Eudiscopus denticulus","Eudiscopus denticulus","Eudiscopus_denticulus","Eudiscopus","VESPERTILIONIDAE","Yangochiroptera","Eudiscopus_denticulus",0,1,0,"keep","drop",0,"yes","Eudiscopus denticulus",7.2,NA,NA,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1
"Eumops auripendulus","Eumops auripendulus","Eumops_auripendulus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_auripendulus",11,2,1,"keep","keep",1,"yes","Eumops auripendulus",28.49,0.612,92,61.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1800,25,1775,0,NA,1,0,"Neotropical",1
"Eumops bonariensis","Eumops bonariensis","Eumops_bonariensis","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_bonariensis",5,1,0,"keep","keep",1,"yes","Eumops bonariensis",12.22,NA,68,40.12,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,48.99,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,80,220,0,NA,1,0,"Neotropical",2
"Eumops chiribaya","Eumops chiribaya","Eumops_chiribaya","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eumops dabbenei","Eumops dabbenei","Eumops_dabbenei","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_dabbenei",0,0,0,"drop","drop",1,"yes","Eumops dabbenei",58.5,NA,125,76.5,NA,NA,NA,NA,NA,85,NA,1,1,NA,7.53,45.66,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Eumops ferox","Eumops ferox","Eumops_ferox","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Eumops ferox",36.4,0.656,95,59.73,NA,NA,NA,NA,NA,NA,NA,1.02,1,NA,4.27,38.49,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2750,150,2600,NA,NA,NA,NA,NA,1
"Eumops floridanus","Eumops floridanus","Eumops_floridanus","Eumops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Eumops floridanus",38.4,0.656,95,59.73,NA,NA,NA,NA,NA,NA,NA,1.02,1,NA,4.27,38.49,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2750,150,2600,NA,NA,NA,NA,"Nearctic",2
"Eumops glaucinus","Eumops glaucinus","Eumops_glaucinus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_glaucinus",10,6,0,"keep","keep",1,"yes","Eumops glaucinus",36.4,0.656,95,59.73,NA,NA,NA,NA,NA,NA,NA,1.02,1,NA,4.27,38.49,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2750,150,2600,0,NA,1,0,"Neotropical",2
"Eumops hansae","Eumops hansae","Eumops_hansae","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_hansae",0,0,0,"drop","drop",0,"yes","Eumops hansae",15.47,NA,75,38.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,320,45,275,0,NA,0,0,"Neotropical",3
"Eumops maurus","Eumops maurus","Eumops_maurus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_maurus",0,1,0,"keep","drop",1,"yes","Eumops maurus",20.66,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Neotropical",2
"Eumops patagonicus","Eumops patagonicus","Eumops_patagonicus","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_patagonicus",3,2,1,"keep","keep",1,"yes","Eumops patagonicus",12.22,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,48.99,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",2
"Eumops perotis","Eumops perotis","Eumops_perotis","Eumops","MOLOSSIDAE","Yangochiroptera","Eumops_perotis",7,7,2,"keep","keep",1,"yes","Eumops perotis",56.5,0.802,125,75.49,NA,NA,NA,NA,NA,85,NA,1,1,NA,7.53,45.66,NA,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Nearctic, Neotropical",2
