"species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete"
"Pteropus temminckii","Pteropus_temminckii","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_temminckii",0,0,0,"drop","drop",0,"yes"
"Pteropus tokudae","Pteropus_tokudae","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tokudae",0,1,0,"keep","drop",NA,"yes"
"Pteropus tonganus","Pteropus_tonganus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tonganus",85,2,1,"keep","keep",0,"yes"
"Pteropus tuberculatus","Pteropus_tuberculatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tuberculatus",0,0,0,"drop","drop",0,"yes"
"Pteropus ualanus","Pteropus_ualanus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ualanus",0,0,0,"drop","drop",0,"yes"
"Pteropus vampyrus","Pteropus_vampyrus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_vampyrus",104,53,23,"keep","keep",0,"yes"
"Pteropus vetulus","Pteropus_vetulus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_vetulus",0,0,0,"drop","drop",0,"yes"
"Pteropus voeltzkowi","Pteropus_voeltzkowi","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_voeltzkowi",0,0,0,"drop","drop",0,"yes"
"Pteropus woodfordi","Pteropus_woodfordi","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_woodfordi",0,0,0,"drop","drop",0,"yes"
"Pteropus yapensis","Pteropus_yapensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_yapensis",0,0,0,"drop","drop",0,"yes"
"Pygoderma bilabiatum","Pygoderma_bilabiatum","Pygoderma","PHYLLOSTOMIDAE","Yangochiroptera","Pygoderma_bilabiatum",0,1,0,"keep","drop",1,"yes"
"Rhinolophus acuminatus","Rhinolophus_acuminatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_acuminatus",5,3,2,"keep","keep",1,"yes"
"Rhinolophus adami","Rhinolophus_adami","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_adami",0,0,0,"drop","drop",0,"yes"
"Rhinolophus affinis","Rhinolophus_affinis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_affinis",298,29,18,"keep","keep",0,"yes"
"Rhinolophus alcyone","Rhinolophus_alcyone","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_alcyone",14,1,0,"keep","keep",1,"yes"
"Rhinolophus arcuatus","Rhinolophus_arcuatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_arcuatus",1,1,0,"keep","keep",0,"yes"
"Rhinolophus beddomei","Rhinolophus_beddomei","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_beddomei",0,1,0,"keep","drop",1,"yes"
"Rhinolophus blasii","Rhinolophus_blasii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_blasii",49,4,2,"keep","keep",1,"yes"
"Rhinolophus bocharicus","Rhinolophus_bocharicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_bocharicus",0,0,0,"drop","drop",1,"yes"
"Rhinolophus borneensis","Rhinolophus_borneensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_borneensis",0,0,0,"drop","drop",0,"yes"
"Rhinolophus canuti","Rhinolophus_canuti","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_canuti",0,0,0,"drop","drop",0,"yes"
"Rhinolophus capensis","Rhinolophus_capensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_capensis",3,10,0,"keep","keep",1,"yes"
"Rhinolophus celebensis","Rhinolophus_celebensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_celebensis",0,0,0,"drop","drop",0,"yes"
"Rhinolophus chaseni","Rhinolophus_chaseni","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Rhinolophus clivosus","Rhinolophus_clivosus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_clivosus",16,7,1,"keep","keep",1,"yes"
"Rhinolophus coelophyllus","Rhinolophus_coelophyllus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_coelophyllus",21,0,0,"keep","keep",0,"yes"
"Rhinolophus cognatus","Rhinolophus_cognatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_cognatus",0,0,0,"drop","drop",0,"yes"
"Rhinolophus cohenae","Rhinolophus_cohenae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Rhinolophus convexus","Rhinolophus_convexus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_convexus",0,0,0,"drop","drop",NA,"yes"
"Rhinolophus creaghi","Rhinolophus_creaghi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_creaghi",14,0,0,"keep","keep",0,"yes"
"Rhinolophus darlingi","Rhinolophus_darlingi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_darlingi",3,1,0,"keep","keep",1,"yes"
"Rhinolophus deckenii","Rhinolophus_deckenii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_deckenii",0,0,0,"drop","drop",0,"yes"
"Rhinolophus denti","Rhinolophus_denti","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_denti",5,0,0,"keep","keep",1,"yes"
"Rhinolophus eloquens","Rhinolophus_eloquens","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_eloquens",10,0,0,"keep","keep",1,"yes"
"Rhinolophus euryale","Rhinolophus_euryale","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_euryale",71,10,0,"keep","keep",1,"yes"
"Rhinolophus euryotis","Rhinolophus_euryotis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_euryotis",0,0,0,"drop","drop",1,"yes"
"Rhinolophus ferrumequinum","Rhinolophus_ferrumequinum","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ferrumequinum",421,139,26,"keep","keep",1,"yes"
"Rhinolophus formosae","Rhinolophus_formosae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_formosae",0,2,0,"keep","drop",1,"yes"
"Rhinolophus francisi","Rhinolophus_francisi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Rhinolophus fumigatus","Rhinolophus_fumigatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_fumigatus",5,0,0,"keep","keep",0,"yes"
"Rhinolophus guineensis","Rhinolophus_guineensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_guineensis",0,0,0,"drop","drop",1,"yes"
"Rhinolophus hildebrandtii","Rhinolophus_hildebrandtii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hildebrandtii",6,3,2,"keep","keep",1,"yes"
"Rhinolophus hilli","Rhinolophus_hilli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hilli",0,0,0,"drop","drop",1,"yes"
"Rhinolophus hillorum","Rhinolophus_hillorum","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hillorum",0,0,0,"drop","drop",1,"yes"
"Rhinolophus hipposideros","Rhinolophus_hipposideros","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hipposideros",70,35,5,"keep","keep",1,"yes"
"Rhinolophus huananus","Rhinolophus_huananus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,1,0,"keep","drop",0,"yes"
"Rhinolophus inops","Rhinolophus_inops","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_inops",0,3,1,"keep","keep",0,"yes"
"Rhinolophus kahuzi","Rhinolophus_kahuzi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Rhinolophus keyensis","Rhinolophus_keyensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_keyensis",0,0,0,"drop","drop",0,"yes"
"Rhinolophus landeri","Rhinolophus_landeri","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_landeri",27,2,0,"keep","keep",1,"yes"
"Rhinolophus lepidus","Rhinolophus_lepidus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_lepidus",50,4,1,"keep","keep",1,"yes"
"Rhinolophus luctoides","Rhinolophus_luctoides","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Rhinolophus luctus","Rhinolophus_luctus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_luctus",4,2,0,"keep","keep",1,"yes"
"Rhinolophus mabuensis","Rhinolophus_mabuensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Rhinolophus maclaudi","Rhinolophus_maclaudi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_maclaudi",0,0,0,"drop","drop",1,"yes"
"Rhinolophus macrotis","Rhinolophus_macrotis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_macrotis",20,6,3,"keep","keep",1,"yes"
"Rhinolophus madurensis","Rhinolophus_madurensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_madurensis",0,0,0,"drop","drop",0,"yes"
"Rhinolophus maendeleo","Rhinolophus_maendeleo","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_maendeleo",0,0,0,"drop","drop",0,"yes"
"Rhinolophus malayanus","Rhinolophus_malayanus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_malayanus",3,2,2,"keep","keep",0,"yes"
"Rhinolophus marshalli","Rhinolophus_marshalli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_marshalli",0,0,0,"drop","drop",0,"yes"
"Rhinolophus megaphyllus","Rhinolophus_megaphyllus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_megaphyllus",5,1,0,"keep","keep",1,"yes"
"Rhinolophus mehelyi","Rhinolophus_mehelyi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_mehelyi",9,6,0,"keep","keep",1,"yes"
"Rhinolophus mitratus","Rhinolophus_mitratus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_mitratus",0,0,0,"drop","drop",NA,"yes"
"Rhinolophus montanus","Rhinolophus_montanus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_montanus",0,0,0,"drop","drop",0,"yes"
"Rhinolophus mossambicus","Rhinolophus_mossambicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Rhinolophus nereis","Rhinolophus_nereis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_nereis",0,0,0,"drop","drop",NA,"yes"
"Rhinolophus osgoodi","Rhinolophus_osgoodi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_osgoodi",0,0,0,"drop","drop",0,"yes"
"Rhinolophus paradoxolophus","Rhinolophus_paradoxolophus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_paradoxolophus",0,0,0,"drop","drop",0,"yes"
"Rhinolophus pearsonii","Rhinolophus_pearsonii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pearsonii",42,0,0,"keep","keep",1,"yes"
"Rhinolophus philippinensis","Rhinolophus_philippinensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_philippinensis",0,3,0,"keep","drop",1,"yes"
"Rhinolophus pusillus","Rhinolophus_pusillus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus",254,18,4,"keep","keep",1,"yes"
"Rhinolophus rex","Rhinolophus_rex","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex",15,1,0,"keep","keep",1,"yes"
"Rhinolophus robinsoni","Rhinolophus_robinsoni","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_robinsoni",0,0,0,"drop","drop",0,"yes"
"Rhinolophus rouxii","Rhinolophus_rouxii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii",14,2,0,"keep","keep",1,"yes"
"Rhinolophus rufus","Rhinolophus_rufus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rufus",0,0,0,"drop","drop",0,"yes"
"Rhinolophus ruwenzorii","Rhinolophus_ruwenzorii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ruwenzorii",0,0,0,"drop","drop",1,"yes"
"Rhinolophus sakejiensis","Rhinolophus_sakejiensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sakejiensis",0,0,0,"drop","drop",0,"yes"
"Rhinolophus schnitzleri","Rhinolophus_schnitzleri","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Rhinolophus sedulus","Rhinolophus_sedulus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sedulus",0,1,0,"keep","drop",1,"yes"
"Rhinolophus shameli","Rhinolophus_shameli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_shameli",15,2,2,"keep","keep",NA,"yes"
"Rhinolophus shortridgei","Rhinolophus_shortridgei","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_shortridgei",0,0,0,"drop","drop",NA,"yes"
"Rhinolophus siamensis","Rhinolophus_siamensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_siamensis",0,0,0,"drop","drop",0,"yes"
"Rhinolophus silvestris","Rhinolophus_silvestris","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_silvestris",0,0,0,"drop","drop",NA,"yes"
"Rhinolophus simulator","Rhinolophus_simulator","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_simulator",53,2,0,"keep","keep",1,"yes"
"Rhinolophus sinicus","Rhinolophus_sinicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sinicus",349,43,27,"keep","keep",1,"yes"
"Rhinolophus smithersi","Rhinolophus_smithersi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Rhinolophus stheno","Rhinolophus_stheno","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_stheno",3,0,0,"keep","keep",0,"yes"
"Rhinolophus subbadius","Rhinolophus_subbadius","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_subbadius",0,0,0,"drop","drop",0,"yes"
"Rhinolophus subrufus","Rhinolophus_subrufus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_subrufus",0,1,0,"keep","drop",0,"yes"
"Rhinolophus swinnyi","Rhinolophus_swinnyi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_swinnyi",0,2,0,"keep","drop",1,"yes"
"Rhinolophus thailandensis","Rhinolophus_thailandensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Rhinolophus thomasi","Rhinolophus_thomasi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_thomasi",16,2,0,"keep","keep",0,"yes"
"Rhinolophus trifoliatus","Rhinolophus_trifoliatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_trifoliatus",2,0,0,"keep","keep",0,"yes"
"Rhinolophus virgo","Rhinolophus_virgo","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_virgo",0,1,0,"keep","drop",0,"yes"
"Rhinolophus willardi","Rhinolophus_willardi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Rhinolophus xinanzhongguoensis","Rhinolophus_xinanzhongguoensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Rhinolophus yunanensis","Rhinolophus_yunanensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_yunanensis",0,0,0,"drop","drop",1,"yes"
"Rhinolophus ziama","Rhinolophus_ziama","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ziama",0,0,0,"drop","drop",1,"yes"
"Rhinonicteris aurantia","Rhinonicteris_aurantia","Rhinonicteris","HIPPOSIDERIDAE","Yinpterochiroptera","Rhinonicteris_aurantia",3,1,0,"keep","keep",1,"yes"
"Rhinophylla alethina","Rhinophylla_alethina","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_alethina",0,0,0,"drop","drop",NA,"yes"
"Rhinophylla fischerae","Rhinophylla_fischerae","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_fischerae",0,0,0,"drop","drop",NA,"yes"
"Rhinophylla pumilio","Rhinophylla_pumilio","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_pumilio",5,4,0,"keep","keep",1,"yes"
"Rhinopoma hadramauticum","Rhinopoma_hadramauticum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Rhinopoma hardwickii","Rhinopoma_hardwickii","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_hardwickii",32,5,1,"keep","keep",1,"yes"
"Rhinopoma macinnesi","Rhinopoma_macinnesi","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_macinnesi",0,0,0,"drop","drop",NA,"yes"
"Rhinopoma microphyllum","Rhinopoma_microphyllum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_microphyllum",0,7,0,"keep","drop",1,"yes"
"Rhinopoma muscatellum","Rhinopoma_muscatellum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_muscatellum",0,2,0,"keep","drop",1,"yes"
"Rhogeessa aeneus","Rhogeessa_aeneus","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_aeneus",0,1,0,"keep","drop",NA,"yes"
"Rhogeessa alleni","Rhogeessa_alleni","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_alleni",0,0,0,"drop","drop",NA,"yes"
"Rhogeessa bickhami","Rhogeessa_bickhami","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Rhogeessa genowaysi","Rhogeessa_genowaysi","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_genowaysi",0,0,0,"drop","drop",NA,"yes"
"Rhogeessa gracilis","Rhogeessa_gracilis","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_gracilis",0,0,0,"drop","drop",NA,"yes"
"Rhogeessa hussoni","Rhogeessa_hussoni","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_hussoni",0,0,0,"drop","drop",NA,"yes"
"Rhogeessa io","Rhogeessa_io","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_io",0,1,0,"keep","drop",NA,"yes"
"Rhogeessa menchuae","Rhogeessa_menchuae","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Rhogeessa minutilla","Rhogeessa_minutilla","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_minutilla",0,0,0,"drop","drop",0,"yes"
"Rhogeessa mira","Rhogeessa_mira","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_mira",0,0,0,"drop","drop",NA,"yes"
"Rhogeessa parvula","Rhogeessa_parvula","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_parvula",4,1,1,"keep","keep",0,"yes"
"Rhogeessa tumida","Rhogeessa_tumida","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_tumida",4,2,0,"keep","keep",1,"yes"
"Rhynchonycteris naso","Rhynchonycteris_naso","Rhynchonycteris","EMBALLONURIDAE","Yangochiroptera","Rhynchonycteris_naso",8,5,0,"keep","keep",0,"yes"
"Rousettus aegyptiacus","Rousettus_aegyptiacus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_aegyptiacus",921,206,87,"keep","keep",1,"yes"
"Rousettus amplexicaudatus","Rousettus_amplexicaudatus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_amplexicaudatus",69,10,3,"keep","keep",1,"yes"
"Rousettus bidens","Rousettus_bidens","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_bidens",0,0,0,"drop","drop",0,"yes"
"Rousettus celebensis","Rousettus_celebensis","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_celebensis",0,0,0,"drop","drop",0,"yes"
"Rousettus lanosus","Rousettus_lanosus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_lanosus",0,2,0,"keep","drop",0,"yes"
"Rousettus leschenaultii","Rousettus_leschenaultii","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_leschenaultii",283,27,13,"keep","keep",1,"yes"
"Rousettus linduensis","Rousettus_linduensis","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_linduensis",0,0,0,"drop","drop",NA,"yes"
"Rousettus madagascariensis","Rousettus_madagascariensis","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_madagascariensis",15,9,2,"keep","keep",0,"yes"
"Rousettus obliviosus","Rousettus_obliviosus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_obliviosus",0,0,0,"drop","drop",0,"yes"
"Rousettus spinalatus","Rousettus_spinalatus","Rousettus","PTEROPODIDAE","Yinpterochiroptera","Rousettus_spinalatus",0,0,0,"drop","drop",0,"yes"
"Saccolaimus flaviventris","Saccolaimus_flaviventris","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_flaviventris",17,5,5,"keep","keep",1,"yes"
"Saccolaimus mixtus","Saccolaimus_mixtus","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_mixtus",0,0,0,"drop","drop",0,"yes"
"Saccolaimus peli","Saccolaimus_peli","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_peli",0,0,0,"drop","drop",0,"yes"
"Saccolaimus saccolaimus","Saccolaimus_saccolaimus","Saccolaimus","EMBALLONURIDAE","Yangochiroptera","Saccolaimus_saccolaimus",3,0,0,"keep","keep",1,"yes"
"Saccopteryx antioquensis","Saccopteryx_antioquensis","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_antioquensis",0,0,0,"drop","drop",NA,"yes"
"Saccopteryx bilineata","Saccopteryx_bilineata","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_bilineata",2,20,0,"keep","keep",1,"yes"
"Saccopteryx canescens","Saccopteryx_canescens","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_canescens",0,0,0,"drop","drop",0,"yes"
"Saccopteryx gymnura","Saccopteryx_gymnura","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_gymnura",0,0,0,"drop","drop",NA,"yes"
"Saccopteryx leptura","Saccopteryx_leptura","Saccopteryx","EMBALLONURIDAE","Yangochiroptera","Saccopteryx_leptura",0,2,0,"keep","drop",0,"yes"
"Sauromys petrophilus","Sauromys_petrophilus","Sauromys","MOLOSSIDAE","Yangochiroptera","Sauromys_petrophilus",0,1,0,"keep","drop",0,"yes"
"Scleronycteris ega","Scleronycteris_ega","Scleronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Scleronycteris_ega",0,0,0,"drop","drop",NA,"yes"
"Scoteanax rueppellii","Scoteanax_rueppellii","Scoteanax","VESPERTILIONIDAE","Yangochiroptera","Scoteanax_rueppellii",0,0,0,"drop","drop",1,"yes"
"Scotoecus albofuscus","Scotoecus_albofuscus","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_albofuscus",0,0,0,"drop","drop",NA,"yes"
"Scotoecus hirundo","Scotoecus_hirundo","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_hirundo",0,1,0,"keep","drop",1,"yes"
"Scotoecus pallidus","Scotoecus_pallidus","Scotoecus","VESPERTILIONIDAE","Yangochiroptera","Scotoecus_pallidus",0,0,0,"drop","drop",1,"yes"
"Scotomanes ornatus","Scotomanes_ornatus","Scotomanes","VESPERTILIONIDAE","Yangochiroptera","Scotomanes_ornatus",0,0,0,"drop","drop",0,"yes"
"Scotonycteris bergmansi","Scotonycteris_bergmansi","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Scotonycteris occidentalis","Scotonycteris_occidentalis","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Scotonycteris zenkeri","Scotonycteris_zenkeri","Scotonycteris","PTEROPODIDAE","Yinpterochiroptera","Scotonycteris_zenkeri",0,2,0,"keep","drop",0,"yes"
"Scotophilus andrewreborii","Scotophilus_andrewreborii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Scotophilus borbonicus","Scotophilus_borbonicus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_borbonicus",0,1,0,"keep","drop",NA,"yes"
"Scotophilus celebensis","Scotophilus_celebensis","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_celebensis",0,0,0,"drop","drop",NA,"yes"
"Scotophilus collinus","Scotophilus_collinus","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_collinus",0,0,0,"drop","drop",NA,"yes"
"Scotophilus dinganii","Scotophilus_dinganii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_dinganii",18,1,0,"keep","keep",1,"yes"
"Scotophilus ejetai","Scotophilus_ejetai","Scotophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Scotophilus heathii","Scotophilus_heathii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_heathii",4,5,2,"keep","keep",1,"yes"
"Scotophilus kuhlii","Scotophilus_kuhlii","Scotophilus","VESPERTILIONIDAE","Yangochiroptera","Scotophilus_kuhlii",602,15,9,"keep","keep",1,"yes"
