"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
NA,"1",NA,1700,0,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12658503.07,16.86,-23.11,-3.12,44.57,-17.53,13.51,0,38.99,1,0.13,96.31,237.17,945.17,1541.91,3,"A","1","Afrotropical",127.9,100,0,0,"3",15,2,2,2,"0","1","0","0","0","0",1,1
1,"0",56,NA,0,NA,1,NA,NA,NA,100,0,0,0,0,0,1,51.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"A","1","Afrotropical",10,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,2410,30,2440,NA,1,"1","0",100,0,0,0,0,0,1,42.5,98200.95,-3.15,-7.28,-5.21,144.52,136.97,140.74,1,5.52,1,0.18,267.81,241.03,1695.36,1700.01,2,"A","1","Australasian",6.93,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
2,"1",NA,500,0,500,0.98,1,"1","0",100,0,0,0,0,0,1,46.89,178832.48,6.1,0.66,3.38,118.78,101.55,110.17,1,70.12,2,0.18,268.14,237.02,1685.09,1735.06,1,"A","1","Indomalayan",9.59,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,44.49,630.6,-2.5,-2.85,-2.68,100.22,99.95,100.08,43,43,43,0.34,-999,-999,-999,-999,2,"A","1","Indomalayan",13.21,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,NA,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78200.16,14.27,11.25,12.76,79.33,76.1,77.72,137,317.49,155,0.07,68.86,252.8,906.3,1586.03,2,"A","1","Indomalayan",NA,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20917.08,19.1,17.83,18.47,105.05,102.39,103.72,5,44.38,5,0.12,139.93,214.09,1020.33,1301.45,1,"A","1","Indomalayan",9.3,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",NA,1400,0,1400,NA,0,"0","0",100,0,0,0,0,0,1,45.5,159686.83,-6.31,-24.85,-15.58,152.03,142.12,147.08,0,5.7,0,0.08,132.29,228.49,1065.37,1671.91,3,"A","1","Australasian",14,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
1,"1",NA,1000,0,1000,1.5,1,"0","0",100,0,0,0,0,0,1,50.49,272468.46,-0.81,-11.85,-6.33,162.39,133.93,148.16,1,11.61,2,0.12,280.94,227.3,1668.59,1699.8,2,"A","1","Australasian",18.99,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",NA,1000,0,1000,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41062.47,-8.06,-10.94,-9.5,123.49,116.71,120.1,0,98.33,23,0.07,254.68,239.77,-999,-999,1,"A","1","Australasian",19.95,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,NA,NA,NA,0.99,1,"0","0",100,0,0,0,0,0,1,41.49,2348.21,-2.84,-7.01,-4.92,129.58,115.19,122.39,23,204.5,23,0.03,256.52,227,-999,-999,2,"A","1","Australasian",8.39,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,1,"0","0",100,0,0,0,0,0,1,53,2424.77,-9.1,-9.63,-9.37,125.15,124.45,124.8,57,65.99,57,0.08,97.99,245.2,-999,-999,1,"A","1","Australasian",21.82,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
1,"1",NA,1100,0,1100,0.99,1,"1","0",100,0,0,0,0,0,1,45.99,1820493.51,24.98,-8.11,8.43,126.07,70.75,98.41,1,248.93,5,0.11,134.93,253.27,987.28,1572.11,3,"A","1","Indomalayan",9.335,100,0,0,"3",21,2,0,0,"0","1","0","0","0","0",1,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","1","0","0","0","0",0,0
1,"1",54.99,2300,0,2300,1,NA,NA,NA,100,0,0,0,0,0,1,49.55,6919468.79,12.93,-11.62,0.65,42.42,-15.51,13.45,0,47.2,1,0.13,122.62,233.6,1174.67,1540.64,2,"A","1","Afrotropical",10.035,100,0,0,"3",105,3,3,3,"0","1","0","0","0","0",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Australasian",7.7,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
1,"0",NA,NA,NA,NA,1,0,"1","0",100,0,0,0,0,0,1,34.99,136979.46,12.99,-2.99,4.99,125.23,99.59,112.41,2,23.61,3,0.2,253.05,227.43,1682.42,1693.05,2,"S","1","Indomalayan",6.5,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
1,"0",NA,1000,0,1000,1.5,0,"0","0",100,0,0,0,0,0,1,60.5,3812422.28,9.93,-2.87,3.53,32.12,-13.16,9.48,0,41.35,1,0.1,141.01,248.93,1287.07,1586.32,3,"A","1","Afrotropical",31.87,100,0,0,"3",26,1,1,3,"0","1","0","0","0","0",1,1
NA,"0",NA,720,380,1100,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18651.07,23.57,22.13,22.85,80.41,78.97,79.69,90,165.69,90,0.09,115.65,248.78,726.58,1419.71,1,"A","1","Indomalayan",3.84,100,0,0,"3",0,1,0,0,"0","1","0","0","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442.51,3.46,-1.15,1.15,101.83,101.23,101.53,36,322.29,36,0.15,252.04,257.99,1662.02,1851.41,1,"A","1","Indomalayan",9.8,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",NA,1210,0,1210,1,1,"1","0",100,0,0,0,0,0,1,88.69,3232983.89,18.65,-18.9,-0.12,161.39,93.45,127.42,0,119.34,2,0.12,221.44,243.75,1532.13,1714.7,3,"A","1","Australasian, Indomalayan",46.9,100,0,0,"3",17,9,1,1,"0","1","0","0","0","0",1,1
NA,"1",NA,NA,NA,NA,1,0,"0","0",100,0,0,0,0,0,1,73.49,293300.8,24.6,7.83,16.21,124.34,98.65,111.49,5,158.9,10,0.07,157.37,246.42,1123.73,1536.81,3,"A","1",NA,33.31,100,0,0,"3",4,1,0,0,"0","1","0","0","0","0",1,0
1,"1",NA,2600,0,2600,0.995,NA,NA,NA,100,0,0,0,0,0,1,40.87,3335652.43,34.99,5.91,20.45,94,58.44,76.22,4,325.04,10,0.1,85.87,245.52,689.19,1429.78,2,"A","1","Indomalayan",8.39,100,0,0,"3",0,7,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,900,0,900,NA,1,"1","0",100,0,0,0,0,0,1,40.5,343384.42,6.38,-1,2.69,117.85,101.77,109.81,1,14.27,3,0.18,275.18,232.75,1683.26,1699.53,2,"A","1","Indomalayan",10.09,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","1","0","0","0","0",0,0
1,"0",136.25,NA,0,NA,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,12658088.24,16.86,-23.11,-3.12,44.57,-17.53,13.51,0,38.79,1,0.13,96.31,237.17,945.17,1541.91,3,"A","1","Afrotropical",115.42,100,0,0,"3",194,3,2,1,"0","1","0","0","0","0",1,1
NA,"1",NA,NA,0,NA,NA,0,"1","0",100,0,0,0,0,0,1,38.49,132910.18,17.18,8.75,12.97,44.12,39.68,41.9,4,53.09,5,0.14,37.13,255.16,498.01,1672.63,3,"A","1","Afrotropical",8.72,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,480,0,480,NA,0,"0","0",100,0,0,0,0,0,1,37,15830.68,14.3,12.06,13.18,101.26,99.53,100.39,64,385.81,64,0.05,161.08,267.8,1225.29,1682.41,2,"A","1","Indomalayan",4,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",NA,NA,NA,NA,NA,0,"0","0",100,0,0,0,0,0,1,43.5,492128.37,-11.11,-19.69,-15.4,139.25,123.42,131.33,0,0.89,0,0.00312463989450629,73.89,266.84,789.95,1759.11,3,"A","1","Australasian",12,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",NA,1931,100,2031,NA,0,"1","0",100,0,0,0,0,0,1,89.49,4465866.75,33.01,1.26,17.13,122.13,77.88,100.01,1,209.75,9,0.08,143.35,185.89,1069.98,1300.83,2,"A","1","Indomalayan",49.99,100,0,0,"3",105,44,6,7,"0","1","0","0","0","0",1,1
NA,NA,NA,NA,NA,NA,NA,1,"1","0",100,0,0,0,0,0,1,37.5,28807.06,4.42,2.34,3.38,115.26,113.42,114.34,1,6.99,1,0.14,295.21,229.26,1697.17,1697.17,1,"A","1","Indomalayan",4.24,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,500,0,500,NA,0,"0","0",100,0,0,0,0,0,1,59.99,1904203.28,9.81,0.15,4.98,38.97,-12.34,13.31,1,54.28,2,0.11,135.82,245.43,1297.66,1561.36,1,"A","1","Afrotropical",31.11,100,0,0,"3",4,1,0,0,"0","1","0","0","0","0",1,0
NA,"1",NA,1270,100,1370,0.98,0,"1","0",100,0,0,0,0,0,1,41,4074334.86,31.29,-8.84,11.22,120.82,87.2,104.01,1,232.38,12,0.08,155.98,201.43,1147.81,1359.69,2,"S","1","Indomalayan",7.52,100,0,0,"3",0,1,0,0,"0","1","0","0","0","0",0,0
NA,"0",NA,100,200,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.82,-3.02,-3.29,-3.16,141.36,141.03,141.2,5,5,5,0.25,208,309,1720,1983,3,"A","1","Australasian",11.3,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
NA,"1",50,1000,0,1000,0.99,0,"0","0",100,0,0,0,0,0,1,34.5,1855266.13,-3.46,-27.85,-15.65,39.79,25.25,32.52,1,26.5,3,0.15,73.96,212.26,803.33,1440.52,2,"A","1","Afrotropical",4.16,100,0,0,"3",0,0,0,0,"0","1","0","0","0","0",0,0
2,"0",77,940,0,940,1,0,"1","0",100,0,0,0,0,0,1,54,2892359.62,18,-10.53,3.73,51.41,31.39,41.4,0,39.85,2,0.11,55.07,232.39,704.56,1613.35,3,"G","1","Afrotropical",26.45,100,0,0,"3",10,3,0,0,"0","0","0","0","0","0",1,0
1,"1",115.82,NA,NA,NA,1,0,"0","0",20,70,10,0,0,0,2,107,1038951.62,-11.11,-24.09,-17.6,150.83,116.68,133.75,0,1.2,0,0.03,65.9,251.77,724.23,1686.49,5,"G","1","Australasian",139,20,80,0,"3",0,16,0,0,"0","0","0","0","0","0",0,0
1,"1",74.995,2000,0,2000,1,0,"1","0",100,0,0,0,0,0,1,56,13982556.19,20.29,-15.63,2.32,48.9,-16.67,16.11,0,32.22,0,0.12,78.97,249.89,818,1564.3,2,"S","2","Afrotropical",28,100,0,0,"3",0,2,0,0,"0","0","0","0","0","0",0,0
1,"1",73.99,1000,0,1000,1,NA,NA,NA,40,30,20,10,0,0,3,69.5,6486789.9,34.77,1.26,18.01,119.66,67.29,93.48,0,260.94,7,0.08,112.7,205.2,872.75,1351.18,4,"G","1","Indomalayan",38.935,40,60,0,"3",16,37,4,3,"0","0","0","0","0","0",1,1
1,"1",73.99,1600,0,1600,1,1,"1","0",40,30,20,10,0,0,3,56.49,6183811.28,28.28,-8.78,9.75,128.9,69.58,99.24,1,227.44,9,0.1,157,245.59,1107.31,1546.31,3,"G","1","Indomalayan",38.6,40,60,0,"3",0,7,1,0,"0","0","0","0","0","0",0,0
1,NA,112,NA,NA,1300,1,0,"1","0",100,0,0,0,0,0,1,71.24,789177.81,32.58,12.68,22.63,-86.9,-112.74,-99.82,1,72.4,3,0.09,85.55,202.4,913.43,1490.8,2,"A","1","Nearctic, Neotropical",59.835,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,NA,0,NA,0.99,NA,NA,NA,100,0,0,0,0,0,1,36.5,3079756.19,9.34,-6.47,1.43,39.57,-13.32,13.12,0,56.15,1,0.12,149.71,241.81,1364.26,1560.83,1,"A","1","Afrotropical",16,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
1,NA,95,90,10,100,1.02,NA,NA,NA,100,0,0,0,0,0,1,59.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"A","1","Neotropical",36.4,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"0",NA,NA,NA,NA,0.99,NA,NA,NA,100,0,0,0,0,0,1,44.49,1671003.78,7.94,-1.84,3.05,35.92,-1.56,17.17,0,76.66,2,0.13,139.02,240.19,1348.94,1576.48,1,"A","1","Afrotropical",16.98,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
1,"1",NA,100,0,100,0.99,0,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,561315.78,-8.79,-22.23,-15.51,148.7,114.45,131.57,0,2.01,0,0.04,79.63,253.45,804.62,1709.54,1,"A","1","Australasian",8.12,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"0",NA,NA,0,NA,1,NA,NA,NA,100,0,0,0,0,0,1,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A","1","Australasian",8,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"0",NA,NA,NA,1250,NA,0,"0","0",100,0,0,0,0,0,1,49.99,495506.91,14.3,1.5,7.9,30.4,-15.43,7.48,3,31.03,4,0.09,168.61,255.46,1103.13,1520.09,2,"A","1","Afrotropical",18.45,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
3,"1",95,NA,NA,NA,1,NA,NA,NA,100,0,0,0,0,0,1,38.99,6151633.14,13.36,-25.07,-5.85,49.16,-6.48,21.33,0,43.35,1,0.12,120.76,243.06,1197.84,1569.74,3,"A","1",NA,10.98,100,0,0,"3",108,5,3,5,"0","0","1","0","0","0",1,1
NA,"0",NA,1200,1800,3000,NA,NA,NA,NA,100,0,0,0,0,0,1,34,50558.21,-10.61,-13.45,-12.03,-72.3,-74.75,-73.52,1,11.23,2,0.06,106.09,212.95,1007.21,1447.7,2,"A","1","Neotropical",6.11,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",95,1745,5,1750,NA,1,"1","0",100,0,0,0,0,0,1,37.37,189665.13,-16,-25.6,-20.8,49.86,43.63,46.74,5,42.81,7,0.19,147.12,201.93,1172.75,1579.09,4,"A","1","Afrotropical",11.56,100,0,0,"3",25,2,0,0,"0","0","1","0","0","0",1,0
NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Australasian",NA,NA,NA,NA,NA,0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,NA,NA,NA,1,0,"0","0",100,0,0,0,0,0,1,36.5,122196.45,-26.56,-35.48,-31.02,168.09,150.17,159.13,0,53.36,1,0.09,83.81,160.8,783.39,1229.42,NA,"A","1",NA,8,100,0,0,"3",0,1,0,0,"0","0","1","0","0","0",0,0
NA,"1",76,1500,0,1500,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,552617.08,20.04,7.2,13.62,-79.99,-105.41,-92.7,2,60.5,4,0.12,159.18,223.7,1165.43,1665.21,1,"A","1","Neotropical",20,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Australasian",NA,NA,NA,NA,NA,0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,NA,0,NA,NA,0,"0","0",100,0,0,0,0,0,1,34.99,1143474.09,7.98,-5.87,1.05,32.6,-2.34,15.12,0,62.67,1,0.13,144.9,243.69,1363.9,1548.36,1,"A","1","Afrotropical",11.55,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,NA,NA,250,0,250,NA,1,"0","0",100,0,0,0,0,0,1,38,38232.28,4.49,2.16,3.32,99.44,97.09,98.26,30,153.7,30,0.07,169.22,236.94,1499.05,1686.84,NA,"A","1","Indomalayan",8.41,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,37.5,3529.03,-2.83,-3.44,-3.14,26.07,25.47,25.77,5,9.8,5,0.14,137.79,237.4,1411.79,1591.79,1,"A","1","Afrotropical",8.1,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",95,2000,0,2000,NA,NA,NA,NA,100,0,0,0,0,0,1,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Afrotropical",9.05,100,0,0,"3",0,4,3,0,"0","0","1","0","0","0",0,0
NA,"0",NA,200,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288626.23,13.53,-5.7,3.91,126.6,118.75,122.67,5,129.71,17,0.09,203.66,225.93,1659.61,1810.96,2,"A","1","Australasian, Indomalayan",169.43,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
1,"1",125,200,100,300,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7676222.32,11.11,-17.92,-3.4,-48.9,-81.32,-65.11,0,14.33,0,0.13,169.16,235.24,1367.82,1558.49,3,"A","1","Neotropical",56.5,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",92,1775,25,1800,0.99,0,"1","0",100,0,0,0,0,0,1,61.5,14266279.15,21.62,-31.91,-5.14,-34.79,-95.95,-65.37,0,26.44,0,0.11,148.58,236.35,1282.56,1519.3,1,"A","1","Neotropical",28.49,100,0,0,"3",11,2,1,1,"0","0","1","0","0","0",1,1
1,"1",68,220,80,300,1,0,"1","0",100,0,0,0,0,0,1,40.12,15178955.17,21.62,-35.84,-7.11,-34.79,-96.14,-65.46,0,26.03,0,0.11,143.9,232.87,1254.68,1488.59,2,"A","1","Neotropical",12.22,100,0,0,"3",5,1,0,1,"0","0","1","0","0","0",1,1
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Afrotropical",NA,NA,NA,NA,NA,0,0,0,0,"0","0","1","0","0","0",0,0
1,"1",NA,NA,NA,NA,0.99,0,"0","0",100,0,0,0,0,0,1,33.58,3330351.4,-22.44,-38.85,-30.64,152.35,114.94,133.65,0,3.38,0,0.02,28.34,182.94,332.67,1171.67,NA,"A","1",NA,9.24,100,0,0,"3",0,2,0,0,"0","0","1","0","0","0",0,0
1,"1",91,NA,NA,NA,1.055,0,"1","0",100,0,0,0,0,0,1,42.26,13978029.11,44.2,-41.72,1.23,-37.67,-124.55,-81.11,0,45.59,0,0.08,81.68,169.87,834.71,1242.13,5,"A","1","Nearctic, Neotropical",12.5,100,0,0,"3",516,177,50,8,"0","0","1","0","0","0",1,1
NA,"1",NA,NA,NA,NA,NA,1,"1","0",100,0,0,0,0,0,1,81.49,1212454.98,11.42,-8.78,1.32,119.71,95.69,107.7,1,155.39,4,0.14,236.22,250.07,1659.3,1731.33,2,"A","1","Indomalayan",169.43,100,0,0,"3",0,3,0,0,"0","0","1","0","0","0",0,0
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"Australasian",NA,NA,NA,NA,NA,0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,NA,NA,NA,NA,1,"0","0",100,0,0,0,0,0,1,30,107157.22,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,108.76,16,0.02,103.5,252.34,1271,1782.03,1,"A","1","Neotropical",4.27,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,1600,400,2000,NA,NA,NA,NA,100,0,0,0,0,0,1,45.99,5163213.18,4.78,-28.43,-11.82,37.83,13.39,25.61,0,27.89,2,0.16,111.51,226.89,1125.34,1509.98,2,"A","1","Afrotropical",14.53,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
3,"1",95,1000,0,1000,1,NA,NA,NA,100,0,0,0,0,0,1,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Afrotropical",10.98,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"0",NA,NA,NA,1700,NA,NA,NA,NA,100,0,0,0,0,0,1,43.5,3206708.09,8.83,-6.01,1.4,37.12,-10.01,13.55,0,60.61,1,0.12,128.81,239.37,1269.15,1583.01,2,"A","1","Afrotropical",12.39,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,NA,0,NA,1,NA,NA,NA,100,0,0,0,0,0,1,48.99,3573026.75,16.83,-21.07,-2.12,44.06,26.14,35.1,0,46.04,3,0.13,73.12,220.86,871.55,1531.22,3,"A","1","Afrotropical",12.58,100,0,0,"3",0,1,0,0,"0","0","1","0","0","0",0,0
NA,"0",NA,NA,0,NA,1,NA,NA,NA,100,0,0,0,0,0,1,40,384114.36,13.01,1.62,7.32,34.31,28.9,31.61,2,19.92,3,0.09,85.38,257.16,1000.82,1611.72,1,"A","1","Afrotropical",9.74,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
1,"1",95,2600,150,2750,1.02,NA,NA,NA,100,0,0,0,0,0,1,59.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Nearctic",38.4,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,1400,0,1400,NA,NA,NA,NA,100,0,0,0,0,0,1,46.5,2825882.53,-1.59,-27.1,-14.35,152.11,113.14,132.63,0,1.29,0,0.05,65.76,246.72,632.7,1614.74,4,"A","1","Australasian",20.71,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",NA,1000,0,1000,NA,NA,NA,NA,100,0,0,0,0,0,1,47,6732376.9,12.82,-24.74,-5.95,40.84,4.74,22.79,0,27.69,1,0.15,99.84,233.35,980.1,1532.09,2,"A","1","Afrotropical",20.14,100,0,0,"3",0,1,1,0,"0","0","1","0","0","0",0,0
1,"1",85,NA,NA,2400,1.015,0,"1","0",100,0,0,0,0,0,1,47.06,2026991.98,23.6,1.4,12.5,-53.31,-106.48,-79.9,0,66.5,1,0.12,139.93,231.25,1306.24,1647.1,2,"A","1","Neotropical",21.09,100,0,0,"3",13,4,2,1,"0","0","1","0","0","0",1,1
NA,"0",NA,NA,0,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,51,686927.63,9.03,-1.32,3.85,32.53,-3.33,14.59,0,23.06,1,0.13,143.46,244.58,1459.3,1577.69,2,"A","1","Afrotropical",19.54,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
NA,"1",60,NA,NA,1500,0.99,0,"1","0",100,0,0,0,0,0,1,35.49,1848057.21,12.46,-10.41,1.02,-34.79,-80.1,-57.45,0,52.15,0,0.1,148.42,248.11,1313.54,1666.55,1,"A","1","Neotropical",15.87,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
2,"0",62.41,NA,NA,1300,0.99,0,"0","0",100,0,0,0,0,0,1,NA,382245.88,20.59,11.5,16.04,-85.19,-104.59,-94.89,6,101,12,0.09,110.37,208.13,1026.23,1610.02,1,"A","1","Neotropical",14,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
2,NA,63.705,1300,0,1300,0.992,NA,NA,NA,100,0,0,0,0,0,1,NA,3843.41,5.29,4.7,4.99,-52.27,-53.14,-52.7,0,9,0,0.19,303.4,246.59,1552,1739.01,2,"A","1","Neotropical",13.925,100,0,0,"3",0,0,0,0,"0","0","1","0","0","0",0,0
2,"1",63.705,1300,0,1300,0.992,NA,NA,NA,100,0,0,0,0,0,1,NA,4795656.58,15.64,-16.58,-0.47,-54.28,-92.98,-73.63,0,15.83,0,0.14,181.94,245.07,1420.09,1566.3,2,"A","1","Neotropical",13.925,100,0,0,"3",4,1,0,0,"0","0","1","0","0","0",1,0
2,"1",65,100,50,150,0.99,0,"1","0",100,0,0,0,0,0,1,41,1346846.01,12.46,-4.95,3.75,-60.78,-84.18,-72.48,0,61.82,1,0.12,140.76,238.26,1338.73,1618.9,3,"A","1","Neotropical",14,100,0,0,"3",2,2,0,0,"0","0","1","0","0","0",1,0
2,"1",62.41,NA,NA,NA,0.99,0,"1","0",100,0,0,0,0,0,1,38.22,16538107.62,28.68,-39.01,-5.16,-34.79,-108.56,-71.68,0,32.82,0,0.1,137.03,226.13,1211.68,1469.82,1,"A","1","Neotropical",13.85,100,0,0,"3",139,101,20,8,"0","0","1","0","0","0",1,1
NA,"1",78,NA,NA,1200,0.98,0,"1","0",100,0,0,0,0,0,1,45.5,2510175.15,17.98,-1.27,8.35,-58.46,-100.83,-79.65,0,45.5,0,0.11,162.95,237.33,1392.14,1642.87,3,"A","1","Neotropical",98,100,0,0,"3",2,1,0,1,"0","0","1","0","0","0",1,1
