"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
1,"1",79.5,NA,NA,200,1,0,"1","0",90,0,0,0,10,0,1,49.97,243008.88,20.51,14.53,17.52,-83.28,-94.62,-88.95,2,32.69,3,0.19,150.71,244.83,1375.34,1605.37,1,"S","1","Neotropical",20.58,90,0,10,"2",0,0,0,0,"0","0","0","1","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Neotropical",NA,89,0,11,NA,0,0,0,0,"0","0","0","1","0","0",0,0
1,"1",51,NA,NA,2600,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664514.34,23.5,-0.32,11.59,-54.94,-105.08,-80.01,0,34.08,0,0.13,147.21,238.11,1356.39,1639.85,3,"S","1","Neotropical",6.4,20,0,80,"2",0,10,0,0,"0","0","0","1","0","0",0,0
NA,"0",55,NA,NA,2100,1,0,"1","0",0,0,0,0,100,0,1,29,4577247.97,12.19,-16.56,-2.18,-46.31,-71.54,-58.93,0,9.86,0,0.13,159.06,250.29,1385.28,1616.68,1,"Ar","1","Neotropical",11.305,0,0,100,"1",0,0,0,0,"0","0","0","1","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,0,"0","0",40,0,0,0,30,30,3,35.99,101542.34,-13.85,-17.43,-15.64,-44.39,-47.33,-45.86,1,8.26,2,0.09,123.36,207.9,1049.24,1475.13,2,"Ar","1","Neotropical",7.2,40,0,60,"2",0,1,0,0,"0","0","0","1","0","0",0,0
NA,"1",53,NA,NA,NA,1,0,"1","0",100,0,0,0,0,0,1,35.63,13319743.35,18.28,-28.82,-5.26,-34.79,-93.06,-63.92,0,25.99,0,0.11,152.53,237.4,1299.46,1529.88,1,"A","1","Neotropical",8.02,100,0,0,"3",0,4,0,0,"0","0","0","1","0","0",0,0
NA,"0",NA,2050,50,2100,NA,0,"1","0",30,0,0,0,30,40,3,43,450082.95,12.2,6.99,9.59,-60.78,-72.77,-66.77,0,60.54,1,0.13,102.16,254.58,1303.89,1742.17,3,"Ar","1","Neotropical",15.06,30,0,70,"2",0,0,0,0,"0","0","0","1","0","0",0,0
1,"0",86,1500,0,1500,0.995,0,"1","0",20,0,0,0,40,40,3,52.79,376465.67,12.46,4.42,8.44,-63.59,-74.69,-69.14,4,93,7,0.11,94.09,233.97,1349.05,1696.03,2,"Ar","1","Neotropical",25,20,0,80,"1",4,20,0,1,"0","0","0","1","0","0",1,1
1,"0",89.5,NA,NA,2600,1,0,"1","0",NA,NA,NA,NA,NA,NA,NA,53.37,1217816.36,33.61,13.48,23.54,-89.47,-113.95,-101.71,0,61.3,1,0.09,65.06,196.17,806.61,1406.01,2,"Ar","1","Nearctic, Neotropical",24.26,10,0,90,"1",0,26,0,0,"0","0","0","1","0","0",0,0
NA,"0",51,1250,50,1300,0.98,0,"1","0",30,0,0,0,40,30,3,35.49,6447650.32,10.01,-17.41,-3.7,-44.36,-81.35,-62.85,0,9.15,0,0.12,173.43,241.56,1414.88,1583.68,3,"Ar","1","Neotropical",8.63,30,0,70,"2",0,1,0,0,"0","0","0","1","0","0",0,0
NA,"1",NA,NA,NA,NA,NA,0,"0","0",40,0,0,0,30,30,3,40,128491.45,-17.9,-22.3,-20.1,-42.46,-46.43,-44.44,4,54.27,8,0.05,120.37,201.47,1121.31,1308.72,2,"Ar","1","Neotropical",9.74,40,0,60,"2",0,3,0,0,"0","0","0","1","0","0",0,0
NA,"0",68,NA,NA,1400,0.995,1,"0","0",0,0,0,0,100,0,1,44,2107462.67,26.26,5.05,15.65,-60.78,-108.71,-84.74,0,58.61,3,0.12,126.65,232.97,1224.39,1627.36,2,"Ar","1","Neotropical",23.09,0,0,100,"1",0,1,0,0,"0","0","0","1","0","0",0,0
NA,"0",88,500,0,500,0.98,0,"0","0",80,0,0,0,20,0,2,55.5,4760330.64,16.02,-16.64,-0.31,-46.35,-87.31,-66.83,0,17.42,0,0.12,181.36,239.36,1427.66,1596.84,1,"S","1","Neotropical",18.61,80,0,20,"2",0,0,0,0,"0","0","0","1","0","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","1","0","0",0,0
NA,"0",65,NA,NA,NA,0.98,0,"1","0",40,0,0,0,30,30,3,33.86,3437157.68,12.46,-25.78,-6.65,-34.79,-84.01,-59.4,0,60.1,2,0.08,126.73,229.03,1131.97,1495.01,2,"Ar","1","Neotropical",21.56,40,0,60,"2",0,2,0,0,"0","0","0","1","0","0",0,0
1,"1",74,NA,NA,1500,0.98,0,"1","0",100,0,0,0,0,0,1,51.05,11889121.65,20.04,-25.46,-2.7,-34.79,-96.71,-65.75,0,27.52,0,0.12,156.02,242.68,1310.6,1552.9,2,"S","1","Neotropical",15.38,100,0,0,"3",6,5,0,1,"0","0","0","1","0","0",1,1
NA,"0",NA,NA,NA,NA,0.99,1,"1","0",20,0,0,0,40,40,3,39.43,203276.18,23.19,17.6,20.39,-65.59,-84.95,-75.27,1,162.3,11,0.04,106.77,245.98,1361.58,1646.11,1,"Ar","1","Neotropical",8.745,20,0,80,"2",0,6,0,0,"0","0","0","1","0","0",0,0
2,"0",89,1845,0,1845,0.99,0,"1","0",90,0,0,0,10,0,1,54.5,13507762.32,15.43,-26.74,-5.65,-34.79,-86.3,-60.54,0,24.04,0,0.11,148.53,236.1,1276.66,1519.56,1,"S","1","Neotropical",32.29,90,0,10,"2",5,5,0,2,"0","0","0","1","0","0",1,1
1,"1",59.92,2590,50,2640,1,0,"1","0",10,0,0,0,40,50,2,34,954887.07,21.62,8.02,14.82,-82.11,-105.67,-93.89,0,57.53,4,0.14,141.67,228.21,1200.26,1622.9,2,"Ar","1","Neotropical",7.5,10,0,90,"1",0,4,0,0,"0","0","0","1","0","0",0,0
1,NA,75,NA,NA,1600,0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113389.51,-8.32,-13.67,-10.99,-72.44,-77.18,-74.81,2,17.57,2,0.07,115.61,171.04,1057.38,1444.39,NA,"S","1","Neotropical",13.91,20,0,80,"2",0,0,0,0,"0","0","0","1","0","0",0,0
1.5,"1",81.26,NA,NA,NA,1,1,"0","0",10,0,0,0,70,10,1,66.21,14649.83,18.52,13.03,15.78,-59.42,-67.26,-63.34,0,334.38,8,0.04,104.75,240,-999,-999,2,"Ar","1","Neotropical",45,10,0,90,"2",0,4,1,0,"0","0","0","1","0","0",0,0
NA,"1",58,1500,0,1500,1,0,"1","0",40,0,0,0,30,30,3,34.5,314356.09,20.26,15.26,17.76,-92.57,-104.26,-98.42,6,108.54,12,0.07,109.3,204.46,979.36,1553.57,3,"Ar","1","Neotropical",8.54,40,0,60,"2",3,0,0,1,"0","0","0","1","0","0",1,1
1,"1",93,3000,500,3500,1,0,"1","0",20,0,0,0,40,40,3,56.78,999207.02,30.41,13.9,22.15,-90.32,-105.7,-98.01,0,73.37,1,0.07,71.17,197.54,810.09,1375.83,3,"Ar","1","Nearctic, Neotropical",22.63,20,0,80,"2",4,7,0,1,"0","0","0","1","0","0",1,1
NA,NA,58,1600,0,1600,0.98,0,"1","0",30,0,0,0,40,30,3,34,2763301.06,25.05,0.91,12.98,-51.64,-108.21,-79.92,0,42.76,0,0.11,148.03,238.66,1362.84,1661.72,2,"Ar","1","Neotropical",7.9,30,0,70,"2",0,2,1,0,"0","0","0","1","0","0",0,0
1,"1",79.5,2100,300,2400,0.995,0,"1","0",20,0,0,0,40,40,3,44.49,1786274.52,33.35,13.13,23.24,-87.22,-117.35,-102.28,0,53.53,1,0.1,52.95,189.59,692.9,1322.52,4,"Ar","1","Nearctic, Neotropical",19.13,20,0,80,"2",0,10,0,0,"0","0","0","1","0","0",0,0
NA,"1",62,NA,NA,700,0.98,0,"1","0",80,0,0,0,20,0,2,39.61,4953546.05,17.72,-9.19,4.26,-46.41,-95.29,-70.85,0,23.08,0,0.12,167.21,247.8,1438.75,1645.14,3,"S","1","Neotropical",10.39,80,0,20,"2",0,1,0,0,"0","0","0","1","0","0",0,0
2,"1",53.995,2250,0,2250,1,0,"1","0",40,0,0,0,30,30,3,38.49,557238.86,12.46,2.4,7.43,-58.58,-75.7,-67.14,0,61.03,0,0.12,105.87,251.37,1296.26,1706.67,3,"Ar","1","Neotropical",10.9,40,0,60,"2",2,5,1,1,"0","0","0","1","0","0",1,1
NA,"1",NA,NA,NA,NA,0.98,0,"1","0",NA,NA,NA,NA,NA,NA,NA,33.95,11229124.06,13.37,-24.51,-5.56,-34.79,-81.35,-58.07,0,25.86,0,0.11,155.74,240.54,1309.36,1551.68,3,"S","1","Neotropical",6.4,20,0,80,"2",4,1,0,1,"0","0","0","1","0","0",1,1
NA,"0",NA,550,0,550,0.995,1,"0","0",20,0,0,0,40,40,3,43.54,4183.11,18.28,13.03,15.66,-59.42,-63.17,-61.29,8,393.2,8,0.05,-999,-999,-999,-999,1,"Ar","1","Neotropical",15.33,20,0,80,"2",0,1,0,0,"0","0","0","1","0","0",0,0
2,"1",53.995,NA,NA,NA,1,0,"1","0",40,0,0,0,30,30,3,35.7,15465868.32,29.56,-34.78,-2.61,-34.79,-110.73,-72.76,0,31.15,0,0.11,141.96,230.99,1244.18,1508.29,4,"Ar","1","Neotropical",10.25,40,0,60,"1",74,109,7,11,"0","0","0","1","0","0",1,1
NA,NA,NA,NA,NA,NA,NA,0,"0","0",80,0,0,0,20,0,2,45.99,1043291.01,-10.91,-16.43,-13.67,-52.67,-72.32,-62.5,0,3.59,0,0.23,157.81,232.43,1253.21,1480.03,2,"S","1","Neotropical",14.53,80,0,20,"2",0,0,0,0,"0","0","0","1","0","0",0,0
1,"0",75,NA,NA,1000,1,0,"1","0",30,0,20,20,30,0,4,56,2103098.89,6.82,-28.68,-10.92,-34.79,-58.95,-46.87,0,68.9,0,0.07,139.13,232.3,1207.48,1528.16,3,"S","1","Neotropical",12.9,30,40,30,"3",0,2,0,0,"0","0","0","1","0","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Neotropical",NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","1","0","0",0,0
2,"1",93,NA,NA,NA,1,0,"1","0",10,0,0,0,80,10,1,70.33,14275189.62,22.11,-29.57,-3.73,-34.79,-98.34,-66.56,0,27.78,0,0.11,148.64,235.91,1281.41,1521.14,2,"Ar","1","Neotropical",46.1,10,0,90,"2",332,111,21,19,"0","0","0","1","0","0",1,1
2,"1",59,NA,NA,2400,1,0,"1","0",40,0,0,0,30,30,3,35.71,319942.69,20.11,9.59,14.85,-84.89,-100.42,-92.66,6,131.27,20,0.08,119.14,208.6,1065.32,1603.74,2,"Ar","1","Neotropical",10.7,40,0,60,"2",0,0,0,0,"0","0","0","1","0","0",0,0
1.5,"1",82.495,NA,NA,1900,1,0,"1","0",0,100,0,0,0,0,1,54.99,8019521.93,30.35,-24.7,2.82,-35.16,-102.67,-68.91,0,33.37,0,0.12,141.74,237.62,1227.21,1500.76,4,"G","1","Nearctic, Neotropical",28.11,0,100,0,"3",19,18,4,1,"0","0","0","1","0","0",1,1
2,"1",93,NA,NA,NA,1,0,"1","0",10,0,0,0,80,10,1,60.34,14327574.52,26.12,-25.53,0.29,-34.79,-108.79,-71.79,0,33.02,0,0.11,147.19,237.53,1278.5,1531.97,4,"Ar","1","Neotropical",46.1,10,0,90,"2",93,104,27,14,"0","0","0","1","0","0",1,1
1,"0",75,NA,NA,NA,0.995,0,"1","0",50,0,0,0,50,0,2,48.84,10073417.99,19.67,-14.93,2.36,-34.79,-90.07,-62.43,0,19.59,0,0.12,163.06,244.41,1336.32,1574.05,3,"S","1","Neotropical",13.91,50,0,50,"3",4,4,0,0,"0","0","0","1","0","0",1,0
NA,NA,NA,NA,NA,NA,NA,0,"1","0",40,0,0,0,30,30,3,38.49,444717.1,-1.59,-13.05,-7.32,-75.48,-81.35,-78.42,0,58.88,2,0.11,106.41,180.43,956.3,1396.67,NA,"Ar","1","Neotropical",8.72,40,0,60,"2",0,0,0,0,"0","0","0","1","0","0",0,0
1,"0",75,NA,NA,NA,0.99,0,"1","0",60,10,0,0,30,0,2,65.2,812740.52,21.62,3.32,12.47,-72,-97.31,-84.65,0,57.85,3,0.14,170.19,235.51,1381.97,1593.2,2,"S","1","Neotropical",26.195,60,10,30,"2",0,2,0,0,"0","0","0","1","0","0",0,0
NA,"0",NA,800,1400,2200,NA,0,"0","0",40,0,0,0,30,30,3,45.99,527830.95,-1.28,-15.1,-8.19,-71.66,-79.29,-75.47,1,13.58,1,0.11,138.99,183.25,1145.61,1421.97,2,"Ar","1","Neotropical",14.53,40,0,60,"2",0,0,0,0,"0","0","0","1","0","0",0,0
NA,"1",NA,437,75,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Neotropical",NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","1","0","0",0,0
NA,"0",201.25,1500,0,1500,0.98,1,"1","0",0,0,0,0,100,0,1,133.5,173613.3,3.74,-6.49,-1.37,126.34,118.75,122.55,5,92.68,17,0.07,229.41,215.47,1812.6,1909.15,2,"Ar","1","Australasian",384.84,0,0,100,"1",17,1,1,2,"0","0","0","0","1","0",1,1
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,1,140,87.45,4.04,3.81,3.93,126.73,126.6,126.67,109,109,109,0,-999,-999,-999,-999,1,"Ar","1","Australasian",352.43,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
1,"0",NA,1100,0,1100,1,1,"0","0",0,0,0,0,100,0,1,188.04,261660.73,18.65,5.55,12.1,126.6,119.74,123.17,19,238.14,34,0.1,202.52,242.33,1471.66,1734.15,1,"Ar","1","Indomalayan",1087.04,0,0,100,"1",0,4,3,0,"0","0","0","0","1","0",0,0
NA,"0",NA,NA,0,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,139.95,12831.86,12.33,7.8,10.06,120.34,116.93,118.63,22,43.33,25,0.21,224,249.78,-999,-999,1,"Ar","1","Indomalayan",352.07,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",NA,450,0,450,0.98,1,"0","0",0,0,0,0,100,0,1,145.5,74770.92,-8.06,-10.37,-9.22,127.3,115.83,121.57,23,107.08,23,0.08,204.54,243.2,-999,-999,2,"Ar","1","Australasian",467.93,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",73,NA,550,NA,0.995,1,"0","0",NA,NA,NA,NA,NA,NA,NA,44,20667.22,6.4,3.81,5.11,117.13,115.04,116.08,3,26.26,3,0.25,270.73,225.8,1794.08,1862.13,2,"Ar","1","Indomalayan",13.9,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",73,1700,1000,2700,0.99,1,"1","0",0,0,0,0,70,30,2,46.49,110914.61,5.16,-8.96,-1.89,116.73,99.87,108.3,12,282.32,17,0.11,250.35,242.64,1724.94,1820.8,1,"Ar","1","Indomalayan",15,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,NA,63.9,750,1500,2250,NA,1,"0","0",0,0,0,0,100,0,1,44.61,168.3,7.92,7.79,7.86,124.51,124.38,124.45,110,145,110,0.06,187,200,1589.5,1723.5,1,"Ar","1","Indomalayan",16.24,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",112.995,400,0,400,1.1,0,"1","0",0,0,0,0,100,0,1,71,5648557.98,33.2,-5.94,13.63,119.33,67.57,93.45,1,242.36,10,0.09,138.22,233.8,1018.32,1479.68,2,"Ar","1","Indomalayan",37.4,0,0,100,"1",91,73,10,11,"0","0","0","0","1","0",1,1
2,"1",112.995,800,0,800,1,1,"1","0",0,0,0,0,100,0,1,76.94,592527.99,5.65,-10.37,-2.35,127.3,95.18,111.24,20,274.42,32,0.11,216.37,250.45,1645.26,1752.83,2,"Ar","1","Australasian, Indomalayan",41.055,0,0,100,"1",0,3,1,0,"0","0","0","0","1","0",0,0
1,"0",245.47,1900,500,2400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.24,66662.67,-4.66,-6.94,-5.8,145.87,140.28,143.07,1,14.78,1,0.17,354.23,171.17,1655.43,1662.62,2,"Ar","1","Australasian",623.91,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",NA,1100,0,1100,NA,1,"0","0",0,0,0,0,100,0,1,139.5,107982.23,18.65,9.81,14.23,125.7,119.74,122.72,19,296.61,30,0.08,238.29,240.72,1367.82,1715.75,1,"Ar","1","Indomalayan",343.81,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","1","0",0,0
1,"0",161.28,NA,NA,NA,0.99,1,"0","0",0,0,0,0,100,0,1,105.74,7965.78,0.04,-1.36,-0.66,136.38,129.27,132.83,5,15.24,5,0.07,222.99,258.66,-999,-999,3,"Ar","1","Australasian",165.35,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",178.14,1000,0,1000,NA,1,"0","0",NA,NA,NA,NA,NA,NA,NA,122.37,25941.38,3.74,-1.74,0.99,128.9,125.35,127.13,5,45.72,5,0.04,201.4,250,-999,-999,4,"Ar","1","Australasian",229.435,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",164.32,NA,NA,NA,NA,1,"0","0",0,0,0,0,100,0,1,115.64,2639.5,-0.62,-1.52,-1.07,136.38,135.1,135.74,2,25.57,2,0.06,223,255,-999,-999,2,"Ar","1","Australasian",201.06,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",202.74,NA,NA,NA,NA,1,"1","0",0,0,0,0,100,0,1,114.76,174051.74,1.75,-5.7,-1.97,126.07,118.75,122.41,5,92.77,17,0.08,229.47,215.95,1812.6,1909.15,3,"Ar","1","Australasian",302.03,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",173.98,1300,0,1300,0.99,1,"0","0",0,0,0,0,100,0,1,107.25,34503.07,-5,-11.85,-8.42,162.39,154.51,158.45,13,14.02,13,0.17,192.96,262,-999,-999,3,"Ar","1","Australasian",152.6,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
1.5,"0",NA,NA,NA,NA,0.995,1,"1","0",0,0,0,0,100,0,1,80,340450.08,-0.45,-9.8,-5.12,147.61,119.52,133.56,1,9.15,1,0.11,283.43,231.72,1665.88,1688.94,2,"Ar","1","Australasian",80.1,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
1.5,"0",66,NA,NA,NA,1,1,"1","0",NA,NA,NA,NA,NA,NA,NA,40.96,870187.37,7.09,-5.94,0.57,119.26,95.18,107.22,1,90.03,4,0.14,244.15,249.46,1690.56,1755.34,1,"Ar","1",NA,14.43,0,0,100,"1",1,0,0,1,"0","0","0","0","1","0",1,1
1,"0",202.5,1190,10,1200,1.08,1,"1","0",0,0,0,0,100,0,1,127.72,594211.19,-11.94,-25.6,-18.77,50.48,43.22,46.85,2,25.75,3,0.19,120.91,219.78,1075.65,1581.19,2,"Ar","2","Afrotropical",297.58,0,0,100,"1",22,9,6,3,"0","0","0","0","1","0",1,1
1,"0",198.79,2000,0,2000,1.04,NA,NA,NA,0,0,0,0,100,0,1,120.5,18942406.16,18.49,-34.83,-8.17,51.41,-17.53,16.93,0,34.3,1,0.13,84.6,233.78,864.91,1524.57,3,"Ar","2","Afrotropical",280.43,0,0,100,"1",1247,121,63,22,"0","0","0","0","1","0",1,1
NA,"0",106.38,300,800,1100,NA,0,"0","0",NA,NA,NA,NA,NA,NA,NA,67.49,563.41,10.58,10.33,10.46,77.64,77.39,77.51,233,313.49,233,0.05,118.02,279.74,1084.51,1427.49,2,"Ar","1","Indomalayan",49.99,0,0,100,"1",0,1,0,0,"0","0","0","0","1","0",0,0
NA,NA,102,2900,100,3000,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,54.5,1398642.31,19.4,-5.94,6.73,119.26,95.18,107.22,1,106.38,4,0.14,221.55,247.74,1501.6,1701.7,1,"Ar","1","Indomalayan",26.29,0,0,100,"1",0,2,0,0,"0","0","0","0","1","0",0,0
2,"1",61.295,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,100,1,41.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar","1","Afrotropical",14.555,0,0,100,"1",0,1,0,0,"0","0","0","0","1","0",0,0
NA,"0",NA,NA,NA,NA,NA,0,"0","0",0,0,0,0,100,0,1,60.59,237569.09,-4.81,-7.68,-6.24,22.57,12.37,17.47,3,25.22,3,0.17,129.94,237.98,1222.25,1504.8,2,"Ar","1","Afrotropical",32.01,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",90.69,NA,NA,NA,0.99,0,"1","0",0,0,0,0,90,10,1,51.98,7997702.34,13.97,-12.82,0.57,38.73,-16.82,10.95,0,40.52,1,0.12,124.59,245.19,1153.38,1557.21,3,"Ar","1","Afrotropical",25.38,0,0,100,"1",88,8,6,4,"0","0","0","0","1","0",1,1
2,"0",112.995,1600,0,1600,1.1,NA,NA,NA,0,0,0,0,100,0,1,64.21,2220429.06,27.65,-4.18,11.73,126.6,74.37,100.48,0,190.51,4,0.12,195.98,244.45,1328.22,1611.42,2,"Ar","1","Indomalayan",37.4,0,0,100,"1",64,46,9,5,"0","0","0","0","1","0",1,1
NA,"0",NA,1460,0,1460,2,1,"1","0",0,0,0,0,100,0,1,73.52,1048657.06,14.54,-8.78,2.88,117.74,95.18,106.46,1,192.4,4,0.12,239.19,246.32,1647.57,1739.99,3,"Ar","1","Australasian, Indomalayan",56.955,0,0,100,"1",5,0,0,0,"0","0","0","0","1","0",1,0
3,"1",68.09,2250,0,2250,0.99,1,"1","0",0,0,0,0,20,80,2,40.23,3030953.37,18.65,-21.21,-1.28,162.39,95.18,128.79,0,106.01,0,0.12,194.34,248.02,1397.33,1726.13,3,"Ar","1","Australasian, Indomalayan",16.1,0,0,100,"1",9,6,0,0,"0","0","0","0","1","0",1,0
NA,"1",85,NA,NA,2000,1,0,"1","0",0,0,0,0,20,80,2,46.96,1987018.44,28.19,-8.96,9.61,116.73,88,102.36,2,179.06,8,0.09,180.67,236.56,1279.09,1582.09,2,"Ar","1","Indomalayan",21.8,0,0,100,"1",5,1,0,1,"0","0","0","0","1","0",1,1
NA,"0",70,NA,NA,NA,0.98,1,"0","0",0,0,0,0,100,0,1,45.5,427413.21,8.37,-7.14,0.61,125.05,95.68,110.36,3,153.43,9,0.12,232.64,245.24,1706.4,1792.67,2,"Ar","1","Australasian, Indomalayan",17.7,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16713.06,-7.56,-10.85,-9.21,162.39,156.49,159.44,13,13,13,0.18,200.97,258.44,-999,-999,2,"Ar","1","Australasian",48.4,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",100.065,1600,0,1600,NA,1,"0","0",0,0,0,0,30,70,2,59.99,45403.57,-2.35,-6.3,-4.33,153.11,146.98,150.05,8,10.44,8,0.18,214.16,251.86,-999,-999,2,"Ar","1","Australasian",50.445,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",88.28,1100,0,1100,0.98,1,"0","0",0,0,0,0,30,70,2,53.73,12286.51,-5.07,-9.14,-7.11,160.3,154.59,157.45,13,15.13,13,0.16,185.99,265.11,-999,-999,2,"Ar","1","Australasian",36.2,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
1,"0",214.115,1800,0,1800,0.99,1,"0","0",0,0,0,0,100,0,1,110.83,5451.04,-8.4,-11.65,-10.03,154.28,150.09,152.18,12,12,12,0.09,267,254,-999,-999,2,"Ar","1","Australasian",358.35,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",NA,2200,0,2200,0.98,1,"0","0",0,0,0,0,100,0,1,115.1,84055.51,-7.55,-10.37,-8.96,129.86,114.43,122.14,19,131.92,19,0.07,204.26,241.37,-999,-999,3,"Ar","1","Australasian",226.51,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",152.15,1800,0,1800,1,1,"0","0",0,0,0,0,100,0,1,85.47,231112.21,18.65,5.55,12.1,126.6,119.74,123.17,19,233.58,32,0.1,200.92,241.16,1470.69,1729.38,1,"Ar","1","Indomalayan",135.48,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
NA,"0",125,1100,0,1100,1,1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,223952,18.65,5.55,12.1,126.6,119.74,123.17,19,238.88,35,0.09,201.68,241.28,1470.69,1729.38,2,"Ar","1","Indomalayan",78.36,0,0,100,"1",0,0,0,0,"0","0","0","0","1","0",0,0
2,"0",123.83,1000,0,1000,1,NA,NA,NA,0,0,0,0,0,100,1,69,3882233.27,30.46,-10.37,10.04,128.9,74.22,101.56,1,163.15,5,0.1,184.62,225.74,1270.52,1539.33,3,"Ar","1","Indomalayan",55.15,0,0,100,"1",228,30,14,10,"0","0","0","0","1","0",1,1
1,"1",242,2700,0,2700,0.995,1,"1","0",0,0,0,0,100,0,1,138.69,45157.74,2.22,-3.87,-0.82,130.87,125.99,128.43,5,25.41,5,0.04,236.8,243,-999,-999,4,"Ar","1","Australasian",404.3,0,0,100,"1",36,2,1,2,"0","0","0","0","1","0",1,1
2,"0",161.13,300,0,300,1,1,"0","0",0,0,0,0,100,0,1,116.5,24235.72,-2.35,-5.83,-4.09,153.11,147.74,150.43,8,10.86,8,0.16,202.73,244.83,-999,-999,1,"Ar","1","Australasian",179.12,0,0,100,"1",0,1,0,0,"0","0","0","0","1","0",0,0
