row,trainAUC,testAUC,spec,sen,best,n.trees,interaction.depth,shrinkage,seed,id,id2
18,0.9467155658994283,0.9042568542568543,0.9611111111111111,0.7012987012987013,14884,15000,2,5e-4,8,15000 2 5e-04,2
19,0.9420447881542297,0.9147186147186147,0.9611111111111111,0.6753246753246753,14789,15000,2,5e-4,9,15000 2 5e-04,2
20,0.9443469615892097,0.8899711399711399,0.9166666666666666,0.6753246753246753,13260,15000,2,5e-4,10,15000 2 5e-04,2
21,0.9506716390558569,0.8973304473304473,0.9555555555555556,0.6233766233766234,5499,15000,3,0.001,1,15000 3 0.001,3
22,0.948724527195426,0.9078643578643579,0.9111111111111111,0.6883116883116883,5511,15000,3,0.001,2,15000 3 0.001,3
23,0.9550423325025655,0.9122655122655122,0.9111111111111111,0.7402597402597403,6326,15000,3,0.001,3,15000 3 0.001,3
24,0.947017940917754,0.921067821067821,0.9333333333333333,0.7532467532467533,5292,15000,3,0.001,4,15000 3 0.001,3
25,0.9625902543615306,0.8635642135642135,0.9,0.6233766233766234,6951,15000,3,0.001,5,15000 3 0.001,3
26,0.9601758356545961,0.8752525252525252,0.9555555555555556,0.5324675324675324,6109,15000,3,0.001,6,15000 3 0.001,3
27,0.9500371096613399,0.9401515151515151,0.95,0.6883116883116883,6111,15000,3,0.001,7,15000 3 0.001,3
28,0.960349930362117,0.9037518037518038,0.95,0.6753246753246753,7168,15000,3,0.001,8,15000 3 0.001,3
29,0.9487680508723062,0.917965367965368,0.9555555555555556,0.6753246753246753,5670,15000,3,0.001,9,15000 3 0.001,3
30,0.953505259492743,0.8877344877344877,0.9166666666666666,0.6623376623376623,5517,15000,3,0.001,10,15000 3 0.001,3
31,0.9513863436446268,0.8971861471861472,0.9555555555555556,0.6363636363636364,11384,15000,3,5e-4,1,15000 3 5e-04,4
32,0.9476364352734203,0.9077200577200577,0.9111111111111111,0.7142857142857143,10602,15000,3,5e-4,2,15000 3 5e-04,4
33,0.9538786468259786,0.9124819624819626,0.9111111111111111,0.7402597402597403,12284,15000,3,5e-4,3,15000 3 5e-04,4
34,0.9476959939891512,0.9217171717171717,0.9333333333333333,0.7532467532467533,10724,15000,3,5e-4,4,15000 3 5e-04,4
35,0.9648214154816009,0.8641414141414141,0.9,0.6103896103896104,14972,15000,3,5e-4,5,15000 3 5e-04,4
36,0.9604140705175195,0.8755411255411256,0.9555555555555556,0.5454545454545454,12495,15000,3,5e-4,6,15000 3 5e-04,4
37,0.9473409324146019,0.9398629148629148,0.95,0.6883116883116883,11220,15000,3,5e-4,7,15000 3 5e-04,4
38,0.959209151883888,0.9045454545454545,0.95,0.6753246753246753,13803,15000,3,5e-4,8,15000 3 5e-04,4
39,0.9508755131212432,0.9173881673881674,0.9555555555555556,0.6753246753246753,12173,15000,3,5e-4,9,15000 3 5e-04,4
40,0.9521858048673215,0.8893939393939394,0.9166666666666666,0.6623376623376623,10625,15000,3,5e-4,10,15000 3 5e-04,4
41,0.9568336754141622,0.8958874458874458,0.9555555555555556,0.6493506493506493,4891,15000,4,0.001,1,15000 4 0.001,5
42,0.9537366221961588,0.9086580086580086,0.9111111111111111,0.6883116883116883,4689,15000,4,0.001,2,15000 4 0.001,5
43,0.9606133631432341,0.912987012987013,0.9111111111111111,0.7532467532467533,5392,15000,4,0.001,3,15000 4 0.001,5
44,0.9546872709280165,0.9207792207792208,0.9333333333333333,0.7532467532467533,4727,15000,4,0.001,4,15000 4 0.001,5
45,0.9708322643307432,0.863997113997114,0.8944444444444445,0.5974025974025974,6516,15000,4,0.001,5,15000 4 0.001,5
46,0.9646977166104678,0.8751082251082251,0.9555555555555556,0.5454545454545454,5100,15000,4,0.001,6,15000 4 0.001,5
47,0.9557158041342911,0.9405844155844156,0.95,0.7012987012987013,5228,15000,4,0.001,7,15000 4 0.001,5
48,0.9626223244392318,0.9041847041847041,0.95,0.6753246753246753,5496,15000,4,0.001,8,15000 4 0.001,5
49,0.9576079387186629,0.9180375180375181,0.9555555555555556,0.6753246753246753,5401,15000,4,0.001,9,15000 4 0.001,5
50,0.9613028698138104,0.8883838383838384,0.9166666666666666,0.6623376623376623,5146,15000,4,0.001,10,15000 4 0.001,5
51,0.9568153496554758,0.8969696969696971,0.95,0.6363636363636364,9724,15000,4,5e-4,1,15000 4 5e-04,6
52,0.9543894773493622,0.9093795093795094,0.9111111111111111,0.7012987012987013,9513,15000,4,5e-4,2,15000 4 5e-04,6
53,0.9597978668816889,0.9136363636363637,0.9055555555555556,0.7402597402597403,10562,15000,4,5e-4,3,15000 4 5e-04,6
54,0.9562541232957045,0.9215007215007215,0.9277777777777778,0.7532467532467533,9908,15000,4,5e-4,4,15000 4 5e-04,6
55,0.9708276828910717,0.8634199134199134,0.8888888888888888,0.5844155844155844,13081,15000,4,5e-4,5,15000 4 5e-04,6
56,0.9676115122416068,0.8751803751803752,0.9555555555555556,0.5454545454545454,11356,15000,4,5e-4,6,15000 4 5e-04,6
57,0.9563297170502859,0.9400793650793651,0.95,0.7012987012987013,10616,15000,4,5e-4,7,15000 4 5e-04,6
58,0.9650184173874798,0.904040404040404,0.9444444444444444,0.6753246753246753,11746,15000,4,5e-4,8,15000 4 5e-04,6
59,0.9593351414748571,0.9186147186147186,0.9555555555555556,0.6623376623376623,11361,15000,4,5e-4,9,15000 4 5e-04,6
60,0.9622374835068171,0.8891053391053392,0.9166666666666666,0.6623376623376623,10625,15000,4,5e-4,10,15000 4 5e-04,6
61,0.943652873478962,0.8987734487734489,0.9555555555555556,0.6233766233766234,7087,25000,2,0.001,1,25000 2 0.001,7
62,0.9387713495088696,0.906132756132756,0.9166666666666666,0.7142857142857143,6341,25000,2,0.001,2,25000 2 0.001,7
63,0.9457740800469139,0.9101010101010101,0.9222222222222223,0.7532467532467533,7606,25000,2,0.001,3,25000 2 0.001,7
64,0.9357842508429849,0.9208513708513708,0.9388888888888889,0.7532467532467533,5963,25000,2,0.001,4,25000 2 0.001,7
65,0.9605744209060255,0.8624098124098124,0.9,0.6233766233766234,10648,25000,2,0.001,5,25000 2 0.001,7
66,0.9496431058495822,0.8764069264069263,0.9611111111111111,0.5324675324675324,7031,25000,2,0.001,6,25000 2 0.001,7
67,0.939955651663979,0.9392135642135642,0.95,0.6883116883116883,7236,25000,2,0.001,7,25000 2 0.001,7
68,0.9536472841225627,0.9020923520923521,0.95,0.6753246753246753,9525,25000,2,0.001,8,25000 2 0.001,7
69,0.9409292075941944,0.9156565656565656,0.9611111111111111,0.6753246753246753,7102,25000,2,0.001,9,25000 2 0.001,7
70,0.9453823669549919,0.8898268398268397,0.9166666666666666,0.6753246753246753,6934,25000,2,0.001,10,25000 2 0.001,7
71,0.9447111860431022,0.8996392496392496,0.9555555555555556,0.6363636363636364,736,25000,2,0.01,1,25000 2 0.01,8
72,0.94480510555637,0.908946608946609,0.9055555555555556,0.7012987012987013,793,25000,2,0.01,2,25000 2 0.01,8
73,0.944679115965401,0.9104617604617604,0.9055555555555556,0.7662337662337663,766,25000,2,0.01,3,25000 2 0.01,8
74,0.9385079167277526,0.9226551226551226,0.9388888888888889,0.7532467532467533,660,25000,2,0.01,4,25000 2 0.01,8
75,0.9592801641987979,0.8616161616161616,0.9,0.6233766233766234,1031,25000,2,0.01,5,25000 2 0.01,8
76,0.9503601011581879,0.8782106782106781,0.9611111111111111,0.5324675324675324,751,25000,2,0.01,6,25000 2 0.01,8
77,0.9370418560328397,0.9381313131313131,0.9555555555555556,0.7142857142857143,651,25000,2,0.01,7,25000 2 0.01,8
78,0.9519704772027562,0.9032467532467532,0.9555555555555556,0.6883116883116883,910,25000,2,0.01,8,25000 2 0.01,8
79,0.9403954698724527,0.9142857142857144,0.9555555555555556,0.6753246753246753,695,25000,2,0.01,9,25000 2 0.01,8
80,0.9425624908371206,0.8887445887445887,0.9166666666666666,0.6753246753246753,629,25000,2,0.01,10,25000 2 0.01,8
81,0.9448028148365342,0.8984126984126984,0.9555555555555556,0.6233766233766234,14829,25000,2,5e-4,1,25000 2 5e-04,9
82,0.9400541526169184,0.9072150072150073,0.9055555555555556,0.7142857142857143,13259,25000,2,5e-4,2,25000 2 5e-04,9
83,0.9469377657235009,0.9101731601731602,0.9222222222222223,0.7532467532467533,15795,25000,2,5e-4,3,25000 2 5e-04,9
84,0.9395410313736989,0.9215007215007215,0.9388888888888889,0.7532467532467533,13785,25000,2,5e-4,4,25000 2 5e-04,9
85,0.9561739481014514,0.8626984126984126,0.9,0.6103896103896104,18329,25000,2,5e-4,5,25000 2 5e-04,9
86,0.95109542222548,0.8751082251082251,0.9555555555555556,0.5324675324675324,14826,25000,2,5e-4,6,25000 2 5e-04,9
87,0.9404641914675267,0.9385642135642136,0.95,0.6883116883116883,14637,25000,2,5e-4,7,25000 2 5e-04,9
88,0.9508938388799296,0.9028860028860028,0.95,0.6883116883116883,17425,25000,2,5e-4,8,25000 2 5e-04,9
89,0.9420264623955432,0.9142857142857144,0.9611111111111111,0.6753246753246753,14789,25000,2,5e-4,9,25000 2 5e-04,9
90,0.9441728668816889,0.8900432900432901,0.9166666666666666,0.6753246753246753,13260,25000,2,5e-4,10,25000 2 5e-04,9
91,0.9503738454772027,0.8969696969696971,0.9555555555555556,0.6363636363636364,5499,25000,3,0.001,1,25000 3 0.001,10
92,0.9485298160093828,0.9083694083694084,0.9055555555555556,0.7142857142857143,5511,25000,3,0.001,2,25000 3 0.001,10
93,0.9549552851488051,0.912049062049062,0.9111111111111111,0.7532467532467533,6326,25000,3,0.001,3,25000 3 0.001,10
94,0.947421107608855,0.9215007215007215,0.9333333333333333,0.7532467532467533,5292,25000,3,0.001,4,25000 3 0.001,10
95,0.9624848812490837,0.8637085137085136,0.9,0.6103896103896104,6951,25000,3,0.001,5,25000 3 0.001,10
96,0.9596398072130187,0.8753968253968255,0.9555555555555556,0.5324675324675324,6109,25000,3,0.001,6,25000 3 0.001,10
97,0.9503692640375312,0.9396464646464646,0.95,0.7012987012987013,6111,25000,3,0.001,7,25000 3 0.001,10
98,0.9605698394663539,0.903030303030303,0.95,0.6753246753246753,7168,25000,3,0.001,8,25000 3 0.001,10
99,0.9484977459316816,0.9178210678210679,0.9555555555555556,0.6623376623376623,5670,25000,3,0.001,9,25000 3 0.001,10
100,0.953019626887553,0.8897546897546899,0.9222222222222223,0.6623376623376623,5517,25000,3,0.001,10,25000 3 0.001,10
101,0.9514825538777305,0.8976190476190476,0.9555555555555556,0.6363636363636364,572,25000,3,0.01,1,25000 3 0.01,11
102,0.9449975260225774,0.9067821067821067,0.9055555555555556,0.7012987012987013,491,25000,3,0.01,2,25000 3 0.01,11
103,0.956421345843718,0.914141414141414,0.9055555555555556,0.7272727272727273,676,25000,3,0.01,3,25000 3 0.01,11
104,0.954737666764404,0.9248196248196248,0.9277777777777778,0.7532467532467533,660,25000,3,0.01,4,25000 3 0.01,11
105,0.967366405219176,0.8631313131313132,0.8944444444444445,0.6233766233766234,813,25000,3,0.01,5,25000 3 0.01,11
106,0.961916782729805,0.8752525252525252,0.9555555555555556,0.5454545454545454,660,25000,3,0.01,6,25000 3 0.01,11
107,0.945888616038704,0.9365440115440115,0.95,0.7012987012987013,539,25000,3,0.01,7,25000 3 0.01,11
108,0.9552095550505791,0.9044011544011544,0.95,0.6623376623376623,628,25000,3,0.01,8,25000 3 0.01,11
109,0.9446699530860577,0.9159451659451658,0.9555555555555556,0.6493506493506493,498,25000,3,0.01,9,25000 3 0.01,11
110,0.9538374138689341,0.8901154401154401,0.9166666666666666,0.6753246753246753,565,25000,3,0.01,10,25000 3 0.01,11
111,0.9514000879636416,0.8967532467532467,0.9555555555555556,0.6363636363636364,11384,25000,3,5e-4,1,25000 3 5e-04,12
112,0.947595202316376,0.908946608946609,0.9111111111111111,0.7142857142857143,10602,25000,3,5e-4,2,25000 3 5e-04,12
113,0.954011508576455,0.9123376623376622,0.9111111111111111,0.7402597402597403,12284,25000,3,5e-4,3,25000 3 5e-04,12
114,0.9476226909544054,0.9213564213564213,0.9333333333333333,0.7532467532467533,10724,25000,3,5e-4,4,25000 3 5e-04,12
115,0.9648649391584811,0.862914862914863,0.9,0.6363636363636364,14972,25000,3,5e-4,5,25000 3 5e-04,12
116,0.9606339796217563,0.8754689754689754,0.9555555555555556,0.5454545454545454,12495,25000,3,5e-4,6,25000 3 5e-04,12
117,0.94736383961296,0.9389971139971139,0.95,0.6883116883116883,11220,25000,3,5e-4,7,25000 3 5e-04,12
118,0.9590762901334116,0.9042568542568543,0.95,0.6753246753246753,13803,25000,3,5e-4,8,25000 3 5e-04,12
119,0.9508090822460049,0.9166666666666666,0.9555555555555556,0.6623376623376623,12173,25000,3,5e-4,9,25000 3 5e-04,12
120,0.9522132935053511,0.8897546897546899,0.9166666666666666,0.6623376623376623,10625,25000,3,5e-4,10,25000 3 5e-04,12
121,0.9569023970092362,0.8964646464646465,0.9555555555555556,0.6363636363636364,4891,25000,4,0.001,1,25000 4 0.001,13
122,0.953679354200264,0.9083694083694084,0.9111111111111111,0.6883116883116883,4689,25000,4,0.001,2,25000 4 0.001,13
123,0.9604850828324292,0.9134199134199135,0.9111111111111111,0.7532467532467533,5392,25000,4,0.001,3,25000 4 0.001,13
124,0.9548247141181645,0.9219336219336219,0.9277777777777778,0.7532467532467533,4727,25000,4,0.001,4,25000 4 0.001,13
125,0.9705253078727459,0.8634199134199134,0.8944444444444445,0.5844155844155844,6516,25000,4,0.001,5,25000 4 0.001,13
126,0.9642716427210086,0.8756132756132756,0.9555555555555556,0.5454545454545454,5100,25000,4,0.001,6,25000 4 0.001,13
127,0.9559494575575429,0.9405122655122655,0.95,0.7012987012987013,5228,25000,4,0.001,7,25000 4 0.001,13
128,0.9626406501979182,0.9048340548340548,0.95,0.6883116883116883,5496,25000,4,0.001,8,25000 4 0.001,13
129,0.9576606252748864,0.9197691197691198,0.9555555555555556,0.6623376623376623,5401,25000,4,0.001,9,25000 4 0.001,13
130,0.9610463091922006,0.8896103896103896,0.9222222222222223,0.6623376623376623,5146,25000,4,0.001,10,25000 4 0.001,13
131,0.9604759199530861,0.8981962481962482,0.9444444444444444,0.6493506493506493,567,25000,4,0.01,1,25000 4 0.01,14
132,0.9547170502858818,0.9101731601731602,0.9055555555555556,0.7012987012987013,501,25000,4,0.01,2,25000 4 0.01,14
133,0.9583272247471045,0.9158008658008657,0.9166666666666666,0.7532467532467533,517,25000,4,0.01,3,25000 4 0.01,14
134,0.9571749926696965,0.9227994227994227,0.9333333333333333,0.7532467532467533,513,25000,4,0.01,4,25000 4 0.01,14
135,0.9761306993109514,0.8612554112554113,0.8888888888888888,0.5974025974025974,775,25000,4,0.01,5,25000 4 0.01,14
136,0.9633141218296437,0.8753968253968255,0.9555555555555556,0.5454545454545454,500,25000,4,0.01,6,25000 4 0.01,14
137,0.9554340455944875,0.9385642135642136,0.9444444444444444,0.7142857142857143,505,25000,4,0.01,7,25000 4 0.01,14
138,0.96100049479548455,0.9060606060606061,0.95,0.6753246753246753,540,25000,4,0.01,8,25000 4 0.01,14
139,0.9558738638029615,0.9159451659451658,0.9555555555555556,0.6623376623376623,512,25000,4,0.01,9,25000 4 0.01,14
140,0.9586845770414896,0.8890331890331891,0.9222222222222223,0.6753246753246753,486,25000,4,0.01,10,25000 4 0.01,14
141,0.9564167644040464,0.8957431457431457,0.95,0.6363636363636364,9724,25000,4,5e-4,1,25000 4 5e-04,15
142,0.9540802301715291,0.9090909090909091,0.9111111111111111,0.7012987012987013,9513,25000,4,5e-4,2,25000 4 5e-04,15
143,0.959935310071837,0.9136363636363637,0.9111111111111111,0.7532467532467533,10562,25000,4,5e-4,3,25000 4 5e-04,15
144,0.9565290096760006,0.9211399711399711,0.9277777777777778,0.7532467532467533,9908,25000,4,5e-4,4,25000 4 5e-04,15
145,0.9707704148951767,0.8634920634920634,0.8944444444444445,0.5974025974025974,13081,25000,4,5e-4,5,25000 4 5e-04,15
146,0.9676023493622636,0.8746031746031745,0.9555555555555556,0.5454545454545454,11356,25000,4,5e-4,6,25000 4 5e-04,15
147,0.9565313003958363,0.940007215007215,0.95,0.7012987012987013,10616,25000,4,5e-4,7,25000 4 5e-04,15
148,0.9649542772320774,0.9041847041847041,0.9444444444444444,0.6753246753246753,11746,25000,4,5e-4,8,25000 4 5e-04,15
149,0.9592984899574842,0.918975468975469,0.9555555555555556,0.6623376623376623,11361,25000,4,5e-4,9,25000 4 5e-04,15
150,0.962205413429116,0.8901875901875902,0.9166666666666666,0.6623376623376623,10625,25000,4,5e-4,10,25000 4 5e-04,15
151,0.944367578067732,0.8984848484848484,0.9555555555555556,0.6233766233766234,736,5000,2,0.01,1,5000 2 0.01,16
152,0.9446699530860577,0.9082251082251083,0.9111111111111111,0.7012987012987013,793,5000,2,0.01,2,5000 2 0.01,16
153,0.9460443849875384,0.9100288600288601,0.9222222222222223,0.7662337662337663,766,5000,2,0.01,3,5000 2 0.01,16
154,0.9378665151737282,0.9218614718614718,0.9388888888888889,0.7532467532467533,660,5000,2,0.01,4,5000 2 0.01,16
155,0.9590052778185016,0.8634199134199134,0.9,0.6103896103896104,1031,5000,2,0.01,5,5000 2 0.01,16
156,0.9505823009822606,0.8744588744588744,0.9611111111111111,0.5324675324675324,751,5000,2,0.01,6,5000 2 0.01,16
157,0.9369983323559595,0.9386363636363637,0.9611111111111111,0.6883116883116883,651,5000,2,0.01,7,5000 2 0.01,16
158,0.951878848409324,0.9008658008658009,0.9555555555555556,0.7012987012987013,910,5000,2,0.01,8,5000 2 0.01,16
159,0.9407803108048672,0.9150072150072149,0.9611111111111111,0.6753246753246753,695,5000,2,0.01,9,5000 2 0.01,16
160,0.9423494538923912,0.8916305916305916,0.9166666666666666,0.6753246753246753,629,5000,2,0.01,10,5000 2 0.01,16
161,0.9508365708840346,0.8953102453102454,0.9555555555555556,0.6363636363636364,572,5000,3,0.01,1,5000 3 0.01,17
162,0.9449860724233984,0.9072871572871573,0.9111111111111111,0.6883116883116883,491,5000,3,0.01,2,5000 3 0.01,17
163,0.9572093534672335,0.9100288600288601,0.9111111111111111,0.7272727272727273,676,5000,3,0.01,3,5000 3 0.01,17
164,0.9534754801348776,0.9222943722943724,0.9277777777777778,0.7532467532467533,660,5000,3,0.01,4,5000 3 0.01,17
165,0.9666013047940185,0.8616161616161616,0.8944444444444445,0.5974025974025974,813,5000,3,0.01,5,5000 3 0.01,17
166,0.9612112410203782,0.8737373737373738,0.9555555555555556,0.5454545454545454,660,5000,3,0.01,6,5000 3 0.01,17
167,0.9467911596540097,0.9394300144300145,0.95,0.6883116883116883,539,5000,3,0.01,7,5000 3 0.01,17
168,0.9557776535698578,0.9049783549783551,0.95,0.6883116883116883,628,5000,3,0.01,8,5000 3 0.01,17
169,0.9443813223867468,0.9181818181818182,0.9611111111111111,0.6753246753246753,498,5000,3,0.01,9,5000 3 0.01,17
170,0.9541626960856179,0.8896825396825396,0.9222222222222223,0.6623376623376623,565,5000,3,0.01,10,5000 3 0.01,17
171,0.9608149464887846,0.8986291486291486,0.95,0.6233766233766234,567,5000,4,0.01,1,5000 4 0.01,18
172,0.9552210086497581,0.9092352092352092,0.9055555555555556,0.6883116883116883,501,5000,4,0.01,2,5000 4 0.01,18
173,0.9597062380882568,0.9131313131313132,0.9166666666666666,0.7402597402597403,517,5000,4,0.01,3,5000 4 0.01,18
174,0.9575437985632606,0.9233766233766234,0.9333333333333333,0.7402597402597403,513,5000,4,0.01,4,5000 4 0.01,18
175,0.9754526462395543,0.8598845598845599,0.8833333333333333,0.5714285714285714,775,5000,4,0.01,5,5000 4 0.01,18
176,0.9631950043981821,0.8724386724386725,0.9611111111111111,0.5454545454545454,500,5000,4,0.01,6,5000 4 0.01,18
177,0.9552255900894296,0.9379148629148629,0.95,0.7012987012987013,505,5000,4,0.01,7,5000 4 0.01,18
178,0.9615869190734497,0.9070707070707071,0.95,0.6883116883116883,540,5000,4,0.01,8,5000 4 0.01,18
179,0.9556195939011874,0.9189033189033189,0.9555555555555556,0.6623376623376623,512,5000,4,0.01,9,5000 4 0.01,18
180,0.9593649208327224,0.8893939393939394,0.9222222222222223,0.6623376623376623,486,5000,4,0.01,10,5000 4 0.01,18
