"","tip","species","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","Synurbic","filter","vfilter"
"973","Pteropus_dasymallus","Pteropus dasymallus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_dasymallus",3,9,3,NA,"keep","keep"
"974","Pteropus_faunulus","Pteropus faunulus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_faunulus",0,0,0,NA,"drop","drop"
"975","Pteropus_fundatus","Pteropus fundatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_fundatus",0,0,0,NA,"drop","drop"
"976","Pteropus_giganteus","Pteropus giganteus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_giganteus",322,62,20,NA,"keep","keep"
"977","Pteropus_gilliardorum","Pteropus gilliardorum","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_gilliardorum",0,0,0,NA,"drop","drop"
"978","Pteropus_griseus","Pteropus griseus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_griseus",0,0,0,NA,"drop","drop"
"979","Pteropus_howensis","Pteropus howensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_howensis",0,0,0,NA,"drop","drop"
"980","Pteropus_hypomelanus","Pteropus hypomelanus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_hypomelanus",40,36,10,NA,"keep","keep"
"981","Pteropus_intermedius","Pteropus intermedius","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_intermedius",0,0,0,NA,"drop","drop"
"982","Pteropus_keyensis","Pteropus keyensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_keyensis",0,0,0,NA,"drop","drop"
"983","Pteropus_livingstonii","Pteropus livingstonii","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_livingstonii",0,9,0,NA,"keep","drop"
"984","Pteropus_lombocensis","Pteropus lombocensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_lombocensis",0,0,0,NA,"drop","drop"
"985","Pteropus_loochoensis","Pteropus loochoensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_loochoensis",0,0,0,NA,"drop","drop"
"986","Pteropus_lylei","Pteropus lylei","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_lylei",273,19,13,NA,"keep","keep"
"987","Pteropus_macrotis","Pteropus macrotis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_macrotis",0,1,0,NA,"keep","drop"
"988","Pteropus_mahaganus","Pteropus mahaganus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_mahaganus",0,0,0,NA,"drop","drop"
"989","Pteropus_mariannus","Pteropus mariannus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_mariannus",0,3,0,NA,"keep","drop"
"990","Pteropus_melanopogon","Pteropus melanopogon","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_melanopogon",0,0,0,NA,"drop","drop"
"991","Pteropus_melanotus","Pteropus melanotus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_melanotus",3,2,1,NA,"keep","keep"
"992","Pteropus_molossinus","Pteropus molossinus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_molossinus",0,0,0,NA,"drop","drop"
"993","Pteropus_neohibernicus","Pteropus neohibernicus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_neohibernicus",5,1,0,NA,"keep","keep"
"994","Pteropus_niger","Pteropus niger","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_niger",0,2,0,NA,"keep","drop"
"995","Pteropus_nitendiensis","Pteropus nitendiensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_nitendiensis",0,0,0,NA,"drop","drop"
"996","Pteropus_ocularis","Pteropus ocularis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ocularis",0,0,0,NA,"drop","drop"
"997","Pteropus_ornatus","Pteropus ornatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ornatus",0,1,0,NA,"keep","drop"
"998","Pteropus_pelagicus","Pteropus pelagicus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_insularis",0,1,0,NA,"keep","drop"
"999","Pteropus_pelewensis","Pteropus pelewensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pelewensis",0,0,0,NA,"drop","drop"
"1000","Pteropus_personatus","Pteropus personatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_personatus",0,0,0,NA,"drop","drop"
"1001","Pteropus_pilosus","Pteropus pilosus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pilosus",0,0,0,NA,"drop","drop"
"1002","Pteropus_pohlei","Pteropus pohlei","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pohlei",0,0,0,NA,"drop","drop"
"1003","Pteropus_poliocephalus","Pteropus poliocephalus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_poliocephalus",72,67,19,NA,"keep","keep"
"1004","Pteropus_pselaphon","Pteropus pselaphon","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pselaphon",0,4,0,NA,"keep","drop"
"1005","Pteropus_pumilus","Pteropus pumilus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_pumilus",3,10,0,NA,"keep","keep"
"1006","Pteropus_rayneri","Pteropus rayneri","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rayneri",1,0,0,NA,"keep","keep"
"1007","Pteropus_rennelli","Pteropus rennelli","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rennelli",0,0,0,NA,"drop","drop"
"1008","Pteropus_rodricensis","Pteropus rodricensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rodricensis",3,7,0,NA,"keep","keep"
"1009","Pteropus_rufus","Pteropus rufus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_rufus",46,15,8,NA,"keep","keep"
"1010","Pteropus_samoensis","Pteropus samoensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_samoensis",0,1,0,NA,"keep","drop"
"1011","Pteropus_scapulatus","Pteropus scapulatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_scapulatus",93,23,7,NA,"keep","keep"
"1012","Pteropus_seychellensis","Pteropus seychellensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_seychellensis",0,2,1,NA,"keep","keep"
"1013","Pteropus_speciosus","Pteropus speciosus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_speciosus",0,0,0,NA,"drop","drop"
"1014","Pteropus_subniger","Pteropus subniger","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_subniger",0,0,0,NA,"drop","drop"
"1015","Pteropus_temminckii","Pteropus temminckii","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_temminckii",0,0,0,NA,"drop","drop"
"1016","Pteropus_tokudae","Pteropus tokudae","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tokudae",0,1,0,NA,"keep","drop"
"1017","Pteropus_tonganus","Pteropus tonganus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tonganus",85,2,1,NA,"keep","keep"
"1018","Pteropus_tuberculatus","Pteropus tuberculatus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_tuberculatus",0,0,0,NA,"drop","drop"
"1019","Pteropus_ualanus","Pteropus ualanus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_ualanus",0,0,0,NA,"drop","drop"
"1020","Pteropus_vampyrus","Pteropus vampyrus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_vampyrus",104,53,23,NA,"keep","keep"
"1021","Pteropus_vetulus","Pteropus vetulus","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_vetulus",0,0,0,NA,"drop","drop"
"1022","Pteropus_voeltzkowi","Pteropus voeltzkowi","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_voeltzkowi",0,0,0,NA,"drop","drop"
"1023","Pteropus_woodfordi","Pteropus woodfordi","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_woodfordi",0,0,0,NA,"drop","drop"
"1024","Pteropus_yapensis","Pteropus yapensis","Pteropus","PTEROPODIDAE","Yinpterochiroptera","Pteropus_yapensis",0,0,0,NA,"drop","drop"
"1025","Pygoderma_bilabiatum","Pygoderma bilabiatum","Pygoderma","PHYLLOSTOMIDAE","Yangochiroptera","Pygoderma_bilabiatum",0,1,0,NA,"keep","drop"
"1026","Rhinolophus_acuminatus","Rhinolophus acuminatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_acuminatus",5,3,2,NA,"keep","keep"
"1027","Rhinolophus_adami","Rhinolophus adami","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_adami",0,0,0,NA,"drop","drop"
"1028","Rhinolophus_affinis","Rhinolophus affinis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_affinis",298,29,18,NA,"keep","keep"
"1029","Rhinolophus_alcyone","Rhinolophus alcyone","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_alcyone",14,1,0,NA,"keep","keep"
"1030","Rhinolophus_arcuatus","Rhinolophus arcuatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_arcuatus",1,1,0,NA,"keep","keep"
"1031","Rhinolophus_beddomei","Rhinolophus beddomei","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_beddomei",0,1,0,NA,"keep","drop"
"1032","Rhinolophus_blasii","Rhinolophus blasii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_blasii",49,4,2,NA,"keep","keep"
"1033","Rhinolophus_bocharicus","Rhinolophus bocharicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_bocharicus",0,0,0,NA,"drop","drop"
"1034","Rhinolophus_borneensis","Rhinolophus borneensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_borneensis",0,0,0,NA,"drop","drop"
"1035","Rhinolophus_canuti","Rhinolophus canuti","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_canuti",0,0,0,NA,"drop","drop"
"1036","Rhinolophus_capensis","Rhinolophus capensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_capensis",3,10,0,0,"keep","keep"
"1037","Rhinolophus_celebensis","Rhinolophus celebensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_celebensis",0,0,0,NA,"drop","drop"
"1038","Rhinolophus_chaseni","Rhinolophus chaseni","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1039","Rhinolophus_clivosus","Rhinolophus clivosus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_clivosus",16,7,1,NA,"keep","keep"
"1040","Rhinolophus_coelophyllus","Rhinolophus coelophyllus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_coelophyllus",21,0,0,NA,"keep","keep"
"1041","Rhinolophus_cognatus","Rhinolophus cognatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_cognatus",0,0,0,NA,"drop","drop"
"1042","Rhinolophus_cohenae","Rhinolophus cohenae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1043","Rhinolophus_convexus","Rhinolophus convexus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_convexus",0,0,0,NA,"drop","drop"
"1044","Rhinolophus_creaghi","Rhinolophus creaghi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_creaghi",14,0,0,NA,"keep","keep"
"1045","Rhinolophus_darlingi","Rhinolophus darlingi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_darlingi",3,1,0,NA,"keep","keep"
"1046","Rhinolophus_deckenii","Rhinolophus deckenii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_deckenii",0,0,0,NA,"drop","drop"
"1047","Rhinolophus_denti","Rhinolophus denti","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_denti",5,0,0,NA,"keep","keep"
"1048","Rhinolophus_eloquens","Rhinolophus eloquens","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_eloquens",10,0,0,NA,"keep","keep"
"1049","Rhinolophus_euryale","Rhinolophus euryale","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_euryale",71,10,0,NA,"keep","keep"
"1050","Rhinolophus_euryotis","Rhinolophus euryotis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_euryotis",0,0,0,NA,"drop","drop"
"1051","Rhinolophus_ferrumequinum","Rhinolophus ferrumequinum","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ferrumequinum",421,139,26,1,"keep","keep"
"1052","Rhinolophus_formosae","Rhinolophus formosae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_formosae",0,2,0,NA,"keep","drop"
"1053","Rhinolophus_francisi","Rhinolophus francisi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1054","Rhinolophus_fumigatus","Rhinolophus fumigatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_fumigatus",5,0,0,NA,"keep","keep"
"1055","Rhinolophus_guineensis","Rhinolophus guineensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_guineensis",0,0,0,NA,"drop","drop"
"1056","Rhinolophus_hildebrandtii","Rhinolophus hildebrandtii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hildebrandtii",6,3,2,NA,"keep","keep"
"1057","Rhinolophus_hilli","Rhinolophus hilli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hilli",0,0,0,NA,"drop","drop"
"1058","Rhinolophus_hillorum","Rhinolophus hillorum","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hillorum",0,0,0,NA,"drop","drop"
"1059","Rhinolophus_hipposideros","Rhinolophus hipposideros","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_hipposideros",70,35,5,1,"keep","keep"
"1060","Rhinolophus_huananus","Rhinolophus huananus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,1,0,NA,"keep","drop"
"1061","Rhinolophus_inops","Rhinolophus inops","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_inops",0,3,1,NA,"keep","keep"
"1062","Rhinolophus_kahuzi","Rhinolophus kahuzi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1063","Rhinolophus_keyensis","Rhinolophus keyensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_keyensis",0,0,0,NA,"drop","drop"
"1064","Rhinolophus_landeri","Rhinolophus landeri","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_landeri",27,2,0,0,"keep","keep"
"1065","Rhinolophus_lepidus","Rhinolophus lepidus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_lepidus",50,4,1,NA,"keep","keep"
"1066","Rhinolophus_luctoides","Rhinolophus luctoides","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1067","Rhinolophus_luctus","Rhinolophus luctus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_luctus",4,2,0,NA,"keep","keep"
"1068","Rhinolophus_mabuensis","Rhinolophus mabuensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1069","Rhinolophus_maclaudi","Rhinolophus maclaudi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_maclaudi",0,0,0,NA,"drop","drop"
"1070","Rhinolophus_macrotis","Rhinolophus macrotis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_macrotis",20,6,3,NA,"keep","keep"
"1071","Rhinolophus_madurensis","Rhinolophus madurensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_madurensis",0,0,0,NA,"drop","drop"
"1072","Rhinolophus_maendeleo","Rhinolophus maendeleo","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_maendeleo",0,0,0,NA,"drop","drop"
"1073","Rhinolophus_malayanus","Rhinolophus malayanus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_malayanus",3,2,2,NA,"keep","keep"
"1074","Rhinolophus_marshalli","Rhinolophus marshalli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_marshalli",0,0,0,NA,"drop","drop"
"1075","Rhinolophus_megaphyllus","Rhinolophus megaphyllus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_megaphyllus",5,1,0,NA,"keep","keep"
"1076","Rhinolophus_mehelyi","Rhinolophus mehelyi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_mehelyi",9,6,0,NA,"keep","keep"
"1077","Rhinolophus_mitratus","Rhinolophus mitratus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_mitratus",0,0,0,NA,"drop","drop"
"1078","Rhinolophus_montanus","Rhinolophus montanus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_montanus",0,0,0,NA,"drop","drop"
"1079","Rhinolophus_mossambicus","Rhinolophus mossambicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1080","Rhinolophus_nereis","Rhinolophus nereis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_nereis",0,0,0,NA,"drop","drop"
"1081","Rhinolophus_osgoodi","Rhinolophus osgoodi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_osgoodi",0,0,0,NA,"drop","drop"
"1082","Rhinolophus_paradoxolophus","Rhinolophus paradoxolophus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_paradoxolophus",0,0,0,NA,"drop","drop"
"1083","Rhinolophus_pearsonii","Rhinolophus pearsonii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pearsonii",42,0,0,NA,"keep","keep"
"1084","Rhinolophus_philippinensis","Rhinolophus philippinensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_philippinensis",0,3,0,NA,"keep","drop"
"1085","Rhinolophus_pusillus","Rhinolophus pusillus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus",254,18,4,NA,"keep","keep"
"1086","Rhinolophus_rex","Rhinolophus rex","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex",15,1,0,NA,"keep","keep"
"1087","Rhinolophus_robinsoni","Rhinolophus robinsoni","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_robinsoni",0,0,0,NA,"drop","drop"
"1088","Rhinolophus_rouxii","Rhinolophus rouxii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii",14,2,0,NA,"keep","keep"
"1089","Rhinolophus_rufus","Rhinolophus rufus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rufus",0,0,0,NA,"drop","drop"
"1090","Rhinolophus_ruwenzorii","Rhinolophus ruwenzorii","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ruwenzorii",0,0,0,NA,"drop","drop"
"1091","Rhinolophus_sakejiensis","Rhinolophus sakejiensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sakejiensis",0,0,0,NA,"drop","drop"
"1092","Rhinolophus_schnitzleri","Rhinolophus schnitzleri","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1093","Rhinolophus_sedulus","Rhinolophus sedulus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sedulus",0,1,0,NA,"keep","drop"
"1094","Rhinolophus_shameli","Rhinolophus shameli","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_shameli",15,2,2,NA,"keep","keep"
"1095","Rhinolophus_shortridgei","Rhinolophus shortridgei","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_shortridgei",0,0,0,NA,"drop","drop"
"1096","Rhinolophus_siamensis","Rhinolophus siamensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_siamensis",0,0,0,NA,"drop","drop"
"1097","Rhinolophus_silvestris","Rhinolophus silvestris","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_silvestris",0,0,0,NA,"drop","drop"
"1098","Rhinolophus_simulator","Rhinolophus simulator","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_simulator",53,2,0,NA,"keep","keep"
"1099","Rhinolophus_sinicus","Rhinolophus sinicus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_sinicus",349,43,27,NA,"keep","keep"
"1100","Rhinolophus_smithersi","Rhinolophus smithersi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1101","Rhinolophus_stheno","Rhinolophus stheno","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_stheno",3,0,0,NA,"keep","keep"
"1102","Rhinolophus_subbadius","Rhinolophus subbadius","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_subbadius",0,0,0,NA,"drop","drop"
"1103","Rhinolophus_subrufus","Rhinolophus subrufus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_subrufus",0,1,0,NA,"keep","drop"
"1104","Rhinolophus_swinnyi","Rhinolophus swinnyi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_swinnyi",0,2,0,NA,"keep","drop"
"1105","Rhinolophus_thailandensis","Rhinolophus thailandensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1106","Rhinolophus_thomasi","Rhinolophus thomasi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_thomasi",16,2,0,NA,"keep","keep"
"1107","Rhinolophus_trifoliatus","Rhinolophus trifoliatus","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_trifoliatus",2,0,0,NA,"keep","keep"
"1108","Rhinolophus_virgo","Rhinolophus virgo","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_virgo",0,1,0,NA,"keep","drop"
"1109","Rhinolophus_willardi","Rhinolophus willardi","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1110","Rhinolophus_xinanzhongguoensis","Rhinolophus xinanzhongguoensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1111","Rhinolophus_yunanensis","Rhinolophus yunanensis","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_yunanensis",0,0,0,NA,"drop","drop"
"1112","Rhinolophus_ziama","Rhinolophus ziama","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_ziama",0,0,0,NA,"drop","drop"
"1113","Rhinonicteris_aurantia","Rhinonicteris aurantia","Rhinonicteris","HIPPOSIDERIDAE","Yinpterochiroptera","Rhinonicteris_aurantia",3,1,0,NA,"keep","keep"
"1114","Rhinophylla_alethina","Rhinophylla alethina","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_alethina",0,0,0,NA,"drop","drop"
"1115","Rhinophylla_fischerae","Rhinophylla fischerae","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_fischerae",0,0,0,NA,"drop","drop"
"1116","Rhinophylla_pumilio","Rhinophylla pumilio","Rhinophylla","PHYLLOSTOMIDAE","Yangochiroptera","Rhinophylla_pumilio",5,4,0,NA,"keep","keep"
"1117","Rhinopoma_hadramauticum","Rhinopoma hadramauticum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"1118","Rhinopoma_hardwickii","Rhinopoma hardwickii","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_hardwickii",32,5,1,NA,"keep","keep"
"1119","Rhinopoma_macinnesi","Rhinopoma macinnesi","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_macinnesi",0,0,0,NA,"drop","drop"
"1120","Rhinopoma_microphyllum","Rhinopoma microphyllum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_microphyllum",0,7,0,0,"keep","drop"
"1121","Rhinopoma_muscatellum","Rhinopoma muscatellum","Rhinopoma","RHINOPOMATIDAE","Yinpterochiroptera","Rhinopoma_muscatellum",0,2,0,NA,"keep","drop"
"1122","Rhogeessa_aeneus","Rhogeessa aeneus","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_aeneus",0,1,0,NA,"keep","drop"
"1123","Rhogeessa_alleni","Rhogeessa alleni","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_alleni",0,0,0,NA,"drop","drop"
"1124","Rhogeessa_bickhami","Rhogeessa bickhami","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"1125","Rhogeessa_genowaysi","Rhogeessa genowaysi","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_genowaysi",0,0,0,NA,"drop","drop"
"1126","Rhogeessa_gracilis","Rhogeessa gracilis","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_gracilis",0,0,0,NA,"drop","drop"
"1127","Rhogeessa_hussoni","Rhogeessa hussoni","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_hussoni",0,0,0,NA,"drop","drop"
"1128","Rhogeessa_io","Rhogeessa io","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_io",0,1,0,NA,"keep","drop"
"1129","Rhogeessa_menchuae","Rhogeessa menchuae","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"1130","Rhogeessa_minutilla","Rhogeessa minutilla","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_minutilla",0,0,0,NA,"drop","drop"
"1131","Rhogeessa_mira","Rhogeessa mira","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_mira",0,0,0,NA,"drop","drop"
"1132","Rhogeessa_parvula","Rhogeessa parvula","Rhogeessa","VESPERTILIONIDAE","Yangochiroptera","Rhogeessa_parvula",4,1,1,NA,"keep","keep"
