"","tip","species","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","Synurbic","filter","vfilter"
"318","Hipposideros_gigas","Hipposideros gigas","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_gigas",194,3,2,NA,"keep","keep"
"319","Hipposideros_grandis","Hipposideros grandis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_grandis",4,0,0,NA,"keep","keep"
"320","Hipposideros_griffini","Hipposideros griffini","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"321","Hipposideros_halophyllus","Hipposideros halophyllus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_halophyllus",0,0,0,NA,"drop","drop"
"322","Hipposideros_hypophyllus","Hipposideros hypophyllus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_hypophyllus",0,0,0,NA,"drop","drop"
"323","Hipposideros_inexpectatus","Hipposideros inexpectatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_inexpectatus",0,0,0,NA,"drop","drop"
"324","Hipposideros_inornatus","Hipposideros inornatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_inornatus",0,0,0,NA,"drop","drop"
"325","Hipposideros_jonesi","Hipposideros jonesi","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_jonesi",1,0,0,NA,"keep","keep"
"326","Hipposideros_khaokhouayensis","Hipposideros khaokhouayensis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"327","Hipposideros_lamottei","Hipposideros lamottei","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_lamottei",0,0,0,NA,"drop","drop"
"328","Hipposideros_lankadiva","Hipposideros lankadiva","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_lankadiva",4,3,0,NA,"keep","keep"
"329","Hipposideros_larvatus","Hipposideros larvatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_larvatus",113,17,4,NA,"keep","keep"
"330","Hipposideros_lekaguli","Hipposideros lekaguli","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_lekaguli",54,1,1,NA,"keep","keep"
"331","Hipposideros_lylei","Hipposideros lylei","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_lylei",0,0,0,NA,"drop","drop"
"332","Hipposideros_macrobullatus","Hipposideros macrobullatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_macrobullatus",0,0,0,NA,"drop","drop"
"333","Hipposideros_madurae","Hipposideros madurae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_madurae",0,0,0,NA,"drop","drop"
"334","Hipposideros_maggietaylorae","Hipposideros maggietaylorae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_maggietaylorae",0,0,0,NA,"drop","drop"
"335","Hipposideros_marisae","Hipposideros marisae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_marisae",0,0,0,NA,"drop","drop"
"336","Hipposideros_megalotis","Hipposideros megalotis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_megalotis",0,0,0,NA,"drop","drop"
"337","Hipposideros_muscinus","Hipposideros muscinus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_muscinus",0,0,0,NA,"drop","drop"
"338","Hipposideros_nequam","Hipposideros nequam","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_nequam",0,0,0,NA,"drop","drop"
"339","Hipposideros_obscurus","Hipposideros obscurus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_obscurus",0,0,0,NA,"drop","drop"
"340","Hipposideros_orbiculus","Hipposideros orbiculus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_orbiculus",0,0,0,NA,"drop","drop"
"341","Hipposideros_papua","Hipposideros papua","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_papua",0,0,0,NA,"drop","drop"
"342","Hipposideros_pelingensis","Hipposideros pelingensis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_pelingensis",0,0,0,NA,"drop","drop"
"343","Hipposideros_pendelburyi","Hipposideros pendelburyi","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,NA,"drop","drop"
"344","Hipposideros_pomona","Hipposideros pomona","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_pomona",135,13,9,NA,"keep","keep"
"345","Hipposideros_pratti","Hipposideros pratti","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_pratti",49,18,1,NA,"keep","keep"
"346","Hipposideros_pygmaeus","Hipposideros pygmaeus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_pygmaeus",0,1,0,NA,"keep","drop"
"347","Hipposideros_ridleyi","Hipposideros ridleyi","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_ridleyi",0,0,0,NA,"drop","drop"
"348","Hipposideros_rotalis","Hipposideros rotalis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_rotalis",0,0,0,NA,"drop","drop"
"349","Hipposideros_ruber","Hipposideros ruber","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_ruber",105,3,3,NA,"keep","keep"
"350","Hipposideros_scutinares","Hipposideros scutinares","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_scutinares",0,0,0,NA,"drop","drop"
"351","Hipposideros_semoni","Hipposideros semoni","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_semoni",0,0,0,NA,"drop","drop"
"352","Hipposideros_sorenseni","Hipposideros sorenseni","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_sorenseni",0,0,0,NA,"drop","drop"
"353","Hipposideros_speoris","Hipposideros speoris","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_speoris",8,10,0,0,"keep","keep"
"354","Hipposideros_stenotis","Hipposideros stenotis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_stenotis",0,0,0,NA,"drop","drop"
"355","Hipposideros_sumbae","Hipposideros sumbae","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_sumbae",0,0,0,NA,"drop","drop"
"356","Hipposideros_thomensis","Hipposideros thomensis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_thomensis",0,0,0,NA,"drop","drop"
"357","Hipposideros_turpis","Hipposideros turpis","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_turpis",4,1,0,NA,"keep","keep"
"358","Hipposideros_vittatus","Hipposideros vittatus","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_vittatus",15,2,2,NA,"keep","keep"
"359","Hipposideros_wollastoni","Hipposideros wollastoni","Hipposideros","HIPPOSIDERIDAE","Yinpterochiroptera","Hipposideros_wollastoni",0,0,0,NA,"drop","drop"
"360","Histiotus_alienus","Histiotus alienus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_alienus",0,0,0,NA,"drop","drop"
"361","Histiotus_humboldti","Histiotus humboldti","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_humboldti",0,0,0,NA,"drop","drop"
"362","Histiotus_laephotis","Histiotus laephotis","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_laephotis",0,0,0,NA,"drop","drop"
"363","Histiotus_macrotus","Histiotus macrotus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_macrotus",23,1,0,NA,"keep","keep"
"364","Histiotus_magellanicus","Histiotus magellanicus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_magellanicus",0,0,0,NA,"drop","drop"
"365","Histiotus_montanus","Histiotus montanus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_montanus",8,5,2,NA,"keep","keep"
"366","Histiotus_velatus","Histiotus velatus","Histiotus","VESPERTILIONIDAE","Yangochiroptera","Histiotus_velatus",11,5,2,NA,"keep","keep"
"367","Hsunycteris_cadenai","Hsunycteris cadenai","Hsunycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"368","Hsunycteris_pattoni","Hsunycteris pattoni","Hsunycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"369","Hsunycteris_thomasi","Hsunycteris thomasi","Hsunycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,2,0,0,NA,"keep","keep"
"370","Hylonycteris_underwoodi","Hylonycteris underwoodi","Hylonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Hylonycteris_underwoodi",0,4,0,NA,"keep","drop"
"371","Hypsignathus_monstrosus","Hypsignathus monstrosus","Hypsignathus","PTEROPODIDAE","Yinpterochiroptera","Hypsignathus_monstrosus",28,17,13,NA,"keep","keep"
"372","Hypsugo_anchietae","Hypsugo anchietae","Hypsugo","VESPERTILIONIDAE","Yangochiroptera","Hypsugo_anchietae",0,0,0,NA,"drop","drop"
"373","Hypsugo_bemainty","Hypsugo bemainty","Hypsugo","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"374","Hypsugo_dolichodon","Hypsugo dolichodon","Hypsugo","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,NA,"keep","drop"
"375","Hypsugo_lanzai","Hypsugo lanzai","Hypsugo","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"376","Ia_io","Ia io","Ia","VESPERTILIONIDAE","Yangochiroptera","Ia_io",28,12,3,NA,"keep","keep"
"377","Idionycteris_phyllotis","Idionycteris phyllotis","Idionycteris","VESPERTILIONIDAE","Yangochiroptera","Idionycteris_phyllotis",0,0,0,NA,"drop","drop"
"378","Kerivoula_africana","Kerivoula africana","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_africana",0,0,0,NA,"drop","drop"
"379","Kerivoula_agnella","Kerivoula agnella","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_agnella",0,0,0,NA,"drop","drop"
"380","Kerivoula_argentata","Kerivoula argentata","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_argentata",2,0,0,NA,"keep","keep"
"381","Kerivoula_cuprosa","Kerivoula cuprosa","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_cuprosa",0,0,0,NA,"drop","drop"
"382","Kerivoula_eriophora","Kerivoula eriophora","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_eriophora",0,0,0,NA,"drop","drop"
"383","Kerivoula_flora","Kerivoula flora","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_flora",0,0,0,NA,"drop","drop"
"384","Kerivoula_hardwickii","Kerivoula hardwickii","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_hardwickii",0,7,0,NA,"keep","drop"
"385","Kerivoula_intermedia","Kerivoula intermedia","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_intermedia",0,0,0,NA,"drop","drop"
"386","Kerivoula_kachinensis","Kerivoula kachinensis","Kerivoula","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"387","Kerivoula_krauensis","Kerivoula krauensis","Kerivoula","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"388","Kerivoula_lanosa","Kerivoula lanosa","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_lanosa",0,0,0,NA,"drop","drop"
"389","Kerivoula_lenis","Kerivoula lenis","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_lenis",0,0,0,NA,"drop","drop"
"390","Kerivoula_minuta","Kerivoula minuta","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_minuta",0,0,0,NA,"drop","drop"
"391","Kerivoula_muscina","Kerivoula muscina","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_muscina",0,0,0,NA,"drop","drop"
"392","Kerivoula_myrella","Kerivoula myrella","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_myrella",0,0,0,NA,"drop","drop"
"393","Kerivoula_papillosa","Kerivoula papillosa","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_papillosa",0,0,0,NA,"drop","drop"
"394","Kerivoula_pellucida","Kerivoula pellucida","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_pellucida",0,1,0,NA,"keep","drop"
"395","Kerivoula_phalaena","Kerivoula phalaena","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_phalaena",0,0,0,NA,"drop","drop"
"396","Kerivoula_picta","Kerivoula picta","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_picta",0,0,0,NA,"drop","drop"
"397","Kerivoula_smithii","Kerivoula smithii","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_smithii",0,0,0,NA,"drop","drop"
"398","Kerivoula_titania","Kerivoula titania","Kerivoula","VESPERTILIONIDAE","Yangochiroptera",NA,4,0,0,NA,"keep","keep"
"399","Kerivoula_whiteheadi","Kerivoula whiteheadi","Kerivoula","VESPERTILIONIDAE","Yangochiroptera","Kerivoula_whiteheadi",0,0,0,NA,"drop","drop"
"400","Laephotis_angolensis","Laephotis angolensis","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_angolensis",0,0,0,NA,"drop","drop"
"401","Laephotis_botswanae","Laephotis botswanae","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_botswanae",0,0,0,NA,"drop","drop"
"402","Laephotis_namibensis","Laephotis namibensis","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_namibensis",0,0,0,NA,"drop","drop"
"403","Laephotis_wintoni","Laephotis wintoni","Laephotis","VESPERTILIONIDAE","Yangochiroptera","Laephotis_wintoni",0,1,0,NA,"keep","drop"
"404","Lampronycteris_brachyotis","Lampronycteris brachyotis","Lampronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Lampronycteris_brachyotis",0,1,0,NA,"keep","drop"
"405","Lasionycteris_noctivagans","Lasionycteris noctivagans","Lasionycteris","VESPERTILIONIDAE","Yangochiroptera","Lasionycteris_noctivagans",186,52,20,NA,"keep","keep"
"406","Lasiurus_atratus","Lasiurus atratus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_atratus",0,0,0,NA,"drop","drop"
"407","Lasiurus_blossevillii","Lasiurus blossevillii","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_blossevillii",25,3,0,NA,"keep","keep"
"408","Lasiurus_borealis","Lasiurus borealis","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_borealis",224,46,5,0,"keep","keep"
"409","Lasiurus_castaneus","Lasiurus castaneus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_castaneus",0,0,0,NA,"drop","drop"
"410","Lasiurus_cinereus","Lasiurus cinereus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus",231,61,13,NA,"keep","keep"
"411","Lasiurus_degelidus","Lasiurus degelidus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_degelidus",0,0,0,NA,"drop","drop"
"412","Lasiurus_ebenus","Lasiurus ebenus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ebenus",0,0,0,NA,"drop","drop"
"413","Lasiurus_ega","Lasiurus ega","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega",60,7,2,NA,"keep","keep"
"414","Lasiurus_egregius","Lasiurus egregius","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_egregius",3,0,0,NA,"keep","keep"
"415","Lasiurus_insularis","Lasiurus insularis","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_insularis",0,0,0,NA,"drop","drop"
"416","Lasiurus_intermedius","Lasiurus intermedius","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius",72,1,0,NA,"keep","keep"
"417","Lasiurus_minor","Lasiurus minor","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_minor",0,0,0,NA,"drop","drop"
"418","Lasiurus_pfeifferi","Lasiurus pfeifferi","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_pfeifferi",0,0,0,NA,"drop","drop"
"419","Lasiurus_seminolus","Lasiurus seminolus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_seminolus",41,2,0,NA,"keep","keep"
"420","Lasiurus_varius","Lasiurus varius","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_varius",0,0,0,NA,"drop","drop"
"421","Lasiurus_xanthinus","Lasiurus xanthinus","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_xanthinus",24,0,0,NA,"keep","keep"
"422","Latidens_salimalii","Latidens salimalii","Latidens","PTEROPODIDAE","Yinpterochiroptera","Latidens_salimalii",0,1,0,NA,"keep","drop"
"423","Lavia_frons","Lavia frons","Lavia","MEGADERMATIDAE","Yinpterochiroptera","Lavia_frons",0,2,0,0,"keep","drop"
"424","Leptonycteris_curasoae","Leptonycteris curasoae","Leptonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Leptonycteris_curasoae",4,20,0,0,"keep","keep"
"425","Leptonycteris_nivalis","Leptonycteris nivalis","Leptonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Leptonycteris_nivalis",4,7,0,NA,"keep","keep"
"426","Leptonycteris_yerbabuenae","Leptonycteris yerbabuenae","Leptonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Leptonycteris_yerbabuenae",0,26,0,NA,"keep","drop"
"427","Lichonycteris_obscura","Lichonycteris obscura","Lichonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Lichonycteris_obscura",5,0,0,NA,"keep","keep"
"428","Lionycteris_spurrelli","Lionycteris spurrelli","Lionycteris","PHYLLOSTOMIDAE","Yangochiroptera","Lionycteris_spurrelli",0,2,0,NA,"keep","drop"
"429","Lonchophylla_bokermanni","Lonchophylla bokermanni","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_bokermanni",0,3,0,NA,"keep","drop"
"430","Lonchophylla_chocoana","Lonchophylla chocoana","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"431","Lonchophylla_concava","Lonchophylla concava","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,1,0,NA,"keep","drop"
"432","Lonchophylla_dekeyseri","Lonchophylla dekeyseri","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_dekeyseri",0,1,0,NA,"keep","drop"
"433","Lonchophylla_fornicata","Lonchophylla fornicata","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"434","Lonchophylla_handleyi","Lonchophylla handleyi","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_handleyi",0,0,0,NA,"drop","drop"
"435","Lonchophylla_hesperia","Lonchophylla hesperia","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_hesperia",0,0,0,NA,"drop","drop"
"436","Lonchophylla_inexpectata","Lonchophylla inexpectata","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"437","Lonchophylla_mordax","Lonchophylla mordax","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_mordax",0,2,0,NA,"keep","drop"
"438","Lonchophylla_orcesi","Lonchophylla orcesi","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"439","Lonchophylla_orienticollina","Lonchophylla orienticollina","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"440","Lonchophylla_peracchii","Lonchophylla peracchii","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"441","Lonchophylla_robusta","Lonchophylla robusta","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_robusta",5,0,0,NA,"keep","keep"
"442","Lonchophylla_thomasi","Lonchophylla thomasi","Lonchophylla","PHYLLOSTOMIDAE","Yangochiroptera","Lonchophylla_thomasi",0,0,0,NA,"drop","drop"
"443","Lonchorhina_aurita","Lonchorhina aurita","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_aurita",6,5,0,NA,"keep","keep"
"444","Lonchorhina_fernandezi","Lonchorhina fernandezi","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_fernandezi",0,0,0,NA,"drop","drop"
"445","Lonchorhina_inusitata","Lonchorhina inusitata","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_inusitata",0,0,0,NA,"drop","drop"
"446","Lonchorhina_marinkellei","Lonchorhina marinkellei","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_marinkellei",0,0,0,NA,"drop","drop"
"447","Lonchorhina_orinocensis","Lonchorhina orinocensis","Lonchorhina","PHYLLOSTOMIDAE","Yangochiroptera","Lonchorhina_orinocensis",0,0,0,NA,"drop","drop"
"448","Lophostoma_aequatorialis","Lophostoma aequatorialis","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"449","Lophostoma_brasiliense","Lophostoma brasiliense","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_brasiliense",2,0,0,NA,"keep","keep"
"450","Lophostoma_carrikeri","Lophostoma carrikeri","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_carrikeri",0,2,0,NA,"keep","drop"
"451","Lophostoma_evotis","Lophostoma evotis","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_evotis",0,0,0,NA,"drop","drop"
"452","Lophostoma_kalkoae","Lophostoma kalkoae","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"453","Lophostoma_schulzi","Lophostoma schulzi","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_schulzi",0,0,0,NA,"drop","drop"
"454","Lophostoma_silvicolum","Lophostoma silvicolum","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera","Lophostoma_silvicolum",5,5,0,NA,"keep","keep"
"455","Lophostoma_yasuni","Lophostoma yasuni","Lophostoma","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"456","Macroderma_gigas","Macroderma gigas","Macroderma","MEGADERMATIDAE","Yinpterochiroptera","Macroderma_gigas",0,16,0,NA,"keep","drop"
"457","Macroglossus_minimus","Macroglossus minimus","Macroglossus","PTEROPODIDAE","Yinpterochiroptera","Macroglossus_minimus",9,6,0,NA,"keep","keep"
"458","Macroglossus_sobrinus","Macroglossus sobrinus","Macroglossus","PTEROPODIDAE","Yinpterochiroptera","Macroglossus_sobrinus",5,1,0,NA,"keep","keep"
"459","Macrophyllum_macrophyllum","Macrophyllum macrophyllum","Macrophyllum","PHYLLOSTOMIDAE","Yangochiroptera","Macrophyllum_macrophyllum",0,4,0,NA,"keep","drop"
"460","Macrotus_californicus","Macrotus californicus","Macrotus","PHYLLOSTOMIDAE","Yangochiroptera","Macrotus_californicus",4,16,0,0,"keep","keep"
"461","Macrotus_waterhousii","Macrotus waterhousii","Macrotus","PHYLLOSTOMIDAE","Yangochiroptera","Macrotus_waterhousii",0,16,0,NA,"keep","drop"
"462","Megaderma_lyra","Megaderma lyra","Megaderma","MEGADERMATIDAE","Yinpterochiroptera","Megaderma_lyra",16,37,4,0,"keep","keep"
"463","Megaderma_spasma","Megaderma spasma","Megaderma","MEGADERMATIDAE","Yinpterochiroptera","Megaderma_spasma",0,7,1,0,"keep","keep"
"464","Megaerops_ecaudatus","Megaerops ecaudatus","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_ecaudatus",0,2,0,NA,"keep","drop"
"465","Megaerops_kusnotoi","Megaerops kusnotoi","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_kusnotoi",5,0,0,NA,"keep","keep"
"466","Megaerops_niphanae","Megaerops niphanae","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_niphanae",4,2,1,NA,"keep","keep"
"467","Megaerops_wetmorei","Megaerops wetmorei","Megaerops","PTEROPODIDAE","Yinpterochiroptera","Megaerops_wetmorei",0,0,0,NA,"drop","drop"
"468","Megaloglossus_azagnyi","Megaloglossus azagnyi","Megaloglossus","PTEROPODIDAE","Yinpterochiroptera",NA,0,1,0,NA,"keep","drop"
"469","Megaloglossus_woermanni","Megaloglossus woermanni","Megaloglossus","PTEROPODIDAE","Yinpterochiroptera","Megaloglossus_woermanni",60,3,0,NA,"keep","keep"
"470","Melonycteris_fardoulisi","Melonycteris fardoulisi","Melonycteris","PTEROPODIDAE","Yinpterochiroptera","Melonycteris_fardoulisi",0,0,0,NA,"drop","drop"
"471","Melonycteris_melanops","Melonycteris melanops","Melonycteris","PTEROPODIDAE","Yinpterochiroptera","Melonycteris_melanops",0,0,0,NA,"drop","drop"
"472","Melonycteris_woodfordi","Melonycteris woodfordi","Melonycteris","PTEROPODIDAE","Yinpterochiroptera","Melonycteris_woodfordi",0,0,0,NA,"drop","drop"
"473","Mesophylla_macconnelli","Mesophylla macconnelli","Mesophylla","PHYLLOSTOMIDAE","Yangochiroptera","Mesophylla_macconnelli",5,0,0,NA,"keep","keep"
"474","Micronycteris_brosseti","Micronycteris brosseti","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_brosseti",0,0,0,NA,"drop","drop"
"475","Micronycteris_buriri","Micronycteris buriri","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"476","Micronycteris_giovanniae","Micronycteris giovanniae","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,NA,"drop","drop"
"477","Micronycteris_hirsuta","Micronycteris hirsuta","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_hirsuta",0,2,0,NA,"keep","drop"
"478","Micronycteris_matses","Micronycteris matses","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_matses",0,0,0,NA,"drop","drop"
"479","Micronycteris_megalotis","Micronycteris megalotis","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_megalotis",4,1,0,NA,"keep","keep"
"480","Micronycteris_microtis","Micronycteris microtis","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_microtis",0,10,0,NA,"keep","drop"
"481","Micronycteris_minuta","Micronycteris minuta","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_minuta",0,1,0,NA,"keep","drop"
"482","Micronycteris_sanborni","Micronycteris sanborni","Micronycteris","PHYLLOSTOMIDAE","Yangochiroptera","Micronycteris_sanborni",0,1,0,NA,"keep","drop"
