"","icnames","species","pcnames","ccnames","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","zvirus","category","population_trend"
"893","Pipistrellus nanulus","Pipistrellus nanulus","Pipistrellus nanulus","Pipistrellus nanulus","Pipistrellus_nanulus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_nanulus",2,1,1,"keep","keep",1,"yes","Pipistrellus nanulus",2.51,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",1,2374608.18,7.34,-5.08,1.13,33.68,4.26,18.97,0,39.52,1,0.12,149.48,241.08,1403,1567.29,0,"LC","Unknown"
"894","Pipistrellus nathusii","Pipistrellus nathusii","Pipistrellus nathusii","Pipistrellus nathusii","Pipistrellus_nathusii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_nathusii",35,23,5,"keep","keep",1,"yes","Pipistrellus nathusii",8.72,NA,48,34.03,4015,105.22,105.22,NA,NA,NA,NA,1.865,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2200,0,2200,0,NA,1,1,"Palearctic",3,5149391.84,59.21,36.38,47.8,50.37,-10.47,19.94,2,116.56,10,0.00962654652939555,55.32,75.68,472.93,577.74,2,"LC","Unknown"
"895","Pipistrellus papuanus","Pipistrellus papuanus","Pipistrellus papuanus","Pipistrellus papuanus","Pipistrellus_papuanus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_papuanus",0,0,0,"drop","drop",1,"yes","Pipistrellus papuanus",3.34,NA,NA,NA,NA,53.57,53.57,NA,114.84,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,1300,0,1300,NA,NA,NA,NA,"Australasian",1,391922.25,-0.62,-10.61,-5.62,158.03,127.83,142.93,1,10.12,1,0.11,282.22,231,1633.63,1681.49,0,"LC","Stable"
"896","Pipistrellus paterculus","Pipistrellus paterculus","Pipistrellus paterculus","Pipistrellus paterculus","Pipistrellus_paterculus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_paterculus",0,0,0,"drop","drop",1,"yes","Pipistrellus paterculus",4.92,NA,NA,31.5,1061.542,NA,NA,NA,NA,71.48,NA,2.195,NA,NA,1.04,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,NA,1,0,"Indomalayan",2,1154973.13,33.25,14.16,23.71,108.96,74.48,91.72,1,133.61,8,0.08,147.51,213.99,1060.28,1399.27,0,"LC","Unknown"
"897","Pipistrellus permixtus","Pipistrellus permixtus","Pipistrellus permixtus","Pipistrellus permixtus","Pipistrellus_permixtus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_permixtus",0,0,0,"drop","drop",NA,"yes","Pipistrellus permixtus",5.86,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1,35.66,-6.84,-6.9,-6.87,39.23,39.17,39.2,1100,1100,1100,0.28,99,252,1106,2103,0,"DD","Unknown"
"898","Pipistrellus pipistrellus","Pipistrellus pipistrellus","Pipistrellus pipistrellus","Pipistrellus pipistrellus","Pipistrellus_pipistrellus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_pipistrellus",111,125,21,"keep","keep",1,"yes","Pipistrellus pipistrellus",5,NA,45.99,31.46,6095.5,248.48,456,456,291.48,42,NA,1.285,1,364.75,1.125,42,3.89,1962.538,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,1,NA,NA,9195388.69,61.5,25.38,43.44,97.96,-10.47,43.74,0,101.08,5,0.03,48,81.94,424.73,709.6,7,"LC","Stable"
"899","Pipistrellus pulveratus","Pipistrellus pulveratus","Pipistrellus pulveratus","Pipistrellus pulveratus","Pipistrellus_pulveratus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,8,0,0,"keep","keep",1,"yes","Pipistrellus pulveratus",5.53,0.143,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan, Palearctic",4,1451043.87,34.88,17.11,25.99,118.89,99.68,109.28,2,234.57,5,0.06,108.22,129.27,924.72,1026.84,1,"LC","Unknown"
"900","Pipistrellus pygmaeus","Pipistrellus pygmaeus","Pipistrellus pygmaeus","Pipistrellus pygmaeus","Pipistrellus_pygmaeus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_pygmaeus",36,26,2,"keep","keep",1,"yes","Pipistrellus pygmaeus",5,NA,45.99,NA,6095.5,456,456,456,498,42,NA,1.2,1,364.75,1.125,42,3.89,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",3,5966364.24,61.5,36.01,48.75,48.18,-10.47,18.85,1,115.65,8,0.00713252048543594,55.54,76.75,460.98,577.11,1,"LC","Unknown"
"901","Pipistrellus raceyi","Pipistrellus raceyi","Pipistrellus raceyi","Pipistrellus raceyi","Pipistrellus_raceyi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Pipistrellus raceyi",5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,1,75,16,59,NA,NA,NA,NA,"Afrotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
"902","Pipistrellus rueppellii","Pipistrellus rueppellii","Pipistrellus rueppellii","Pipistrellus rueppellii","Pipistrellus_rueppellii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_rueppellii",0,1,0,"keep","drop",1,"yes","Pipistrellus rueppellii",7.07,NA,45,32.58,NA,NA,NA,NA,NA,50,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1100,0,1100,0,NA,1,0,"Afrotropical, Palearctic",3,14956062.08,33.66,-20.54,6.55,51.41,-17.53,16.93,0,38.95,1,0.13,74.11,243.05,767.72,1549.46,0,"LC","Unknown"
"903","Pipistrellus rusticus","Pipistrellus rusticus","Pipistrellus rusticus","Pipistrellus rusticus","Pipistrellus_rusticus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_rusticus",0,1,0,"keep","drop",1,"yes","Pipistrellus rusticus",4.57,NA,NA,28,NA,NA,NA,NA,NA,80.4,NA,1.96,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",2,4313990.7,13.45,-26.18,-6.36,40.63,-9.39,15.61,0,29.57,1,0.11,77.72,235.06,846.48,1535.47,0,"LC","Unknown"
"904","Pipistrellus savii","Pipistrellus savii","Pipistrellus savii","Pipistrellus savii","Pipistrellus_savii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,27,1,0,"keep","keep",1,"yes","Pipistrellus savii",6.3,NA,48,34.5,456.25,78.66,78.66,NA,NA,NA,NA,2,1,NA,NA,52.1,4.34,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3000,0,3000,NA,NA,NA,NA,"Indomalayan, Palearctic",6,4646012.88,52.74,22.9,37.82,145.82,-5.78,70.01,0,91.16,1,0.06,57.72,86.44,475.46,888.9,2,"LC","Stable"
"905","Pipistrellus stenopterus","Pipistrellus stenopterus","Pipistrellus stenopterus","Pipistrellus stenopterus","Pipistrellus_stenopterus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_stenopterus",0,2,0,"keep","drop",1,"yes","Pipistrellus stenopterus",15.67,0.247,NA,40,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,100,1100,1,NA,1,0,"Indomalayan",4,653273.55,8.9,-5.94,1.47,126.07,95.18,110.63,1,98.15,4,0.15,232.24,249.2,1684.93,1760.83,0,"LC","Unknown"
"906","Pipistrellus sturdeei","Pipistrellus sturdeei","Pipistrellus sturdeei","Pipistrellus sturdeei","Pipistrellus_sturdeei","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_sturdeei",0,0,0,"drop","drop",NA,"yes","Pipistrellus sturdeei",4.27,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Palearctic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EX",NA
"907","Pipistrellus subflavus","Pipistrellus subflavus","Pipistrellus subflavus","Pipistrellus subflavus","Pipistrellus_subflavus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_subflavus",86,19,7,"keep","keep",1,"yes","Pipistrellus subflavus",6.62,0.125,55,33.95,5475,245.53,228.765,NA,290.385,44.855,NA,1.98,1,364.75,1.1,31.21,4.89,1809.354,NA,NA,1,2,NA,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2097,NA,NA,0,NA,1,1,"Nearctic, Neotropical",4,4297155.48,47.22,14.81,31.01,-60.96,-101.83,-81.4,0,62.24,3,0.05,86.64,147.98,858.22,1016.45,1,"VU","Decreasing"
"908","Pipistrellus tenuis","Pipistrellus tenuis","Pipistrellus tenuis","Pipistrellus tenuis","Pipistrellus_tenuis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_tenuis",0,1,0,"keep","drop",1,"yes","Pipistrellus tenuis",3.34,0.104,NA,29.93,NA,53.57,53.57,NA,113.55,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,769,0,769,NA,NA,NA,NA,"Indomalayan",3,7367449.16,36.25,-10.57,12.84,130.87,66.76,98.82,1,243.64,12,0.1,130.16,228.99,965.15,1461.98,0,"LC","Stable"
"909","Pipistrellus vordermanni","Pipistrellus vordermanni","Pipistrellus vordermanni","Pipistrellus vordermanni","Pipistrellus_vordermanni","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Pipistrellus vordermanni",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,100,0,100,NA,NA,NA,NA,"Indomalayan",1,19828.26,1.8,-3.26,-0.73,111.26,107.52,109.39,14,54.66,14,0.09,276.72,256.72,1626.5,1626.5,0,"DD","Unknown"
"910","Pipistrellus wattsi","Pipistrellus wattsi","Pipistrellus wattsi","Pipistrellus wattsi","Pipistrellus_wattsi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_wattsi",0,0,0,"drop","drop",1,"yes","Pipistrellus wattsi",3.34,NA,NA,NA,NA,53.57,53.57,NA,114.84,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,200,0,200,NA,NA,NA,NA,"Australasian",2,16587.76,-7.6,-10.61,-9.1,150.66,144.97,147.82,2,10.93,2,0.05,207.15,211.44,1701.75,1701.75,0,"LC","Unknown"
"911","Pipistrellus westralis","Pipistrellus westralis","Pipistrellus westralis","Pipistrellus westralis","Pipistrellus_westralis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_westralis",0,0,0,"drop","drop",0,"yes","Pipistrellus westralis",3.34,NA,NA,NA,NA,53.57,53.57,NA,114.84,61.27,NA,1.92,3,NA,0.53,44.8,1.5,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian",1,188611.57,-11.11,-19.52,-15.31,140.77,121.27,131.02,0,1.22,0,0.00502004362957588,78.31,271.6,812.13,1805.75,0,"LC","Stable"
"912","Platalina genovensium","Platalina genovensium","Platalina genovensium","Platalina genovensium","Platalina_genovensium","Platalina","PHYLLOSTOMIDAE","Yangochiroptera","Platalina_genovensium",0,0,0,"drop","drop",1,"yes","Platalina genovensium",16.39,NA,NA,47.96,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,0,100,0,0,1,1,"Ar",1,0,0,0,1,2300,50,2250,0,NA,1,0,"Neotropical",2,672990.49,-3.86,-17.36,-10.61,-71.32,-81.35,-76.34,0,41.31,2,0.1,76.45,152.25,875.25,1386.7,0,"NT","Unknown"
"913","Platymops setiger","Platymops setiger","Platymops setiger","Platymops setiger","Platymops_setiger","Platymops","MOLOSSIDAE","Yangochiroptera","Platymops_setiger",0,0,0,"drop","drop",0,"yes","Platymops setiger",5.37,NA,60,32.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,NA,NA,NA,NA,"Afrotropical",2,1790267.9,11.98,-6.9,2.53,51.41,34.14,42.78,1,26.68,2,0.1,42.45,238.48,627.41,1631.13,0,"LC","Unknown"
"914","Platyrrhinus albericoi","Platyrrhinus albericoi","Platyrrhinus albericoi","Platyrrhinus albericoi","Platyrrhinus_albericoi","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Platyrrhinus albericoi",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,1,2500,1480,1020,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Unknown"
"915","Platyrrhinus angustirostris","Platyrrhinus angustirostris","Platyrrhinus angustirostris","Platyrrhinus angustirostris","Platyrrhinus_angustirostris","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Platyrrhinus angustirostris",13.44,0.42,59,38.09,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,1300,150,1150,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Stable"
"916","Platyrrhinus aurarius","Platyrrhinus aurarius","Platyrrhinus aurarius","Platyrrhinus aurarius","Platyrrhinus_aurarius","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_aurarius",0,0,0,"drop","drop",0,"yes","Platyrrhinus aurarius",35.12,NA,NA,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,2600,500,2100,0,NA,0,0,"Neotropical",1,434351.66,6.11,-0.48,2.81,-61.1,-74.77,-67.93,0,0.72,0,0.13,212.23,241.64,1559.01,1607.97,0,"LC","Stable"
"917","Platyrrhinus brachycephalus","Platyrrhinus brachycephalus","Platyrrhinus brachycephalus","Platyrrhinus brachycephalus","Platyrrhinus_brachycephalus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_brachycephalus",0,0,0,"drop","drop",0,"yes","Platyrrhinus brachycephalus",14.26,0.583,NA,38.99,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Neotropical",2,6905773.42,10.74,-17.3,-3.27,-50.86,-79.7,-65.28,0,9.24,0,0.13,168.21,235.33,1378.06,1563.45,0,"LC","Stable"
"918","Platyrrhinus chocoensis","Platyrrhinus chocoensis","Platyrrhinus chocoensis","Platyrrhinus chocoensis","Platyrrhinus_chocoensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_chocoensis",0,0,0,"drop","drop",0,"yes","Platyrrhinus chocoensis",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Neotropical",1,40113.01,5.44,2.41,3.92,-76.05,-77.47,-76.76,5,77.93,6,0.11,361.44,207.91,1557.23,1721.52,0,"VU","Decreasing"
"919","Platyrrhinus dorsalis","Platyrrhinus dorsalis","Platyrrhinus dorsalis","Platyrrhinus dorsalis","Platyrrhinus_dorsalis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_dorsalis",0,1,0,"keep","drop",0,"yes","Platyrrhinus dorsalis",26,NA,86,47.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,2500,150,2350,0,NA,1,0,"Neotropical",1,2202496.45,11.28,-26.5,-7.6,-54.57,-80.25,-67.41,0,31.47,0,0.1,134.82,201.83,1203.91,1435.48,0,"LC","Unknown"
"920","Platyrrhinus fusciventris","Platyrrhinus fusciventris","Platyrrhinus fusciventris","Platyrrhinus fusciventris","Platyrrhinus_fusciventris","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Platyrrhinus fusciventris",13.44,0.42,59,38.09,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,350,50,300,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Stable"
"921","Platyrrhinus guianensis","Platyrrhinus guianensis","Platyrrhinus guianensis","Platyrrhinus guianensis","Platyrrhinus_guianensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"922","Platyrrhinus helleri","Platyrrhinus helleri","Platyrrhinus helleri","Platyrrhinus helleri","Platyrrhinus_helleri","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_helleri",14,3,0,"keep","keep",1,"yes","Platyrrhinus helleri",13.44,0.42,59,38.09,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,1500,0,1500,0,NA,1,0,"Nearctic, Neotropical",4,10885924.75,18.91,-23.56,-2.32,-44.34,-98.78,-71.56,0,17.67,0,0.12,158.94,236.48,1334.56,1558.22,4,"LC","Stable"
"923","Platyrrhinus infuscus","Platyrrhinus infuscus","Platyrrhinus infuscus","Platyrrhinus infuscus","Platyrrhinus_infuscus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_infuscus",0,0,0,"drop","drop",0,"yes","Platyrrhinus infuscus",50.76,1.11,NA,56.49,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,1900,180,1720,0,NA,1,0,"Neotropical",2,2812367.88,6.59,-19.02,-6.21,-61.85,-80.65,-71.25,0,19.74,0,0.11,162.29,215.49,1301.09,1485.61,0,"LC","Unknown"
"924","Platyrrhinus ismaeli","Platyrrhinus ismaeli","Platyrrhinus ismaeli","Platyrrhinus ismaeli","Platyrrhinus_ismaeli","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Platyrrhinus ismaeli",37.1,NA,86,47.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,10,0,0,0,0,0,90,0,0,0,1,1,"Ar",1,0,0,0,1,2950,1230,1720,NA,NA,NA,NA,"Neotropical",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"NT","Decreasing"
"925","Platyrrhinus lineatus","Platyrrhinus lineatus","Platyrrhinus lineatus","Platyrrhinus lineatus","Platyrrhinus_lineatus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera","Platyrrhinus_lineatus",8,19,1,"keep","keep",0,"yes","Platyrrhinus lineatus",22,0.741,103,46.59,4745,NA,NA,NA,NA,106,NA,1,2,NA,8.3,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1,6717965.67,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0,38.44,1,0.09,118.26,211.12,1128.68,1399.18,2,"LC","Stable"
"926","Platyrrhinus masu","Platyrrhinus masu","Platyrrhinus masu","Platyrrhinus masu","Platyrrhinus_masu","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Platyrrhinus masu",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,3350,650,2700,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Unknown"
"927","Platyrrhinus matapalensis","Platyrrhinus matapalensis","Platyrrhinus matapalensis","Platyrrhinus matapalensis","Platyrrhinus_matapalensis","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Platyrrhinus matapalensis",18,0.42,59,38.09,NA,NA,NA,NA,NA,NA,NA,0.99,2,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,90,0,0,0,1,2,"Ar",1,0,0,0,1,680,50,630,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"NT","Decreasing"
"928","Platyrrhinus nigellus","Platyrrhinus nigellus","Platyrrhinus nigellus","Platyrrhinus nigellus","Platyrrhinus_nigellus","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Platyrrhinus nigellus",21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Unknown"
"929","Platyrrhinus nitelinea","Platyrrhinus nitelinea","Platyrrhinus nitelinea","Platyrrhinus nitelinea","Platyrrhinus_nitelinea","Platyrrhinus","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Platyrrhinus nitelinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1100,36,1064,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
