"","species","gen","fam","clade","MSW3_sciName_matched","tip","vfam","Virus","dum_virus","zoo_sp","zfam","dum_zvirus"
"731","Myzopoda aurita","Myzopoda","MYZOPODIDAE","Yangochiroptera","Myzopoda_aurita","Myzopoda_aurita",0,0,0,0,0,0
"732","Myzopoda schliemanni","Myzopoda","MYZOPODIDAE","Yangochiroptera",NA,"Myzopoda_schliemanni",0,0,0,0,0,0
"733","Nanonycteris veldkampii","Nanonycteris","PTEROPODIDAE","Yinpterochiroptera","Nanonycteris_veldkampii","Nanonycteris_veldkampii",1,1,1,0,0,0
"734","Natalus espiritosantensis","Natalus","NATALIDAE","Yangochiroptera",NA,"Natalus_espiritosantensis",0,0,0,0,0,0
"735","Natalus jamaicensis","Natalus","NATALIDAE","Yangochiroptera","Natalus_jamaicensis","Natalus_jamaicensis",0,0,0,0,0,0
"736","Natalus lanatus","Natalus","NATALIDAE","Yangochiroptera",NA,"Natalus_lanatus",0,0,0,0,0,0
"737","Natalus major","Natalus","NATALIDAE","Yangochiroptera","Natalus_major","Natalus_major",0,0,0,0,0,0
"738","Natalus mexicanus","Natalus","NATALIDAE","Yangochiroptera",NA,"Natalus_mexicanus",0,0,0,0,0,0
"739","Natalus primus","Natalus","NATALIDAE","Yangochiroptera","Natalus_primus","Natalus_primus",0,0,0,0,0,0
"740","Natalus saturatus","Natalus","NATALIDAE","Yangochiroptera",NA,"Natalus_saturatus",0,0,0,0,0,0
"741","Natalus stramineus","Natalus","NATALIDAE","Yangochiroptera","Natalus_stramineus","Natalus_stramineus",1,1,1,1,1,1
"742","Natalus tumidirostris","Natalus","NATALIDAE","Yangochiroptera","Natalus_tumidirostris","Natalus_tumidirostris",0,0,0,0,0,0
"743","Neonycteris pusilla","Neonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Neonycteris_pusilla","Neonycteris_pusilla",0,0,0,0,0,0
"744","Neopteryx frosti","Neopteryx","PTEROPODIDAE","Yinpterochiroptera","Neopteryx_frosti","Neopteryx_frosti",0,0,0,0,0,0
"745","Neoromicia brunnea","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_brunnea",1,1,1,0,0,0
"746","Neoromicia capensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_capensis","Neoromicia_capensis",4,7,1,1,1,1
"747","Neoromicia flavescens","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_flavescens","Neoromicia_flavescens",0,0,0,0,0,0
"748","Neoromicia guineensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_guineensis","Neoromicia_guineensis",0,0,0,0,0,0
"749","Neoromicia helios","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_helios","Neoromicia_helios",2,2,1,1,1,1
"750","Neoromicia malagasyensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_malagasyensis",0,0,0,0,0,0
"751","Neoromicia matroka","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_matroka",0,0,0,0,0,0
"752","Neoromicia melckorum","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_melckorum","Neoromicia_melckorum",0,0,0,0,0,0
"753","Neoromicia nana","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_nana",0,0,0,0,0,0
"754","Neoromicia rendalli","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_rendalli","Neoromicia_rendalli",0,0,0,0,0,0
"755","Neoromicia robertsi","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_robertsi",0,0,0,0,0,0
"756","Neoromicia roseveari","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_roseveari",0,0,0,0,0,0
"757","Neoromicia somalica","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,"Neoromicia_somalica",0,0,0,0,0,0
"758","Neoromicia tenuipinnis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_tenuipinnis","Neoromicia_tenuipinnis",2,5,1,0,0,0
"759","Neoromicia zuluensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_zuluensis","Neoromicia_zuluensis",0,0,0,0,0,0
"760","Noctilio albiventris","Noctilio","NOCTILIONIDAE","Yangochiroptera","Noctilio_albiventris","Noctilio_albiventris",0,0,0,0,0,0
"761","Noctilio leporinus","Noctilio","NOCTILIONIDAE","Yangochiroptera","Noctilio_leporinus","Noctilio_leporinus",0,0,0,0,0,0
"762","Notopteris macdonaldi","Notopteris","PTEROPODIDAE","Yinpterochiroptera","Notopteris_macdonaldi","Notopteris_macdonaldi",0,0,0,0,0,0
"763","Notopteris neocaledonica","Notopteris","PTEROPODIDAE","Yinpterochiroptera","Notopteris_neocaledonica","Notopteris_neocaledonica",0,0,0,0,0,0
"764","Nyctalus aviator","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_aviator","Nyctalus_aviator",0,0,0,0,0,0
"765","Nyctalus azoreum","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_azoreum","Nyctalus_azoreum",0,0,0,0,0,0
"766","Nyctalus furvus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_furvus","Nyctalus_furvus",0,0,0,0,0,0
"767","Nyctalus lasiopterus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_lasiopterus","Nyctalus_lasiopterus",2,3,1,0,0,0
"768","Nyctalus leisleri","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_leisleri","Nyctalus_leisleri",2,3,1,0,0,0
"769","Nyctalus montanus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_montanus","Nyctalus_montanus",0,0,0,0,0,0
"770","Nyctalus noctula","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_noctula","Nyctalus_noctula",13,22,1,9,6,1
"771","Nyctalus plancyi","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_plancyi","Nyctalus_plancyi",5,5,1,1,1,1
"772","Nycteris arge","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_arge","Nycteris_arge",0,0,0,0,0,0
"773","Nycteris aurita","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_aurita","Nycteris_aurita",0,0,0,0,0,0
"774","Nycteris gambiensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_gambiensis","Nycteris_gambiensis",0,0,0,0,0,0
"775","Nycteris grandis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_grandis","Nycteris_grandis",2,2,1,1,1,1
"776","Nycteris hispida","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_hispida","Nycteris_hispida",2,3,1,1,1,1
"777","Nycteris intermedia","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_intermedia","Nycteris_intermedia",0,0,0,0,0,0
"778","Nycteris javanica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_javanica","Nycteris_javanica",0,0,0,0,0,0
"779","Nycteris macrotis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_macrotis","Nycteris_macrotis",1,1,1,0,0,0
"780","Nycteris madagascariensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_madagascariensis","Nycteris_madagascariensis",0,0,0,0,0,0
"781","Nycteris major","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_major","Nycteris_major",0,0,0,0,0,0
"782","Nycteris nana","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_nana","Nycteris_nana",0,0,0,0,0,0
"783","Nycteris parisii","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_parisii","Nycteris_parisii",0,0,0,0,0,0
"784","Nycteris thebaica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_thebaica","Nycteris_thebaica",4,8,1,2,2,1
"785","Nycteris tragata","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_tragata","Nycteris_tragata",0,0,0,0,0,0
"786","Nycteris vinsoni","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_vinsoni","Nycteris_vinsoni",0,0,0,0,0,0
"787","Nycteris woodi","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_woodi","Nycteris_woodi",0,0,0,0,0,0
"788","Nycticeinops schlieffeni","Nycticeinops","VESPERTILIONIDAE","Yangochiroptera","Nycticeinops_schlieffeni","Nycticeinops_schlieffeni",1,1,1,0,0,0
"789","Nycticeius aenobarbus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_aenobarbus","Nycticeius_aenobarbus",0,0,0,0,0,0
"790","Nycticeius cubanus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_cubanus","Nycticeius_cubanus",0,0,0,0,0,0
"791","Nycticeius humeralis","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_humeralis","Nycticeius_humeralis",1,1,1,1,1,1
"792","Nyctiellus lepidus","Nyctiellus","NATALIDAE","Yangochiroptera","Nyctiellus_lepidus","Nyctiellus_lepidus",0,0,0,0,0,0
"793","Nyctimene aello","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_aello","Nyctimene_aello",0,0,0,0,0,0
"794","Nyctimene albiventer","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_albiventer","Nyctimene_albiventer",0,0,0,0,0,0
"795","Nyctimene cephalotes","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cephalotes","Nyctimene_cephalotes",1,1,1,0,0,0
"796","Nyctimene certans","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_certans","Nyctimene_certans",0,0,0,0,0,0
"797","Nyctimene cyclotis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cyclotis","Nyctimene_cyclotis",0,0,0,0,0,0
"798","Nyctimene draconilla","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_draconilla","Nyctimene_draconilla",0,0,0,0,0,0
"799","Nyctimene keasti","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_keasti","Nyctimene_keasti",0,0,0,0,0,0
"800","Nyctimene major","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_major","Nyctimene_major",0,0,0,0,0,0
"801","Nyctimene malaitensis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_malaitensis","Nyctimene_malaitensis",0,0,0,0,0,0
"802","Nyctimene masalai","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_masalai","Nyctimene_masalai",0,0,0,0,0,0
"803","Nyctimene minutus","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_minutus","Nyctimene_minutus",0,0,0,0,0,0
"804","Nyctimene rabori","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_rabori","Nyctimene_rabori",0,0,0,0,0,0
"805","Nyctimene robinsoni","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_robinsoni","Nyctimene_robinsoni",0,0,0,0,0,0
"806","Nyctimene sanctacrucis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_sanctacrucis","Nyctimene_sanctacrucis",0,0,0,0,0,0
"807","Nyctimene vizcaccia","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_vizcaccia","Nyctimene_vizcaccia",0,0,0,0,0,0
"808","Nyctinomops aurispinosus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_aurispinosus","Nyctinomops_aurispinosus",0,0,0,0,0,0
"809","Nyctinomops femorosaccus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_femorosaccus","Nyctinomops_femorosaccus",1,1,1,0,0,0
"810","Nyctinomops kalinowskii","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Mormopterus_kalinowskii","Nyctinomops_kalinowskii",0,0,0,0,0,0
"811","Nyctinomops laticaudatus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_laticaudatus","Nyctinomops_laticaudatus",4,4,1,1,1,1
"812","Nyctinomops macrotis","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_macrotis","Nyctinomops_macrotis",2,2,1,1,1,1
"813","Nyctophilus arnhemensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_arnhemensis","Nyctophilus_arnhemensis",0,0,0,0,0,0
"814","Nyctophilus bifax","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_bifax","Nyctophilus_bifax",0,0,0,0,0,0
"815","Nyctophilus corbeni","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Nyctophilus_corbeni",0,0,0,0,0,0
"816","Nyctophilus geoffroyi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_geoffroyi","Nyctophilus_geoffroyi",1,1,1,0,0,0
"817","Nyctophilus gouldi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_gouldi","Nyctophilus_gouldi",1,1,1,0,0,0
"818","Nyctophilus heran","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_heran","Nyctophilus_heran",0,0,0,0,0,0
"819","Nyctophilus howensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_howensis","Nyctophilus_howensis",0,0,0,0,0,0
"820","Nyctophilus microdon","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microdon","Nyctophilus_microdon",0,0,0,0,0,0
"821","Nyctophilus microtis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microtis","Nyctophilus_microtis",0,0,0,0,0,0
"822","Nyctophilus nebulosus","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_nebulosus","Nyctophilus_nebulosus",0,0,0,0,0,0
"823","Nyctophilus sherrini","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Nyctophilus_sherrini",0,0,0,0,0,0
"824","Nyctophilus shirleyae","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,"Nyctophilus_shirleyae",0,0,0,0,0,0
"825","Nyctophilus timoriensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_timoriensis","Nyctophilus_timoriensis",0,0,0,0,0,0
"826","Nyctophilus walkeri","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_walkeri","Nyctophilus_walkeri",0,0,0,0,0,0
"827","Otomops formosus","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_formosus","Otomops_formosus",0,0,0,0,0,0
"828","Otomops johnstonei","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_johnstonei","Otomops_johnstonei",0,0,0,0,0,0
"829","Otomops madagascariensis","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_madagascariensis","Otomops_madagascariensis",1,1,1,0,0,0
"830","Otomops martiensseni","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_martiensseni","Otomops_martiensseni",5,13,1,1,1,1
"831","Otomops papuensis","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_papuensis","Otomops_papuensis",0,0,0,0,0,0
"832","Otomops secundus","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_secundus","Otomops_secundus",0,0,0,0,0,0
"833","Otomops wroughtoni","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_wroughtoni","Otomops_wroughtoni",0,0,0,0,0,0
"834","Otonycteris hemprichii","Otonycteris","VESPERTILIONIDAE","Yangochiroptera","Otonycteris_hemprichii","Otonycteris_hemprichii",0,0,0,0,0,0
"835","Otopteropus cartilagonodus","Otopteropus","PTEROPODIDAE","Yinpterochiroptera","Otopteropus_cartilagonodus","Otopteropus_cartilagonodus",0,0,0,0,0,0
"836","Paracoelops megalotis","Paracoelops","HIPPOSIDERIDAE","Yinpterochiroptera","Paracoelops_megalotis","Paracoelops_megalotis",0,0,0,0,0,0
"837","Paranyctimene raptor","Paranyctimene","PTEROPODIDAE","Yinpterochiroptera","Paranyctimene_raptor","Paranyctimene_raptor",0,0,0,0,0,0
"838","Paranyctimene tenax","Paranyctimene","PTEROPODIDAE","Yinpterochiroptera","Paranyctimene_tenax","Paranyctimene_tenax",0,0,0,0,0,0
"839","Parastrellus hesperus","Parastrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_hesperus","Parastrellus_hesperus",1,1,1,1,1,1
"840","Paratriaenops auritus","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_auritus","Paratriaenops_auritus",0,0,0,0,0,0
"841","Paratriaenops furculus","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_furculus","Paratriaenops_furculus",0,0,0,0,0,0
"842","Paratriaenops pauliani","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,"Paratriaenops_pauliani",0,0,0,0,0,0
"843","Penthetor lucasi","Penthetor","PTEROPODIDAE","Yinpterochiroptera","Penthetor_lucasi","Penthetor_lucasi",0,0,0,0,0,0
"844","Peropteryx kappleri","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_kappleri","Peropteryx_kappleri",0,0,0,0,0,0
"845","Peropteryx leucoptera","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_leucoptera","Peropteryx_leucoptera",0,0,0,0,0,0
"846","Peropteryx macrotis","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_macrotis","Peropteryx_macrotis",2,2,1,1,1,1
"847","Peropteryx pallidoptera","Peropteryx","EMBALLONURIDAE","Yangochiroptera",NA,"Peropteryx_pallidoptera",0,0,0,0,0,0
"848","Peropteryx trinitatis","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_trinitatis","Peropteryx_trinitatis",0,0,0,0,0,0
"849","Pharotis imogene","Pharotis","VESPERTILIONIDAE","Yangochiroptera","Pharotis_imogene","Pharotis_imogene",0,0,0,0,0,0
"850","Philetor brachypterus","Philetor","VESPERTILIONIDAE","Yangochiroptera","Philetor_brachypterus","Philetor_brachypterus",0,0,0,0,0,0
"851","Phoniscus aerosa","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_aerosa","Phoniscus_aerosa",0,0,0,0,0,0
"852","Phoniscus atrox","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_atrox","Phoniscus_atrox",0,0,0,0,0,0
"853","Phoniscus jagorii","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_jagorii","Phoniscus_jagorii",0,0,0,0,0,0
"854","Phoniscus papuensis","Phoniscus","VESPERTILIONIDAE","Yangochiroptera","Phoniscus_papuensis","Phoniscus_papuensis",0,0,0,0,0,0
"855","Phylloderma stenops","Phylloderma","PHYLLOSTOMIDAE","Yangochiroptera","Phylloderma_stenops","Phylloderma_stenops",0,0,0,0,0,0
"856","Phyllonycteris aphylla","Phyllonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Phyllonycteris_aphylla","Phyllonycteris_aphylla",0,0,0,0,0,0
"857","Phyllonycteris poeyi","Phyllonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Phyllonycteris_poeyi","Phyllonycteris_poeyi",0,0,0,0,0,0
"858","Phyllops falcatus","Phyllops","PHYLLOSTOMIDAE","Yangochiroptera","Phyllops_falcatus","Phyllops_falcatus",0,0,0,0,0,0
"859","Phyllostomus discolor","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_discolor","Phyllostomus_discolor",3,4,1,1,1,1
"860","Phyllostomus elongatus","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_elongatus","Phyllostomus_elongatus",1,1,1,0,0,0
"861","Phyllostomus hastatus","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_hastatus","Phyllostomus_hastatus",4,7,1,2,2,1
"862","Phyllostomus latifolius","Phyllostomus","PHYLLOSTOMIDAE","Yangochiroptera","Phyllostomus_latifolius","Phyllostomus_latifolius",0,0,0,0,0,0
"863","Pipistrellus abramus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_abramus","Pipistrellus_abramus",12,27,1,3,3,1
"864","Pipistrellus adamsi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_adamsi","Pipistrellus_adamsi",0,0,0,0,0,0
"865","Pipistrellus aero","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_aero","Pipistrellus_aero",0,0,0,0,0,0
"866","Pipistrellus alaschanicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_alaschanicus",6,7,1,1,1,1
"867","Pipistrellus angulatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_angulatus","Pipistrellus_angulatus",0,0,0,0,0,0
"868","Pipistrellus anthonyi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_anthonyi",0,0,0,0,0,0
"869","Pipistrellus arabicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_arabicus",0,0,0,0,0,0
"870","Pipistrellus ariel","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_ariel",0,0,0,0,0,0
"871","Pipistrellus cadornae","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_cadornae",0,0,0,0,0,0
"872","Pipistrellus ceylonicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_ceylonicus","Pipistrellus_ceylonicus",0,0,0,0,0,0
"873","Pipistrellus collinus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_collinus","Pipistrellus_collinus",0,0,0,0,0,0
"874","Pipistrellus coromandra","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_coromandra","Pipistrellus_coromandra",1,3,1,0,0,0
"875","Pipistrellus crassulus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_crassulus",1,1,1,1,1,1
"876","Pipistrellus deserti","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_deserti","Pipistrellus_deserti",0,0,0,0,0,0
"877","Pipistrellus eisentrauti","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_eisentrauti",0,0,0,0,0,0
"878","Pipistrellus endoi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_endoi","Pipistrellus_endoi",0,0,0,0,0,0
"879","Pipistrellus hanaki","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_hanaki",0,0,0,0,0,0
"880","Pipistrellus hesperidus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_hesperidus","Pipistrellus_hesperidus",1,2,1,0,0,0
"881","Pipistrellus imbricatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_imbricatus",0,0,0,0,0,0
"882","Pipistrellus inexspectatus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_inexspectatus","Pipistrellus_inexspectatus",0,0,0,0,0,0
"883","Pipistrellus javanicus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_javanicus","Pipistrellus_javanicus",0,0,0,0,0,0
"884","Pipistrellus joffrei","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_joffrei",0,0,0,0,0,0
"885","Pipistrellus kitcheneri","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_kitcheneri",0,0,0,0,0,0
"886","Pipistrellus kuhlii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_kuhlii","Pipistrellus_kuhlii",13,23,1,5,5,1
"887","Pipistrellus lophurus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_lophurus",0,0,0,0,0,0
"888","Pipistrellus macrotis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_macrotis",0,0,0,0,0,0
"889","Pipistrellus maderensis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_maderensis","Pipistrellus_maderensis",0,0,0,0,0,0
"890","Pipistrellus minahassae","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_minahassae","Pipistrellus_minahassae",0,0,0,0,0,0
"891","Pipistrellus murrayi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_murrayi",0,0,0,0,0,0
"892","Pipistrellus musciculus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_musciculus",0,0,0,0,0,0
"893","Pipistrellus nanulus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_nanulus","Pipistrellus_nanulus",0,0,0,0,0,0
"894","Pipistrellus nathusii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_nathusii","Pipistrellus_nathusii",8,13,1,3,3,1
"895","Pipistrellus papuanus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_papuanus","Pipistrellus_papuanus",0,0,0,0,0,0
"896","Pipistrellus paterculus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_paterculus","Pipistrellus_paterculus",0,0,0,0,0,0
"897","Pipistrellus permixtus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_permixtus","Pipistrellus_permixtus",0,0,0,0,0,0
"898","Pipistrellus pipistrellus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_pipistrellus","Pipistrellus_pipistrellus",20,42,1,6,5,1
"899","Pipistrellus pulveratus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_pulveratus",2,2,1,0,0,0
"900","Pipistrellus pygmaeus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_pygmaeus","Pipistrellus_pygmaeus",8,8,1,2,2,1
"901","Pipistrellus raceyi","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_raceyi",0,0,0,0,0,0
"902","Pipistrellus rueppellii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_rueppellii","Pipistrellus_rueppellii",0,0,0,0,0,0
"903","Pipistrellus rusticus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_rusticus","Pipistrellus_rusticus",0,0,0,0,0,0
"904","Pipistrellus savii","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_savii",7,8,1,2,2,1
"905","Pipistrellus stenopterus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_stenopterus","Pipistrellus_stenopterus",0,0,0,0,0,0
"906","Pipistrellus sturdeei","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_sturdeei","Pipistrellus_sturdeei",0,0,0,0,0,0
"907","Pipistrellus subflavus","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_subflavus","Pipistrellus_subflavus",1,1,1,1,1,1
"908","Pipistrellus tenuis","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_tenuis","Pipistrellus_tenuis",0,0,0,0,0,0
"909","Pipistrellus vordermanni","Pipistrellus","VESPERTILIONIDAE","Yangochiroptera",NA,"Pipistrellus_vordermanni",0,0,0,0,0,0
