Species_Name,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,Order,Family,BM,BR,Diet,WA,LS,AspectRatio,Synurbic,UrbanStatus
Myotis_dieteri,Myotis_dieteri_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_diminutus,Myotis_diminutus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_dinellii,Myotis_dinellii_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_dominicensis,Myotis_dominicensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_dominicensis,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_elegans,Myotis_elegans_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_elegans,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_emarginatus,Myotis_emarginatus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_emarginatus,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_escalerai,Myotis_escalerai_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_evotis,Myotis_evotis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_evotis,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_fimbriatus,Myotis_fimbriatus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_fimbriatus,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_findleyi,Myotis_findleyi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_findleyi,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_flavus,Myotis_flavus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_formosus,Myotis_formosus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_formosus,5,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_fortidens,Myotis_fortidens_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_fortidens,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_frater,Myotis_frater_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_frater,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_gomantongensis,Myotis_gomantongensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_gomantongensis,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_goudoti,Myotis_goudoti_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_goudoti,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_grisescens,Myotis_grisescens_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_grisescens,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_hajastanicus,Myotis_hajastanicus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_hajastanicus,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_handleyi,Myotis_handleyi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_hasseltii,Myotis_hasseltii_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_hasseltii,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_hermani,Myotis_hermani_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_hermani,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_horsfieldii,Myotis_horsfieldii_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_horsfieldii,5,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_ikonnikovi,Myotis_ikonnikovi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_ikonnikovi,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_insularum,Myotis_insularum_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_insularum,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_izecksohni,Myotis_izecksohni_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_keaysi,Myotis_keaysi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_keaysi,5,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_keenii,Myotis_keenii_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_keenii,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_laniger,Myotis_laniger_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_laniger,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_lavali,Myotis_lavali_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_leibii,Myotis_leibii_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_leibii,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_levis,Myotis_levis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_levis,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_longipes,Myotis_longipes_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_longipes,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_lucifugus,Myotis_lucifugus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_lucifugus,28,0,sampled,PC17_VespertilionidRelated,Chiroptera,Vespertilionidae,7.648298,0.172,0,26,1,6,0,neither
Myotis_macrodactylus,Myotis_macrodactylus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_macrodactylus,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_macropus,Myotis_macropus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_macropus,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_macrotarsus,Myotis_macrotarsus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_macrotarsus,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_martiniquensis,Myotis_martiniquensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_martiniquensis,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_melanorhinus,Myotis_melanorhinus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_melanorhinus,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_midastactus,Myotis_midastactus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_moluccarum,Myotis_moluccarum_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_moluccarum,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_montivagus,Myotis_montivagus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_montivagus,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_morrisi,Myotis_morrisi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_morrisi,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_muricola,Myotis_muricola_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_muricola,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_myotis,Myotis_myotis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_myotis,12,0,sampled,PC17_VespertilionidRelated,Chiroptera,Vespertilionidae,24.78667,0.48,0,41.99,1.5,6.3,0,neither
Myotis_mystacinus,Myotis_mystacinus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_mystacinus,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_nattereri,Myotis_nattereri_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_nattereri,4,0,sampled,PC17_VespertilionidRelated,Chiroptera,Vespertilionidae,7.137778,0.22,0,60.41,1,6.4,0,neither
Myotis_nesopolus,Myotis_nesopolus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_nesopolus,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_nigricans,Myotis_nigricans_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_nigricans,6,0,sampled,PC17_VespertilionidRelated,Chiroptera,Vespertilionidae,4.24,0.133,0,38,1,6.5,0,neither
Myotis_nipalensis,Myotis_nipalensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_nipalensis,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_occultus,Myotis_occultus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_occultus,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_oreias,Myotis_oreias_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_oreias,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_oxyotus,Myotis_oxyotus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_oxyotus,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_peninsularis,Myotis_peninsularis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_peninsularis,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_pequinius,Myotis_pequinius_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_pequinius,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_petax,Myotis_petax_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_phanluongi,Myotis_phanluongi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_pilosus,Myotis_pilosus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_planiceps,Myotis_planiceps_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_planiceps,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_pruinosus,Myotis_pruinosus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_pruinosus,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_punicus,Myotis_punicus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_punicus,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_ridleyi,Myotis_ridleyi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_ridleyi,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_riparius,Myotis_riparius_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_riparius,5,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_rosseti,Myotis_rosseti_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_rosseti,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_ruber,Myotis_ruber_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_ruber,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_rufopictus,Myotis_rufopictus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_schaubi,Myotis_schaubi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_schaubi,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_scotti,Myotis_scotti_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_scotti,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_secundus,Myotis_secundus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_septentrionalis,Myotis_septentrionalis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_septentrionalis,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_sicarius,Myotis_sicarius_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_sicarius,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_siligorensis,Myotis_siligorensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_siligorensis,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_simus,Myotis_simus_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_simus,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_sodalis,Myotis_sodalis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_sodalis,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_soror,Myotis_soror_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_stalkeri,Myotis_stalkeri_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_stalkeri,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_thysanodes,Myotis_thysanodes_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_thysanodes,5,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_tricolor,Myotis_tricolor_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_tricolor,1,0,sampled,PC17_VespertilionidRelated,Chiroptera,Vespertilionidae,13.94286,0.259,0,41.88,1,6.2,0,neither
Myotis_velifer,Myotis_velifer_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_velifer,8,0,sampled,PC17_VespertilionidRelated,Chiroptera,Vespertilionidae,10.09563,0.2,0,43,1,6.2,0,neither
Myotis_vivesi,Myotis_vivesi_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_vivesi,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_volans,Myotis_volans_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_volans,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_welwitschii,Myotis_welwitschii_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_welwitschii,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_yanbarensis,Myotis_yanbarensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_yanbarensis,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_yumanensis,Myotis_yumanensis_VESPERTILIONIDAE_CHIROPTERA,Myotis,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myotis_yumanensis,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mystacina_robusta,Mystacina_robusta_MYSTACINIDAE_CHIROPTERA,Mystacina,MYSTACINIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Mystacina_robusta,0,0,imputed,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mystacina_tuberculata,Mystacina_tuberculata_MYSTACINIDAE_CHIROPTERA,Mystacina,MYSTACINIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Mystacina_tuberculata,21,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myzopoda_aurita,Myzopoda_aurita_MYZOPODIDAE_CHIROPTERA,Myzopoda,MYZOPODIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Myzopoda_aurita,16,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myzopoda_schliemanni,Myzopoda_schliemanni_MYZOPODIDAE_CHIROPTERA,Myzopoda,MYZOPODIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,1,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanonycteris_veldkampii,Nanonycteris_veldkampii_PTEROPODIDAE_CHIROPTERA,Nanonycteris,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Nanonycteris_veldkampii,6,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natalus_espiritosantensis,Natalus_espiritosantensis_NATALIDAE_CHIROPTERA,Natalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natalus_jamaicensis,Natalus_jamaicensis_NATALIDAE_CHIROPTERA,Natalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Natalus_jamaicensis,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natalus_lanatus,Natalus_lanatus_NATALIDAE_CHIROPTERA,Natalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natalus_major,Natalus_major_NATALIDAE_CHIROPTERA,Natalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Natalus_major,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natalus_mexicanus,Natalus_mexicanus_NATALIDAE_CHIROPTERA,Natalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
