Species_Name,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,Order,Family,BM,BR,Diet,WA,LS,AspectRatio,Synurbic,UrbanStatus
Eumops_trumbulli,Eumops_trumbulli_MOLOSSIDAE_CHIROPTERA,Eumops,MOLOSSIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Eumops_trumbulli,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumops_underwoodi,Eumops_underwoodi_MOLOSSIDAE_CHIROPTERA,Eumops,MOLOSSIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Eumops_underwoodi,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumops_wilsoni,Eumops_wilsoni_MOLOSSIDAE_CHIROPTERA,Eumops,MOLOSSIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falsistrellus_affinis,Falsistrellus_affinis_VESPERTILIONIDAE_CHIROPTERA,Falsistrellus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Falsistrellus_affinis,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falsistrellus_mackenziei,Falsistrellus_mackenziei_VESPERTILIONIDAE_CHIROPTERA,Falsistrellus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Falsistrellus_mackenziei,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falsistrellus_mordax,Falsistrellus_mordax_VESPERTILIONIDAE_CHIROPTERA,Falsistrellus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Falsistrellus_mordax,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falsistrellus_petersi,Falsistrellus_petersi_VESPERTILIONIDAE_CHIROPTERA,Falsistrellus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Falsistrellus_petersi,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falsistrellus_tasmaniensis,Falsistrellus_tasmaniensis_VESPERTILIONIDAE_CHIROPTERA,Falsistrellus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Falsistrellus_tasmaniensis,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furipterus_horrens,Furipterus_horrens_FURIPTERIDAE_CHIROPTERA,Furipterus,FURIPTERIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Furipterus_horrens,22,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_alboguttata,Glauconycteris_alboguttata_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_alboguttata,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_argentata,Glauconycteris_argentata_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_argentata,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_beatrix,Glauconycteris_beatrix_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_beatrix,3,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_curryae,Glauconycteris_curryae_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_curryae,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_egeria,Glauconycteris_egeria_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_egeria,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_gleni,Glauconycteris_gleni_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_gleni,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_humeralis,Glauconycteris_humeralis_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_humeralis,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_kenyacola,Glauconycteris_kenyacola_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_kenyacola,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_machadoi,Glauconycteris_machadoi_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_machadoi,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_poensis,Glauconycteris_poensis_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_poensis,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_superba,Glauconycteris_superba_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_superba,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glauconycteris_variegata,Glauconycteris_variegata_VESPERTILIONIDAE_CHIROPTERA,Glauconycteris,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glauconycteris_variegata,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glischropus_aquilus,Glischropus_aquilus_VESPERTILIONIDAE_CHIROPTERA,Glischropus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glischropus_bucephalus,Glischropus_bucephalus_VESPERTILIONIDAE_CHIROPTERA,Glischropus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glischropus_javanus,Glischropus_javanus_VESPERTILIONIDAE_CHIROPTERA,Glischropus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glischropus_javanus,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glischropus_tylopus,Glischropus_tylopus_VESPERTILIONIDAE_CHIROPTERA,Glischropus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glischropus_tylopus,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossophaga_commissarisi,Glossophaga_commissarisi_PHYLLOSTOMIDAE_CHIROPTERA,Glossophaga,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glossophaga_commissarisi,7,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossophaga_leachii,Glossophaga_leachii_PHYLLOSTOMIDAE_CHIROPTERA,Glossophaga,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glossophaga_leachii,2,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossophaga_longirostris,Glossophaga_longirostris_PHYLLOSTOMIDAE_CHIROPTERA,Glossophaga,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glossophaga_longirostris,7,0,sampled,PC16_PhyllostomidRelated,Chiroptera,Phyllostomidae,11.92214,0.435,1.0889,46.65,1,6.44,0,neither
Glossophaga_morenoi,Glossophaga_morenoi_PHYLLOSTOMIDAE_CHIROPTERA,Glossophaga,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glossophaga_morenoi,1,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossophaga_soricina,Glossophaga_soricina_PHYLLOSTOMIDAE_CHIROPTERA,Glossophaga,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glossophaga_soricina,10,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyphonycteris_behnii,Glyphonycteris_behnii_PHYLLOSTOMIDAE_CHIROPTERA,Glyphonycteris,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glyphonycteris_behnii,0,0,imputed,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyphonycteris_daviesi,Glyphonycteris_daviesi_PHYLLOSTOMIDAE_CHIROPTERA,Glyphonycteris,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glyphonycteris_daviesi,7,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyphonycteris_sylvestris,Glyphonycteris_sylvestris_PHYLLOSTOMIDAE_CHIROPTERA,Glyphonycteris,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Glyphonycteris_sylvestris,5,0,sampled,PC16_PhyllostomidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haplonycteris_fischeri,Haplonycteris_fischeri_PTEROPODIDAE_CHIROPTERA,Haplonycteris,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Haplonycteris_fischeri,5,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpiocephalus_harpia,Harpiocephalus_harpia_VESPERTILIONIDAE_CHIROPTERA,Harpiocephalus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Harpiocephalus_harpia,4,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpiocephalus_mordax,Harpiocephalus_mordax_VESPERTILIONIDAE_CHIROPTERA,Harpiocephalus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Harpiocephalus_mordax,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpiola_grisea,Harpiola_grisea_VESPERTILIONIDAE_CHIROPTERA,Harpiola,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpiola_isodon,Harpiola_isodon_VESPERTILIONIDAE_CHIROPTERA,Harpiola,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,2,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpyionycteris_celebensis,Harpyionycteris_celebensis_PTEROPODIDAE_CHIROPTERA,Harpyionycteris,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Harpyionycteris_celebensis,3,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpyionycteris_whiteheadi,Harpyionycteris_whiteheadi_PTEROPODIDAE_CHIROPTERA,Harpyionycteris,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Harpyionycteris_whiteheadi,5,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperoptenus_blanfordi,Hesperoptenus_blanfordi_VESPERTILIONIDAE_CHIROPTERA,Hesperoptenus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Hesperoptenus_blanfordi,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperoptenus_doriae,Hesperoptenus_doriae_VESPERTILIONIDAE_CHIROPTERA,Hesperoptenus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Hesperoptenus_doriae,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperoptenus_gaskelli,Hesperoptenus_gaskelli_VESPERTILIONIDAE_CHIROPTERA,Hesperoptenus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Hesperoptenus_gaskelli,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperoptenus_tickelli,Hesperoptenus_tickelli_VESPERTILIONIDAE_CHIROPTERA,Hesperoptenus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Hesperoptenus_tickelli,0,0,imputed,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperoptenus_tomesi,Hesperoptenus_tomesi_VESPERTILIONIDAE_CHIROPTERA,Hesperoptenus,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Hesperoptenus_tomesi,1,0,sampled,PC17_VespertilionidRelated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_abae,Hipposideros_abae_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_abae,7,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_alongensis,Hipposideros_alongensis_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_armiger,Hipposideros_armiger_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_armiger,14,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_ater,Hipposideros_ater_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_ater,4,0,sampled,PC19_Yinpterochiroptera,Chiroptera,Hipposideridae,5.785,0.20675,0,79.2,1,5.5,0,neither
Hipposideros_beatus,Hipposideros_beatus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_beatus,2,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_bicolor,Hipposideros_bicolor_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_bicolor,4,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_boeadii,Hipposideros_boeadii_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_breviceps,Hipposideros_breviceps_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_breviceps,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_caffer,Hipposideros_caffer_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_caffer,2,0,sampled,PC19_Yinpterochiroptera,Chiroptera,Hipposideridae,9.448095,0.31225,0,73.48,1,6.3,0,neither
Hipposideros_calcaratus,Hipposideros_calcaratus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_calcaratus,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_camerunensis,Hipposideros_camerunensis_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_camerunensis,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_cervinus,Hipposideros_cervinus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_cervinus,4,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_cineraceus,Hipposideros_cineraceus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_cineraceus,4,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_commersoni,Hipposideros_commersoni_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_commersoni,28,0,sampled,PC19_Yinpterochiroptera,Chiroptera,Hipposideridae,99.09091,0.75,0,151.03,1,7.7,0,neither
Hipposideros_coronatus,Hipposideros_coronatus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_coronatus,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_corynophyllus,Hipposideros_corynophyllus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_corynophyllus,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_coxi,Hipposideros_coxi_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_coxi,2,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_crumeniferus,Hipposideros_crumeniferus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_crumeniferus,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_curtus,Hipposideros_curtus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_curtus,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_cyclops,Hipposideros_cyclops_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_cyclops,2,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_demissus,Hipposideros_demissus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_demissus,2,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_diadema,Hipposideros_diadema_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_diadema,5,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_dinops,Hipposideros_dinops_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_dinops,2,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_doriae,Hipposideros_doriae_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_doriae,3,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_durgadasi,Hipposideros_durgadasi_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_durgadasi,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_dyacorum,Hipposideros_dyacorum_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_dyacorum,3,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_edwardshilli,Hipposideros_edwardshilli_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_edwardshilli,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_einnaythu,Hipposideros_einnaythu_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_fuliginosus,Hipposideros_fuliginosus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_fuliginosus,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_fulvus,Hipposideros_fulvus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_fulvus,3,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_galeritus,Hipposideros_galeritus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_galeritus,13,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_gigas,Hipposideros_gigas_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_gigas,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_grandis,Hipposideros_grandis_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_grandis,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_griffini,Hipposideros_griffini_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_halophyllus,Hipposideros_halophyllus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_halophyllus,10,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_hypophyllus,Hipposideros_hypophyllus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_hypophyllus,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_inexpectatus,Hipposideros_inexpectatus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_inexpectatus,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_inornatus,Hipposideros_inornatus_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_inornatus,0,0,imputed,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_jonesi,Hipposideros_jonesi_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_jonesi,9,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_khaokhouayensis,Hipposideros_khaokhouayensis_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,4,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_lamottei,Hipposideros_lamottei_HIPPOSIDERIDAE_CHIROPTERA,Hipposideros,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Hipposideros_lamottei,1,0,sampled,PC19_Yinpterochiroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
